hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
The Oliver Apartamentos Aravaca,1015.0,8.8,909.0,3.0,squares,"Moncloa-Aravaca, Madrid","Superior Studio
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 beds (1 sofa bed, 1 queen)
Only 6 left at this price on our site"
GRAN VIA capitals by MONARO*****,1104.0,8.8,259.0,4.0,squares,"Madrid City Center, Madrid","Superior One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 32m²
2 beds (1 sofa bed, 1 queen)
Only 1 left at this price on our site"
Apartamentos Huertas,1009.0,8.8,908.0,4.0,squares,"Madrid City Center, Madrid","Deluxe Suite
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 55m²
3 beds (2 twins, 1 sofa bed)
Only 1 left at this price on our site"
Hostal New Dream Madrid,427.0,7.9,2558.0,,,"Madrid City Center, Madrid","Small Double Room with Shared Bathroom
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Live it Madrid Gran Vía,371.0,6.9,698.0,,,"Madrid City Center, Madrid","Standard Double Room with Shared Bathroom
1 full bed
Only 2 rooms left at this price on our site"
Hotel Cortezo,880.0,8.3,7288.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Vértice Roomspace,417.0,8.1,12748.0,3.0,stars,"Villaverde, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Gran Versalles,904.0,8.6,7120.0,4.0,stars,"Chamberi, Madrid","Twin Room
2 twin beds
Only 1 room left at this price on our site"
Vincci Soma,1228.0,8.2,6172.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
ITC Mora by Soho Boutique,729.0,7.8,4658.0,2.0,stars,"Madrid City Center, Madrid","Partner offer option
1 full bed"
Hotel 4C Puerta Europa,600.0,7.9,2337.0,2.0,stars,"Tetuan, Madrid","Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site"
Vincci The Mint,1288.0,9.1,4052.0,4.0,stars,"Madrid City Center, Madrid","Twin Room
2 twin beds
Free cancellation"
NH Madrid Ventas,812.0,8.6,4483.0,4.0,stars,"Salamanca, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
For You Rentals Cómodo apartamento en la zona de Delicias Temporal DEL2912,761.0,,,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
Ibis Styles Madrid City Las Ventas,753.0,8.6,3771.0,4.0,stars,"Ciudad Lineal, Madrid","Standard Double Room
1 full bed
Only 7 rooms left at this price on our site"
Urban Inn Madrid,292.0,7.3,138.0,,,"Madrid City Center, Madrid","Habitación compartida cápsula doble
1 full bed"
Ibis Madrid Centro las Ventas,787.0,8.2,3419.0,2.0,stars,"Salamanca, Madrid","Double Room
1 full bed
Only 7 rooms left at this price on our site"
EG14 piso 2 dormitorios WIFI Fibra AC,635.0,8.0,2.0,,,"Chamberi, Madrid","Two-Bedroom Apartment
3 beds (1 full, 1 sofa bed, 1 queen)"
Hotel Princesa Plaza Madrid,1149.0,8.2,10382.0,4.0,stars,"Madrid City Center, Madrid","Plaza Twin Room
2 twin beds"
JC Rooms Santa Ana,616.0,8.0,2232.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
BYPILLOW Crosstown,999.0,8.7,3490.0,3.0,stars,"Madrid City Center, Madrid","Economy Double Room
1 full bed
Only 1 room left at this price on our site"
Avenida De America Tijcal,669.0,8.6,2966.0,3.0,squares,"Salamanca, Madrid","Standard Studio
Entire studio • 1 bathroom • 1 kitchen • 23m²
1 full bed
Only 1 left at this price on our site"
SJC7c Estudio Castellana Chamberí,490.0,7.0,4.0,3.0,squares,"Chamberi, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 22m²
3 beds (1 twin, 1 full, 1 sofa bed)"
1881 Madrid Ventas Hotel,834.0,8.9,1395.0,4.0,stars,"Ciudad Lineal, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Ilunion Alcalá Norte,734.0,8.9,14927.0,4.0,stars,"San Blas, Madrid","Double or Twin Room
Multiple bed types
Only 3 rooms left at this price on our site"
Tribu Malasaña,992.0,9.0,1194.0,4.0,squares,"Madrid City Center, Madrid","Superior Deluxe Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Nido Príncipe Pío,869.0,7.6,29.0,3.0,stars,"Moncloa-Aravaca, Madrid","Twin Studio Apartment
Entire studio • 1 bathroom
2 twin beds
Breakfast included
Only 3 left at this price on our site"
