hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
The Oliver Apartamentos Aravaca,1145.0,8.8,909.0,3.0,squares,"Moncloa-Aravaca, Madrid","Superior Studio
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 beds (1 sofa bed, 1 queen)"
Vértice Roomspace,586.0,8.1,12748.0,3.0,stars,"Villaverde, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Apartamentos EconoStay Plaza de España,722.0,7.3,77.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Beautiful duplex in the center,848.0,9.0,1.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
1 queen bed
Free cancellation"
El Colmenar Habitaciones,384.0,8.3,465.0,3.0,squares,"Hortaleza, Madrid","Double Room with Private Bathroom
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Hotel BESTPRICE Alcalá,712.0,9.1,7775.0,1.0,stars,"San Blas, Madrid","Deluxe Double or Twin Room
Multiple bed types"
AC Hotel Avenida de América by Marriott,1208.0,8.8,2988.0,3.0,stars,"Salamanca, Madrid","Queen Room
1 queen bed
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
ATICO CON TERRAZA - cerca a MADRID RIO,795.0,9.3,6.0,3.0,squares,"Usera, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
Hotel Madrid Río,735.0,7.3,8746.0,2.0,stars,"Usera, Madrid","Double or Twin Room
1 full bed
Free cancellation"
Elba Madrid Alcalá,1122.0,8.9,8241.0,4.0,stars,"San Blas, Madrid","Superior Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hostal Sol Los Angeles,1020.0,7.9,1459.0,3.0,squares,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 1 room left at this price on our site"
Avenida De America Tijcal,963.0,8.6,2966.0,3.0,squares,"Salamanca, Madrid","Standard Studio
Entire studio • 1 bathroom • 1 kitchen • 23m²
1 full bed
Free cancellation
Only 3 left at this price on our site"
AC Hotel Madrid Feria by Marriott,1066.0,8.6,1369.0,4.0,stars,"Hortaleza, Madrid","King Room
1 king bed
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Hotel Praga,927.0,8.4,8812.0,4.0,stars,"Carabanchel, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
Hostal New Dream Madrid,690.0,7.9,2558.0,,,"Madrid City Center, Madrid","Small Double Room with Shared Bathroom
1 full bed
Only 1 room left at this price on our site"
Erase un Hotel,1080.0,8.4,5775.0,3.0,stars,"Tetuan, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Hostal Centro Sol Madrid,946.0,8.8,2041.0,3.0,squares,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 5 rooms left at this price on our site"
Boutique Urban Madrid Génova,863.0,6.9,4564.0,3.0,squares,"Chamberi, Madrid","Superior Double Room
2 twin beds"
