hotel_name,price_euros,rating,neighborhood
BCN2STAY Apartments,761.0,7.8,"Ciutat Vella, Barcelona"
Catalonia Albeniz,1167.0,8.4,"Sant Martí, Barcelona"
Hotel Viladomat,1242.0,7.6,"Eixample, Barcelona"
Catalonia Barcelona 505,1178.0,8.5,"Sarrià-St. Gervasi, Barcelona"
Moxy Barcelona,1167.0,8.1,"Sants-Montjuïc, Barcelona"
Catalonia Sagrada Familia,1132.0,8.4,"Sant Martí, Barcelona"
Sallés Hotel Pere IV,1415.0,8.1,"Sant Martí, Barcelona"
Occidental Barcelona 1929,1400.0,8.8,"Sants-Montjuïc, Barcelona"
Pensión Iznájar Barcelona,1050.0,8.0,"Ciutat Vella, Barcelona"
Catalonia Roma,1237.0,8.4,"Eixample, Barcelona"
Hotel Via Augusta,1107.0,8.4,"Sarrià-St. Gervasi, Barcelona"
Hotel Concordia Barcelona,1558.0,8.3,"Sants-Montjuïc, Barcelona"
ZOOROOMS Boutique Guesthouse,1054.0,9.1,"Eixample, Barcelona"
Hotel Continental Palacete,1696.0,8.5,"Eixample, Barcelona"
Ecozentric,948.0,7.4,"Eixample, Barcelona"
Catalonia Eixample 1864,1563.0,8.6,"Eixample, Barcelona"
Silken Sant Gervasi,923.0,8.6,"Sarrià-St. Gervasi, Barcelona"
Catalonia Diagonal Centro,1558.0,8.7,"Eixample, Barcelona"
Hotel Lloret Ramblas,1171.0,8.1,"Ciutat Vella, Barcelona"
Hotel Rialto,1336.0,8.5,"Ciutat Vella, Barcelona"
Catalonia Barcelona Plaza,1598.0,8.7,"Sants-Montjuïc, Barcelona"
Boutique Apartments 23 Barcelona,1462.0,9.1,"Gràcia, Barcelona"
Hostal Operaramblas,997.0,8.8,"Ciutat Vella, Barcelona"
Ramblas Apartments,1583.0,8.7,"Ciutat Vella, Barcelona"
Barcelona Mercaders Apartments,1561.0,8.0,"Ciutat Vella, Barcelona"
Magatzem 128,1302.0,8.7,"Eixample, Barcelona"
Fisa Rentals Ramblas Apartments,1537.0,8.7,"Eixample, Barcelona"
