hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Be Mate Paseo de Gracia,1919.0,8.9,1206.0,4.0,squares,"Gràcia, Barcelona","Queen Room
1 queen bed
Only 1 room left at this price on our site"
Travelodge Barcelona Poblenou,1099.0,7.3,9974.0,1.0,stars,"Sant Martí, Barcelona","Double Room
1 full bed"
Lempika,1588.0,9.3,117.0,4.0,squares,"Eixample, Barcelona","Studio
Entire studio • 1 bathroom • 1 kitchen • 35m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
Pensión Villanueva,905.0,7.2,2300.0,2.0,stars,"Ciutat Vella, Barcelona","Economy Double with Private Bathroom with no views
1 full bed
Only 2 rooms left at this price on our site"
Hotel Viladomat,1449.0,7.6,3973.0,3.0,stars,"Eixample, Barcelona","Basic Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
AC Hotel Barcelona Fórum by Marriott,1805.0,8.2,1416.0,4.0,stars,"Sant Martí, Barcelona","Standard Queen Room
1 queen bed
Free cancellation
Only 5 rooms left at this price on our site"
ibis Styles Barcelona City Bogatell,1568.0,8.4,5405.0,2.0,stars,"Sant Martí, Barcelona","Standard Double Room
1 queen bed
Breakfast included
Only 7 rooms left at this price on our site"
Unite Hostel Barcelona,1771.0,8.0,8415.0,,,"Sant Martí, Barcelona","Double Room with Private Bathroom
Multiple bed types
Free cancellation
Only 1 room left at this price on our site"
Hotel & Spa Villa Olimpica Suites,1711.0,8.0,3831.0,4.0,stars,"Sant Martí, Barcelona","Double Room with Spa Access
2 twin beds
Free cancellation"
Bonanova Suite,1553.0,8.5,1081.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Studio (3 Adults)
Entire studio • 1 bathroom • 30m²
3 beds (2 twins, 1 sofa bed)"
Hotel Via Augusta,1582.0,8.4,2219.0,2.0,stars,"Sarrià-St. Gervasi, Barcelona","Double Room
1 full bed
Free cancellation
Only 4 rooms left at this price on our site"
Hostal Radio Barcelona,1085.0,7.8,5457.0,2.0,stars,"Ciutat Vella, Barcelona","Climatized Double Room with Private bathroom
1 full bed
Only 2 rooms left at this price on our site"
Super Balmes Guest House,933.0,8.4,1651.0,3.0,squares,"Eixample, Barcelona","Twin Room with Shared Bathroom
2 twin beds"
Hotel Sant Agustí,1784.0,8.0,4546.0,3.0,stars,"Ciutat Vella, Barcelona","Interior Comfort Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 7 rooms left at this price on our site"
Capri by Fraser Barcelona,1734.0,8.3,2991.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Studio
1 queen bed
Free cancellation"
Blue Barcelona,2771.0,8.1,1058.0,,,"Sarrià-St. Gervasi, Barcelona","Family Room with Private Bathroom
3 beds (1 twin, 1 bunk bed, 1 queen)
Breakfast included
Free cancellation
Only 1 room left at this price on our site"
Apart-Suites Hostemplo,1834.0,8.9,2597.0,4.0,squares,"Eixample, Barcelona","Apart-Suite
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 32m²
1 full bed
Only 2 left at this price on our site"
Four Points by Sheraton Barcelona Airport,1293.0,8.7,552.0,,,Barcelona,"King Room with City View
1 king bed
Only 5 rooms left at this price on our site"
Inside Barcelona Apartments Sants,1404.0,8.6,664.0,4.0,squares,"Sants-Montjuïc, Barcelona","Studio (2 Adults)
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 42m²
2 twin beds
Only 1 left at this price on our site"
Sallés Hotel Pere IV,1985.0,8.1,8451.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Double Room with Spa Access
Multiple bed types
Breakfast included
Free cancellation"
Residència Erasmus Gracia,1142.0,8.2,5128.0,,,"Gràcia, Barcelona","Twin Room
2 twin beds"
Aspasios Arc de Triomf Apartments,1920.0,9.2,180.0,4.0,squares,"Eixample, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 65m²
1 full bed
Only 1 left at this price on our site"
Suite Gracia Barcelona,1508.0,9.1,12.0,4.0,squares,"Gràcia, Barcelona","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 50m²
1 full bed
Free cancellation"
Catalonia Barcelona 505,1588.0,8.5,3261.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
