hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Be Mate Paseo de Gracia,1596.0,8.9,1206.0,4.0,squares,"Gràcia, Barcelona","Queen Room
1 queen bed
Only 2 rooms left at this price on our site"
Four Points by Sheraton Barcelona Airport,890.0,8.7,552.0,,,Barcelona,"King Room
1 king bed
Only 5 rooms left at this price on our site"
Residencia Universitaria Campus del Mar,1274.0,7.9,1820.0,,,"Ciutat Vella, Barcelona","Comfort Twin Studio
Entire studio • 1 bathroom • 1 kitchen • 25m²
2 twin beds
Only 4 left at this price on our site"
Hostal Centric,1353.0,8.9,3719.0,4.0,squares,"Eixample, Barcelona","Superior Twin Room
2 twin beds
Only 1 room left at this price on our site"
Hotel Via Augusta,1507.0,8.4,2219.0,2.0,stars,"Sarrià-St. Gervasi, Barcelona","Double Room
1 full bed
Free cancellation
Only 4 rooms left at this price on our site"
Hostel New York,622.0,7.1,3623.0,,,"Ciutat Vella, Barcelona","Economy Room with Bunk Beds
1 bunk bed
Free cancellation
Only 1 room left at this price on our site"
Hostal Central Barcelona,1602.0,8.4,2182.0,2.0,stars,"Eixample, Barcelona","Double Room
1 queen bed
Free cancellation
Only 1 room left at this price on our site"
Acta Antibes,1331.0,8.5,4457.0,2.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Hotel Sant Agustí,1724.0,8.0,4546.0,3.0,stars,"Ciutat Vella, Barcelona","Interior Comfort Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 7 rooms left at this price on our site"
Hostal Operaramblas,1377.0,8.8,5885.0,2.0,stars,"Ciutat Vella, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
NH Barcelona Diagonal Center,1576.0,8.2,2290.0,3.0,stars,"Sant Martí, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins"
Catalonia Passeig de Gràcia 4* Sup,2408.0,9.1,3342.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Golden Hotel Barcelona,1898.0,8.3,2474.0,4.0,stars,"Sant Martí, Barcelona","Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Feel at Sants Apartments,1868.0,8.6,796.0,4.0,squares,"Sants-Montjuïc, Barcelona","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Hotel Acta Laumon,1243.0,8.2,1445.0,3.0,stars,"Sant Andreu, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Hotel Viladomat,2212.0,7.6,3973.0,3.0,stars,"Eixample, Barcelona","Basic Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Ciutat Vella,1773.0,8.0,4602.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
Hotel & Spa Villa Olimpica Suites,1918.0,8.0,3831.0,4.0,stars,"Sant Martí, Barcelona","Double Room with Spa Access
2 twin beds
Free cancellation
No prepayment needed – pay at the property"
Catalonia Albeniz,1757.0,8.4,2802.0,3.0,stars,"Sant Martí, Barcelona","Superior Room
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
BCN Urbaness Hotels Del Comte,1749.0,7.6,1345.0,2.0,stars,"Eixample, Barcelona","Twin Room
2 twin beds
Free cancellation"
Hotel Ronda Lesseps,1420.0,8.6,2477.0,4.0,stars,"Gràcia, Barcelona","Small Double Room Ground floor
1 full bed
Free cancellation
Only 4 rooms left at this price on our site"
htop BCN City #htopEnjoy,1143.0,6.3,884.0,2.0,stars,"Horta-Guinardó, Barcelona","Double Room
1 full bed
Free cancellation
Only 2 rooms left at this price on our site"
Upper Diagonal,1393.0,8.8,1837.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double Room
Beds: 1 double or 2 twins"
Hostal Ramos,1017.0,7.7,3825.0,3.0,squares,"Ciutat Vella, Barcelona","Standard Double Room with Balcony
1 full bed
Only 1 room left at this price on our site"
Leonardo Boutique Hotel Barcelona Sagrada Familia,1502.0,8.7,2615.0,3.0,stars,"Sant Martí, Barcelona","Comfort Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Catalonia Barcelona 505,1888.0,8.5,3261.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Cram Hotel,2121.0,8.4,3612.0,4.0,stars,"Eixample, Barcelona","Deluxe Double Room
1 queen bed
Free cancellation
Only 6 rooms left at this price on our site"
Zenit Barcelona,1598.0,8.2,1591.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 3 rooms left at this price on our site"
Blue Barcelona,1941.0,8.1,1058.0,,,"Sarrià-St. Gervasi, Barcelona","Double Room with Private Bathroom
1 full bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site"
Barcelona House,1967.0,8.0,7241.0,3.0,stars,"Ciutat Vella, Barcelona","Double Standard
1 full bed
Breakfast included
Free cancellation"
Travelodge Barcelona Poblenou,1262.0,7.3,9974.0,1.0,stars,"Sant Martí, Barcelona","Double Room
1 full bed"
Apartamentos DV,1261.0,8.6,2342.0,4.0,squares,"Sants-Montjuïc, Barcelona","Double Room with Private Bathroom
1 queen bed
Only 5 rooms left at this price on our site"
Our Penthouse with Jacuzzi close to Paseo de Gracia,5999.0,8.9,38.0,,,"Eixample, Barcelona","Two-Bedroom Deluxe Apartment with Balcony
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 84m²
2 queen beds
Free cancellation"
