hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Be Mate Paseo de Gracia,1421.0,8.9,1206.0,4.0,squares,"Gràcia, Barcelona","Queen Room
1 queen bed
Only 1 room left at this price on our site"
Musik Boutique Hotel,1135.0,9.1,1741.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Double Room
1 queen bed
Free cancellation"
Moxy Barcelona,968.0,8.1,1228.0,4.0,stars,"Sants-Montjuïc, Barcelona","Moxy Queen Room with Balcony
1 queen bed"
Four Points by Sheraton Barcelona Airport,662.0,8.7,552.0,,,Barcelona,"King Room
1 king bed
Only 5 rooms left at this price on our site"
Catalonia Barcelona 505,948.0,8.5,3261.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Golden Hotel Barcelona,945.0,8.3,2474.0,4.0,stars,"Sant Martí, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation"
Hotel Villa Emilia,1058.0,8.9,1558.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins"
Sallés Hotel Pere IV,1039.0,8.1,8451.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Double Room with Spa Access
Multiple bed types
Free cancellation"
Hotel BESTPRICE Diagonal,760.0,8.4,3403.0,1.0,stars,"Sant Martí, Barcelona","Deluxe Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Occidental Barcelona 1929,1094.0,8.8,5005.0,3.0,stars,"Sants-Montjuïc, Barcelona","Superior Double Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Capri by Fraser Barcelona,985.0,8.3,2991.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Studio
1 queen bed
Free cancellation
Only 7 rooms left at this price on our site"
Hotel Via Augusta,927.0,8.4,2219.0,2.0,stars,"Sarrià-St. Gervasi, Barcelona","Twin Room
2 twin beds
Free cancellation"
Atenea Rekord Suites,925.0,8.5,978.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Citadines Ramblas Barcelona,1085.0,8.6,3719.0,3.0,stars,"Ciutat Vella, Barcelona","Classic Double or Twin Room
Beds: 1 double or 2 twins
Only 4 rooms left at this price on our site"
BCN Urbaness Hotels Del Comte,786.0,7.6,1345.0,2.0,stars,"Eixample, Barcelona","Twin Room
2 twin beds
Free cancellation"
Hotel & Spa Villa Olimpica Suites,954.0,8.0,3831.0,4.0,stars,"Sant Martí, Barcelona","Double Room with Spa Access
2 twin beds
Free cancellation"
Catalonia Atenas,968.0,8.3,8113.0,4.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Hotel Viladomat,898.0,7.6,3973.0,3.0,stars,"Eixample, Barcelona","Basic Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Pol & Grace Hotel,849.0,8.2,2548.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Wilson Boutique Hotel,941.0,8.5,1785.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Oasis,922.0,8.5,5138.0,2.0,stars,"Ciutat Vella, Barcelona","Standard Room Interior
2 twin beds
Only 6 rooms left at this price on our site"
Upper Diagonal,1065.0,8.8,1837.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation"
Catalonia Portal de l'Angel,1307.0,8.8,3160.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site"
NH Sants Barcelona,974.0,8.6,2852.0,4.0,stars,"Les Corts, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Jazz,1165.0,8.8,3261.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Hotel America Barcelona,1067.0,8.7,1920.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
"The Hoxton, Poblenou",1275.0,8.5,2675.0,4.0,stars,"Sant Martí, Barcelona","Roomy
1 king bed"
Catalonia Sagrada Familia,1032.0,8.4,9406.0,3.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hotel Sant Agustí,1003.0,8.0,4546.0,3.0,stars,"Ciutat Vella, Barcelona","Room Assigned on Arrival
1 twin bed
Free cancellation"
Catalonia Eixample 1864,1318.0,8.6,4299.0,4.0,stars,"Eixample, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
