hotel_name,price_euros,rating,neighborhood
Hotel Roger de Llúria,1.429,8.3,"Eixample, Barcelona"
HCC Taber,681.0,8.6,"Eixample, Barcelona"
Ciutat Vella,706.0,8.0,"Ciutat Vella, Barcelona"
HCC Montblanc,719.0,8.7,"Ciutat Vella, Barcelona"
Hotel Viladomat,952.0,7.6,"Eixample, Barcelona"
Hostal Operaramblas,665.0,8.8,"Ciutat Vella, Barcelona"
Roma Reial,747.0,7.3,"Ciutat Vella, Barcelona"
HCC St. Moritz,1.039,8.6,"Eixample, Barcelona"
Aparthotel Augusta,896.0,8.5,"Sarrià-Sant Gervasi, Barcelona"
Hotel Concordia Barcelona,1.418,8.3,"Sants-Montjuïc, Barcelona"
Barcelona Fifteen central Aparthotel,754.0,7.4,"Sants-Montjuïc, Barcelona"
Hotel Continental Palacete,1.35,8.5,"Eixample, Barcelona"
Acta Antibes,824.0,8.5,"Eixample, Barcelona"
Sunotel Aston,771.0,7.5,"Eixample, Barcelona"
C211 Barcelona Apartments,1.454,8.8,"Sarrià-Sant Gervasi, Barcelona"
Gaudi Sagrada Familia,1.333,7.6,"Eixample, Barcelona"
Hostalin Barcelona Passeig de Gracia,753.0,7.4,"Eixample, Barcelona"
Axel TWO Barcelona 4 Sup - Adults Only,1.62,8.3,"Eixample, Barcelona"
Gracia Apartment,1.156,7.1,"Gracia, Barcelona"
Hotel Paxton Barcelona,1.677,8.8,"Sant Martí, Barcelona"
Ronda House,1.124,8.4,"Ciutat Vella, Barcelona"
Ohla Barcelona,3.218,9.1,"Ciutat Vella, Barcelona"
Ohla Eixample,3.097,8.9,"Eixample, Barcelona"
Sixtytwo Hotel,2.431,9.3,"Eixample, Barcelona"
Hotel Continental Barcelona,1.266,8.1,"Ciutat Vella, Barcelona"
Barcelonaforrent Urban Town Suites,2.164,7.7,"Sarrià-Sant Gervasi, Barcelona"
NH Barcelona Diagonal Center,879.0,8.2,"Sant Martí, Barcelona"
Magatzem 128,1.085,8.7,"Eixample, Barcelona"
Hotel Barcelona Center,1.221,8.6,"Eixample, Barcelona"
Hotel Raval House,1.124,8.2,"Ciutat Vella, Barcelona"
Catalonia Diagonal Centro,1.508,8.7,"Eixample, Barcelona"
Fira Apartments by Gaiarooms,1.129,8.1,"Sants-Montjuïc, Barcelona"
Nicebarcelonaapartments,1.089,8.6,"Ciutat Vella, Barcelona"
Hotel Rialto,1.128,8.5,"Ciutat Vella, Barcelona"
Suitur apartamento floridablanca barcelona,923.0,9.1,"Eixample, Barcelona"
Charmsuites Paralel,1.014,7.7,"Sants-Montjuïc, Barcelona"
Residencia Universitaria Campus del Mar,801.0,7.9,"Ciutat Vella, Barcelona"
Aparthotel Silver,732.0,8.7,"Gracia, Barcelona"
Aspasios Sagrada Familia Apartments,1.262,9.2,"Eixample, Barcelona"
Zenit Barcelona,1.01,8.2,"Sarrià-Sant Gervasi, Barcelona"
Grupotel Gran Via 678,1.193,8.4,"Eixample, Barcelona"
Catalonia Sagrada Familia,1.242,8.4,"Sant Martí, Barcelona"
Rosselló Apartment,1.251,9.2,"Sant Martí, Barcelona"
Catalonia Barcelona 505,1.288,8.5,"Sarrià-Sant Gervasi, Barcelona"
La França Travellers Adults Only,896.0,8.3,"Sants-Montjuïc, Barcelona"
Catalonia Roma,1.347,8.4,"Eixample, Barcelona"
Ramblas Hotel,895.0,7.3,"Ciutat Vella, Barcelona"
Alberg Pere Tarrés,1.412,7.5,"Les Corts, Barcelona"
Grupotel Gravina,1.063,8.4,"Ciutat Vella, Barcelona"
Hesperia Barcelona Barri Gòtic,1.638,8.7,"Ciutat Vella, Barcelona"
Hotel 54 Barceloneta,1.118,8.5,"Ciutat Vella, Barcelona"
Catalonia Albeniz,1.277,8.4,"Sant Martí, Barcelona"
Unite Hostel Barcelona,1.017,8.0,"Sant Martí, Barcelona"
Casa Bella Gracia by Aspasios,949.0,8.4,"Gracia, Barcelona"
Travelodge Barcelona Poblenou,753.0,7.3,"Sant Martí, Barcelona"
TSA Gran Via,1.331,8.1,"Eixample, Barcelona"
ApartEasy - Gracia Apartments,1.208,7.1,"Gracia, Barcelona"
Sunotel Club Central,1.168,8.0,"Eixample, Barcelona"
Royal Ramblas,1.911,8.3,"Ciutat Vella, Barcelona"
Montserrat Apartments by Gaiarooms,1.08,8.0,"Eixample, Barcelona"
Catalonia Barcelona Plaza,1.578,8.7,"Sants-Montjuïc, Barcelona"
HCC Regente,830.0,8.5,"Eixample, Barcelona"
Catalonia Eixample 1864,1.543,8.6,"Eixample, Barcelona"
Hotel Acta Laumon,820.0,8.2,"Sant Andreu, Barcelona"
Casp 74 Apartments,1.652,9.0,"Eixample, Barcelona"
Beautiful apartment in C/Sepulveda,1.459,8.1,"Eixample, Barcelona"
Catalonia La Boquería,1.635,8.3,"Ciutat Vella, Barcelona"
Hotel Actual,1.057,8.7,"Eixample, Barcelona"
Ola Living MACBA,1.02,8.2,"Ciutat Vella, Barcelona"
Sunotel Central,1.235,8.0,"Eixample, Barcelona"
Catalonia Gracia,1.508,8.5,"Eixample, Barcelona"
Hostal Orleans,608.0,8.7,"Ciutat Vella, Barcelona"
Hotel Turin Barcelona,1.256,8.3,"Ciutat Vella, Barcelona"
Hotel Best Auto Hogar,975.0,7.6,"Ciutat Vella, Barcelona"
Catalonia Atenas,1.358,8.3,"Sant Martí, Barcelona"
Hostal Portugal,536.0,7.9,"Ciutat Vella, Barcelona"
Sunotel Junior,913.0,7.2,"Eixample, Barcelona"
Catalonia Passeig de Gràcia 4* Sup,1.928,9.1,"Eixample, Barcelona"
Grand Hyatt Barcelona,2.139,8.6,"Les Corts, Barcelona"
Hotel California,1.438,8.1,"Ciutat Vella, Barcelona"
AC Hotel Diagonal L'Illa by Marriott,1.495,8.7,"Les Corts, Barcelona"
Aspasios City Oasis Apartments,1.106,8.8,"Eixample, Barcelona"
Barcelona Hotel Colonial,1.664,8.4,"Ciutat Vella, Barcelona"
B Hotel,1.961,8.6,"Eixample, Barcelona"
Catalonia Plaza Catalunya,1.718,8.6,"Eixample, Barcelona"
Apartamentos Tarradellas Sants Estació,2.866,7.6,"Eixample, Barcelona"
Acta BCN 40,922.0,8.4,"Ciutat Vella, Barcelona"
Hotel Gótico,1.664,8.6,"Ciutat Vella, Barcelona"
Charmsuites Nou Rambla,1.014,7.5,"Sants-Montjuïc, Barcelona"
Apartments Jota Barcelona,871.0,8.0,"Nou Barris, Barcelona"
Hotel Sant Agustí,1.474,8.0,"Ciutat Vella, Barcelona"
BCN Urbaness Hotels Del Comte,1.626,7.6,"Eixample, Barcelona"
Moreryadom,2.319,9.3,"Eixample, Barcelona"
Catalonia Portal de l'Angel,1.672,8.7,"Ciutat Vella, Barcelona"
Victoria Diagonal Mar Barcelona,2.223,9.3,"Sant Martí, Barcelona"
Zenit Borrell,1.299,7.8,"Eixample, Barcelona"
Acta Atrium Palace,1.14,8.1,"Eixample, Barcelona"
Leonardo Hotel Barcelona Gran Via,1.331,8.6,"Eixample, Barcelona"
Isabella's House,1.343,8.5,"Sarrià-Sant Gervasi, Barcelona"
RAMBLA BEACH Barcelonastuff Apartments,1.63,8.7,"Sant Martí, Barcelona"
GAUDI Barcelonastuff Apartments,1.525,8.6,"Eixample, Barcelona"
TSA La Rosa,1.849,8.1,"Gracia, Barcelona"
Hostal Lleida,1.16,8.2,"Eixample, Barcelona"
Aspasios Arc de Triomf Apartments,1.347,9.2,"Eixample, Barcelona"
Catalonia Born,1.578,8.7,"Ciutat Vella, Barcelona"
"The Hoxton, Poblenou",1.681,8.5,"Sant Martí, Barcelona"
Barcelona Mercaders Apartments,1.505,8.0,"Ciutat Vella, Barcelona"
Catalonia Square 4* Sup,1.928,9.0,"Eixample, Barcelona"
Hotel Inglés,765.0,7.6,"Ciutat Vella, Barcelona"
Mercer House Bòria BCN,1.699,8.1,"Ciutat Vella, Barcelona"
Gran Hotel Havana 4Sup by Escampa Hotels,1.758,8.6,"Eixample, Barcelona"
LetsGo Paseo de Gracia,1.478,8.3,"Eixample, Barcelona"
