hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Room Mate Alba,1564.0,9.1,3315.0,4.0,stars,"Madrid City Center, Madrid","Double Room
Multiple bed types"
Apartamentos EconoStay Plaza de España,495.0,7.3,77.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
1 bedroom 1 bathroom furnished - Sol - bright refurbished - MintyStay,999.0,8.3,32.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 55m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
"Precioso apartamento en Puente Vallecas, Madrid. D",663.0,9.3,103.0,3.0,squares,"Puente de Vallecas, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 38m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
maravilloso apartamento zona financiera,758.0,9.0,44.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
1 full bed"
Cozy Bright - 1Bedroom 1 Bathroom - La Latina,1061.0,9.0,40.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 55m²
1 full bed
Free cancellation"
Vértice Roomspace,496.0,8.1,12748.0,3.0,stars,"Villaverde, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Hotelito Boutique Madrid Puente Vallecas,712.0,8.7,32.0,3.0,squares,"Puente de Vallecas, Madrid","Standard Studio
Entire studio • 1 bathroom • 21m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
Titanic Dreams,459.0,7.1,202.0,3.0,squares,"Ciudad Lineal, Madrid","Superior Studio
Entire studio • 1 bathroom • 12m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
apartamento ventas,678.0,9.2,28.0,3.0,squares,"Ciudad Lineal, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
UVE Marcenado,844.0,9.2,4728.0,3.0,stars,"Chamartín, Madrid","Twin Room
2 twin beds
Free cancellation
Only 1 room left at this price on our site"
Alojamiento Familiar The Greenhouse Madrid,708.0,9.9,19.0,3.0,squares,"Latina, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 65m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
B&B HOTEL Madrid Carabanchel,590.0,9.1,221.0,2.0,stars,"Carabanchel, Madrid","Double Room
1 queen bed"
Apartamentos Juan Bravo,879.0,8.4,7328.0,3.0,squares,"Salamanca, Madrid","Standard Studio
Entire studio • 1 bathroom • 1 kitchen • 20m²
2 twin beds
Free cancellation"
Castellana Suites,1243.0,8.9,38.0,4.0,squares,"Salamanca, Madrid","Deluxe Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 105m²
3 beds (1 king, 1 sofa bed, 1 queen)
Free cancellation
Only 1 left at this price on our site"
JUAN BRAVO FRANCISCO SILVELA,1017.0,8.5,49.0,3.0,squares,"Salamanca, Madrid","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 86m²
4 beds (2 twins, 1 full, 1 sofa bed)
Free cancellation"
