hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
The Oliver Apartamentos Aravaca,972.0,8.8,909.0,3.0,squares,"Moncloa-Aravaca, Madrid","Superior Studio
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 beds (1 sofa bed, 1 queen)"
Apartament JES B close to Bernabeu stadium,598.0,8.9,36.0,3.0,squares,"Tetuan, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 37m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
NewMad en Madrid,651.0,8.5,46.0,3.0,squares,"Arganzuela, Madrid","Studio XL
Entire studio • 1 kitchen • 28m²
Only 1 left at this price on our site"
Live it Madrid Gran Vía,359.0,6.9,698.0,,,"Madrid City Center, Madrid","Standard Double Room with Shared Bathroom
1 full bed"
Apartamentos EconoStay Plaza de España,526.0,7.3,77.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Apartamentos Dana Sol,811.0,9.0,515.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 32m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Bravo en Madrid,693.0,7.9,548.0,3.0,squares,"Salamanca, Madrid","One-Bedroom Apartment X
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Hostal New Dream Madrid,496.0,7.9,2558.0,,,"Madrid City Center, Madrid","Small Double Room with Shared Bathroom
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Gran Versalles,995.0,8.6,7120.0,4.0,stars,"Chamberi, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
EG14 piso 2 dormitorios WIFI Fibra AC,675.0,8.0,2.0,,,"Chamberi, Madrid","Two-Bedroom Apartment
3 beds (1 full, 1 sofa bed, 1 queen)
Free cancellation
No prepayment needed – pay at the property"
Style Madrid Center Santiago Bernabeu,740.0,8.9,139.0,3.0,squares,"Tetuan, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 50m²
2 beds (1 sofa bed, 1 queen)
Only 1 left at this price on our site"
TravelStep General Ricardos,438.0,7.6,161.0,3.0,squares,"Carabanchel, Madrid","Studio with Balcony
Entire studio • 1 bathroom • 18m²
Only 6 left at this price on our site"
NH Madrid Ventas,879.0,8.6,4483.0,4.0,stars,"Salamanca, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 7 rooms left at this price on our site"
Erase un Hotel,790.0,8.4,5775.0,3.0,stars,"Tetuan, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 18m²
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 3 left at this price on our site"
Vincci Soma,1319.0,8.2,6172.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins
Free cancellation"
AC Hotel Avenida de América by Marriott,1000.0,8.8,2988.0,3.0,stars,"Salamanca, Madrid","Queen Room
1 queen bed
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Apartamentos Centro Jardines,788.0,8.3,1495.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 25m²
2 twin beds
Only 3 left at this price on our site"
Apartamentos Recoletos,801.0,7.6,7167.0,3.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Vértice Roomspace,548.0,8.1,12748.0,3.0,stars,"Villaverde, Madrid","Double or Twin Room with Kitchenette
Beds: 1 double or 2 twins
Free cancellation
Only 1 room left at this price on our site"
Elba Madrid Alcalá,931.0,8.9,8241.0,4.0,stars,"San Blas, Madrid","Standard Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Home Art Apartments Salamanca,835.0,8.3,1400.0,3.0,squares,"Salamanca, Madrid","Studio Apartment
Entire studio • 1 bathroom • 1 kitchen • 27m²
1 queen bed
Free cancellation
Only 2 left at this price on our site"
Hotel Sardinero Madrid,1183.0,9.0,2034.0,4.0,stars,"Chamberi, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Apartamentos SmartRenting Justicia,414.0,6.6,75.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom • 1 kitchen • 13m²
1 full bed
Only 2 left at this price on our site"
MAD Apartments by Olala Homes,727.0,8.3,851.0,3.0,squares,"Puente de Vallecas, Madrid","Studio Apartment
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Only 3 left at this price on our site"
Roisa Hostal Boutique,687.0,8.0,4333.0,3.0,squares,"Chamartín, Madrid","Double Room
2 twin beds
Only 2 rooms left at this price on our site"
Vincci The Mint,1505.0,9.1,4052.0,4.0,stars,"Madrid City Center, Madrid","Twin Room
2 twin beds
Free cancellation"
