hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
The Corner Hotel,1268.0,8.8,1593.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
Hotel El Call,737.0,7.5,2458.0,1.0,stars,"Ciutat Vella, Barcelona","Twin Room
2 twin beds
Only 7 rooms left at this price on our site"
Yurbban Trafalgar Hotel,1161.0,9.3,1507.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site"
Hotel del Mar,766.0,8.4,2811.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room with Extra Bed
3 twin beds"
Catalonia Barcelona 505,938.0,8.5,3261.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Occidental Diagonal 414,1023.0,8.7,1853.0,4.0,stars,"Eixample, Barcelona","Superior Double Room
Beds: 1 double or 2 twins"
Hostal Operaramblas,855.0,8.8,5885.0,2.0,stars,"Ciutat Vella, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Arya Stadium Hotel,710.0,8.3,3239.0,3.0,stars,"Sants-Montjuïc, Barcelona","Interior Double Room
Beds: 1 double or 2 twins"
Silken Ramblas,1050.0,8.1,2986.0,4.0,stars,"Ciutat Vella, Barcelona","Comfort Double or Twin Room
2 twin beds"
Catalonia Passeig de Gràcia 4* Sup,1358.0,9.1,3342.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Pestana Arena Barcelona,890.0,8.5,2799.0,4.0,stars,"Sants-Montjuïc, Barcelona","Premium Twin
2 twin beds"
Hotel Acta Azul Barcelona,968.0,8.3,522.0,3.0,stars,"Sants-Montjuïc, Barcelona","Double Room
1 queen bed
Only 1 room left at this price on our site"
Hostal Benidorm,745.0,8.2,4605.0,2.0,stars,"Ciutat Vella, Barcelona","Twin Room
2 twin beds"
Feelathome Plaza Apartments,909.0,8.5,2419.0,4.0,squares,"Sants-Montjuïc, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 beds (1 sofa bed, 1 queen)
Only 2 left at this price on our site"
Leonardo Boutique Hotel Barcelona Sagrada Familia,781.0,8.7,2615.0,3.0,stars,"Sant Martí, Barcelona","Comfort Double or Twin Room
Beds: 1 double or 2 twins"
"Labtwentytwo Barcelona, a Tribute Portfolio Hotel",1083.0,8.4,332.0,4.0,stars,"Sant Martí, Barcelona","Standard King Room
1 queen bed"
Catalonia Diagonal Centro,1078.0,8.7,3448.0,4.0,stars,"Eixample, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site"
Catalonia La Boquería,967.0,8.3,3559.0,4.0,stars,"Ciutat Vella, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site"
Room Mate Carla,983.0,8.6,3167.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Hotel Ramblas Internacional,754.0,7.4,2252.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
Miiro Borneta,1444.0,9.1,348.0,4.0,stars,"Ciutat Vella, Barcelona","The Classic
1 queen bed
Only 2 rooms left at this price on our site"
Acevi Villarroel,979.0,8.0,4367.0,4.0,stars,"Eixample, Barcelona","Executive Double or Twin Room
Multiple bed types
Only 1 room left at this price on our site"
Leonardo Royal Hotel Barcelona Fira,764.0,8.8,4768.0,4.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Unite Hostel Barcelona,803.0,8.0,8415.0,,,"Sant Martí, Barcelona","Double Room with Private Bathroom
Multiple bed types
Free cancellation"
Hotel Arconte,901.0,7.5,37.0,4.0,stars,"Eixample, Barcelona","Deluxe Room
1 king bed
Free cancellation
Only 5 rooms left at this price on our site"
Catalonia Sagrada Familia,957.0,8.4,9406.0,3.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
AC Hotel Sants by Marriott,966.0,8.3,1316.0,4.0,stars,"Sants-Montjuïc, Barcelona","Standard Room, Guest room, 1 Queen
1 queen bed"
Casa Pince,1180.0,9.0,524.0,3.0,stars,"Ciutat Vella, Barcelona","Double Room
1 queen bed
Only 4 rooms left at this price on our site"
NH Collection Barcelona Constanza,1017.0,8.6,4783.0,4.0,stars,"Les Corts, Barcelona","Double Superior
1 king bed"
Axel Hotel Barcelona - Adults Only,911.0,8.1,2879.0,4.0,stars,"Eixample, Barcelona","Double Room
Beds: 1 double or 2 twins
Only 4 rooms left at this price on our site"
Hotel Market,1025.0,7.6,3870.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room with Balcony
Beds: 1 double or 2 twins"
Europark,1011.0,8.7,3770.0,3.0,stars,"Eixample, Barcelona","Superior Double or Twin Room
Multiple bed types"
HCC Taber,857.0,8.7,2037.0,3.0,stars,"Eixample, Barcelona","Room Assigned on Arrival
1 twin bed"
Barceló Sants,1001.0,8.7,9011.0,4.0,stars,"Sants-Montjuïc, Barcelona","Deluxe Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Hotel Vilamarí,845.0,8.1,1095.0,4.0,stars,"Eixample, Barcelona","Interior Comfort Room
1 full bed"
Olivia Plaza Hotel,1690.0,9.3,3966.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Park Hotel,832.0,8.4,3747.0,3.0,stars,"Ciutat Vella, Barcelona","Room Assigned on Arrival
1 twin bed"
Barceloneta Suites Apartments Market,933.0,8.9,194.0,3.0,squares,"Ciutat Vella, Barcelona","Apartment - Ground Floor
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 28m²
2 beds (1 sofa bed, 1 queen)
Only 1 left at this price on our site"
Hotel Granvia,1320.0,8.9,2133.0,3.0,stars,"Eixample, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins"
Novotel Barcelona City,1058.0,8.2,4400.0,4.0,stars,"Sant Martí, Barcelona","Standard Room
1 queen bed
Only 7 rooms left at this price on our site"
Eurostars Monumental,1055.0,8.5,1800.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Negresco Princess 4* Sup,1023.0,8.3,5896.0,4.0,stars,"Eixample, Barcelona","Double Room
1 full bed"
NH Barcelona Les Corts,908.0,8.4,1924.0,3.0,stars,"Les Corts, Barcelona","Superior Double or Twin Room
1 full bed"
Catalonia Square 4* Sup,1388.0,9.0,2288.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site"
Petit Palace Museum,1044.0,8.3,2741.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Eco Boutique Hostal Grau,985.0,9.0,1300.0,2.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Multiple bed types
Only 4 rooms left at this price on our site"
Grums Hotel & Spa,1144.0,8.4,3765.0,4.0,stars,"Sants-Montjuïc, Barcelona","Comfort Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site"
Catalonia Ramblas 4* Sup,1278.0,8.5,4762.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Catalonia Portal de l'Angel,1207.0,8.8,3160.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
Catalonia Born,1038.0,8.7,3320.0,4.0,stars,"Ciutat Vella, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site"
Hotel Regina Barcelona,1145.0,8.9,309.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 7 rooms left at this price on our site"
Barceló Raval,876.0,8.3,2859.0,4.0,stars,"Ciutat Vella, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Capri by Fraser Barcelona,971.0,8.3,2991.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Studio
1 queen bed
Free cancellation
Only 1 room left at this price on our site"
"The Hoxton, Poblenou",1388.0,8.5,2675.0,4.0,stars,"Sant Martí, Barcelona","Roomy
1 king bed
Free cancellation
No prepayment needed – pay at the property"
Sixties Ramblas,963.0,8.4,4986.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Only 6 rooms left at this price on our site"
Hotel Casa Sagnier,2054.0,9.2,1533.0,5.0,stars,"Eixample, Barcelona","Small Double or Twin Room
Multiple bed types
Free cancellation
Only 6 rooms left at this price on our site"
The Social Hub Barcelona Poblenou,1108.0,8.8,3155.0,,,"Sant Martí, Barcelona","Standard King Room
1 queen bed
Only 3 rooms left at this price on our site"
Catalonia Gracia,1088.0,8.5,2814.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hotel Nuevo Triunfo,837.0,7.8,2630.0,2.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
2 twin beds
Free cancellation"
Ilunion Almirante,896.0,7.6,3331.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Catalonia Barcelona Plaza,1138.0,8.7,3398.0,4.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property"
NH Collection Barcelona Gran Hotel Calderon,1460.0,8.2,2920.0,5.0,stars,"Eixample, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins
Only 6 rooms left at this price on our site"
Hotel Royal Passeig de Gracia,1098.0,8.5,3241.0,4.0,stars,"Eixample, Barcelona","Superior Double or Twin Room
Multiple bed types"
"Alexandra Barcelona Hotel, Curio Collection by Hilton",1121.0,8.5,420.0,4.0,stars,"Eixample, Barcelona","Superior Twin Room
2 twin beds"
La França Travellers Adults Only,809.0,8.3,3729.0,2.0,stars,"Sants-Montjuïc, Barcelona","Superior Deluxe Double Room
1 king bed
Free cancellation
Only 2 rooms left at this price on our site"
Catalonia Gran Via BCN,1053.0,8.8,2321.0,4.0,stars,"Eixample, Barcelona","Double Room with View
2 twin beds
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site"
Hotel America Barcelona,1015.0,8.7,1920.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Ako Suites Hotel,1071.0,8.2,1210.0,4.0,stars,"Eixample, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 twin beds
Free cancellation"
Sunotel Aston,862.0,7.5,990.0,3.0,stars,"Eixample, Barcelona","Economy Double Room
1 full bed
Free cancellation"
Catalonia Magdalenes,1358.0,9.3,2107.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
BYPILLOW Mothern,1004.0,8.2,5333.0,3.0,stars,"Eixample, Barcelona","Superior Queen Room
1 king bed
Only 7 rooms left at this price on our site"
Sunotel Central,1171.0,8.0,1360.0,4.0,stars,"Eixample, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins"
MH Apartments Sant Pau,1059.0,8.2,680.0,4.0,squares,"Horta-Guinardó, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
3 beds (2 twins, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site"
Hostal La Terrassa,566.0,8.3,4143.0,1.0,stars,"Ciutat Vella, Barcelona","Basic Double Room with Balcony
1 full bed
Only 1 room left at this price on our site"
Stay U-nique Apartments Est,844.0,8.3,79.0,4.0,squares,"Ciutat Vella, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
1 full bed
Only 1 left at this price on our site"
Sweett - Carrer Fira,1190.0,8.5,546.0,4.0,squares,"Eixample, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²
3 beds (1 twin, 1 full, 1 sofa bed)
Only 1 left at this price on our site"
"Hotel Balmes, a member of Preferred Hotels & Resorts",898.0,8.4,2966.0,4.0,stars,"Eixample, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
"Hotel Indigo Barcelona - Plaza Catalunya 4Sup, an IHG Hotel",1093.0,8.1,687.0,4.0,stars,"Eixample, Barcelona","Standard Room
1 full bed
Only 6 rooms left at this price on our site"
Ilunion Barcelona,850.0,8.5,6620.0,4.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Via Augusta,801.0,8.4,2219.0,2.0,stars,"Sarrià-St. Gervasi, Barcelona","Double Room
1 full bed
Free cancellation"
The White Flats Les Corts,1058.0,8.6,1551.0,4.0,squares,"Les Corts, Barcelona","Superior Apartment with Balcony G53
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 65m²
2 beds (1 twin, 1 full)
Free cancellation
Only 2 left at this price on our site"
Catalonia Atenas,968.0,8.3,8113.0,4.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Casa Lirio,811.0,7.9,1812.0,2.0,stars,"Ciutat Vella, Barcelona","Deluxe Double or Twin Room
1 queen bed"
Catalonia Rigoletto,968.0,8.5,2163.0,4.0,stars,"Les Corts, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Ola Living Portaferrissa,1240.0,8.4,1398.0,4.0,squares,"Ciutat Vella, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 59m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Barceloneta Suites Apartments Beach,933.0,8.9,289.0,3.0,squares,"Ciutat Vella, Barcelona","Apartment - Ground Floor
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 28m²
2 beds (1 sofa bed, 1 queen)
Only 1 left at this price on our site"
Grupotel Gravina,982.0,8.4,4299.0,3.0,stars,"Ciutat Vella, Barcelona","Small Double Room (2 Adults)
1 full bed
Only 1 room left at this price on our site"
Mosaic by Ona,1244.0,8.5,2748.0,3.0,stars,"Eixample, Barcelona","Junior Suite with Terrace
Private suite
1 full bed
Only 1 left at this price on our site"
ClassBedroom Gothic Ramblas Apartments,829.0,7.7,39.0,3.0,squares,"Ciutat Vella, Barcelona","Twin Room
2 twin beds
Only 1 room left at this price on our site"
Catalonia Roma,1017.0,8.4,2447.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Sonder Paseo de Gracia,1305.0,8.2,2605.0,5.0,stars,"Eixample, Barcelona","Queen Room
1 queen bed"
Praktik Bakery,947.0,8.6,2646.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 6 rooms left at this price on our site"
Hotel SERHS Rivoli Rambla,1024.0,8.4,2216.0,4.0,stars,"Ciutat Vella, Barcelona","Deluxe Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Sansi Barcelona,930.0,8.1,872.0,4.0,stars,"Eixample, Barcelona","Room standard
Free cancellation"
Generator Barcelona,967.0,7.7,7589.0,1.0,stars,"Gràcia, Barcelona","Deluxe Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
Ramblas Hotel,910.0,7.3,3284.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room with Terrace
Beds: 1 double or 2 twins
Breakfast included"
BYPILLOW Twenty,1125.0,8.4,736.0,3.0,stars,"Ciutat Vella, Barcelona","Double Room
1 queen bed
Only 4 rooms left at this price on our site"
Sweett - Aragon Park Miro,1275.0,8.2,296.0,4.0,squares,"Eixample, Barcelona","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 bathroom • 1 kitchen • 75m²
4 beds (3 twins, 1 full)
Only 1 left at this price on our site"
Catalonia Albeniz,1027.0,8.4,2802.0,3.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Casa Gracia,750.0,8.3,7618.0,,,"Gràcia, Barcelona","Indoor Twin Room
2 twin beds
Only 1 room left at this price on our site"
Fisa Rentals Ramblas Apartments,1480.0,8.7,334.0,4.0,squares,"Eixample, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 38m²
1 queen bed
Only 1 left at this price on our site"
Casa Gracia Apartments,939.0,8.1,413.0,3.0,squares,"Gràcia, Barcelona","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
1 queen bed
Only 1 left at this price on our site"
Sercotel Hotel Rosellon,1581.0,8.3,5836.0,4.0,stars,"Eixample, Barcelona","Superior Double or Twin Room with City View
1 queen bed
Only 6 rooms left at this price on our site"
Hotel España Ramblas,1294.0,8.2,927.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin
2 twin beds
Free cancellation"
Apartaments Independencia,773.0,8.2,2277.0,3.0,squares,"Sant Martí, Barcelona","One-Bedroom Apartment (2 Adults)
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 45m²
1 queen bed
Only 1 left at this price on our site"
Sonder Los Arcos,908.0,8.2,336.0,,,"Ciutat Vella, Barcelona","King Room
1 king bed
Free cancellation
Only 1 room left at this price on our site"
Hotel Casa Gardenia,860.0,7.9,551.0,2.0,stars,"Ciutat Vella, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Only 7 rooms left at this price on our site"
Grupotel Gran Via 678,1031.0,8.4,5126.0,4.0,stars,"Eixample, Barcelona","Standard Double Room
1 queen bed"
B-Garden BCN,1187.0,9.1,1342.0,2.0,stars,"Eixample, Barcelona","Deluxe Double Room
1 full bed
Breakfast included
Only 2 rooms left at this price on our site"
Citytrip Palau de la Música,965.0,8.1,120.0,4.0,squares,"Ciutat Vella, Barcelona","Studio
Entire studio • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Hotel Barcelona Center,1163.0,8.6,8151.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Room Mate Gerard,1265.0,8.7,2829.0,4.0,stars,"Eixample, Barcelona","Deluxe Double Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Catalonia Avinyo,1027.0,8.6,4419.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hesperia Barcelona Presidente,1136.0,8.5,4094.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Standard Double or Twin Room
Multiple bed types"
Aparthotel Allada 3*,965.0,7.9,687.0,3.0,squares,"Ciutat Vella, Barcelona","Superior Studio (3 Adults)
Entire studio • 1 bathroom • 1 kitchen • 30m²
3 beds (2 twins, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
Only 2 left at this price on our site"
Andante Hotel,1141.0,8.3,3653.0,3.0,stars,"Ciutat Vella, Barcelona","Twin Room
2 twin beds
Breakfast included
Only 2 rooms left at this price on our site"
BruStar Gotic-Centric,794.0,7.5,1091.0,2.0,stars,"Eixample, Barcelona","Double Room
1 full bed
Only 1 room left at this price on our site"
NH Collection Barcelona Podium,1404.0,8.8,2915.0,4.0,stars,"Eixample, Barcelona","Premium Double or Twin Room
Multiple bed types
Only 2 rooms left at this price on our site"
