hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
The Oliver Apartamentos Aravaca,1199.0,8.8,909.0,3.0,squares,"Moncloa-Aravaca, Madrid","Superior Studio
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 beds (1 sofa bed, 1 queen)"
Montaber Apartments - La Paz Market,828.0,7.7,320.0,3.0,squares,"Salamanca, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
2 beds (1 sofa bed, 1 queen)
Only 1 left at this price on our site"
Apartamentos EconoStay Plaza de España,715.0,7.3,77.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Apartamentos EconoStay Barbieri 1,458.0,6.1,88.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom • 18m²
1 full bed
Only 2 left at this price on our site"
Apartamentos EconoStay Fuencarral,477.0,6.4,88.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom • 1 kitchen • 15m²
1 full bed
Only 3 left at this price on our site"
Erase un Hotel,920.0,8.4,5775.0,3.0,stars,"Tetuan, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
TravelStep General Ricardos,511.0,7.6,161.0,3.0,squares,"Carabanchel, Madrid","Studio with Balcony
Entire studio • 1 bathroom • 18m²
Only 7 left at this price on our site"
T-Homes Salamanca,838.0,9.0,852.0,3.0,squares,"Tetuan, Madrid","Standard Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation"
Beautiful duplex in the center,848.0,9.0,1.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
1 queen bed
Free cancellation"
Room Plaza España,871.0,8.6,1818.0,3.0,squares,"Madrid City Center, Madrid","Double Room
1 full bed
Only 5 rooms left at this price on our site"
Live it Madrid Gran Vía,526.0,6.9,698.0,,,"Madrid City Center, Madrid","Standard Double Room with Shared Bathroom
1 full bed"
Gran Versalles,1113.0,8.6,7120.0,4.0,stars,"Chamberi, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
4Torres Homes - Sofía,751.0,8.5,58.0,3.0,squares,"Fuencarral-El Pardo, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Castilla Luz Deco,797.0,8.6,20.0,3.0,squares,"Tetuan, Madrid","Superior One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
3 beds (2 twins, 1 sofa bed)
Only 1 left at this price on our site"
Apartamentos Recoletos,945.0,7.6,7167.0,3.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Apartamentos SmartRenting Justicia,486.0,6.6,75.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom • 1 kitchen • 13m²
1 full bed
Only 2 left at this price on our site"
#10OCA6 - Apartamento en Vista Alegre,601.0,6.9,22.0,3.0,squares,"Carabanchel, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 50m²
3 beds (1 twin, 1 full, 1 sofa bed)
Free cancellation"
Hostal Don Alfonso,1071.0,8.8,1451.0,2.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
Hostal Abel Victoriano,732.0,7.8,3175.0,,,"Madrid City Center, Madrid","Double Room with Shared Bathroom
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
I'M Room Suites Nuevos Ministerios - Bernabeu 'Digital Access',1007.0,9.0,798.0,4.0,stars,"Tetuan, Madrid","Double Room with Private Bathroom
1 full bed
Free cancellation
Only 2 rooms left at this price on our site"
Comfortable studio in Barrio Salamanca - Bejar,843.0,8.6,15.0,,,"Salamanca, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
Estudio RetiroIbiza II,963.0,8.2,18.0,3.0,squares,"Retiro, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 full bed
Free cancellation"
BHost - Ferraz 74,1157.0,8.2,289.0,3.0,squares,"Moncloa-Aravaca, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
1 full bed
Only 1 left at this price on our site"
Gran Central Suites,1112.0,8.0,3248.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Family Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 28m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 5 left at this price on our site"
Plaza Mayor Suites & Apartments,1380.0,8.9,3763.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
ATICO CON TERRAZA - cerca a MADRID RIO,795.0,9.3,6.0,3.0,squares,"Usera, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
Apartment Tirso Molina,1059.0,9.1,157.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Hostal Centro Sol Madrid,847.0,8.8,2041.0,3.0,squares,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Estudio RetiroIbiza I,963.0,7.7,29.0,3.0,squares,"Retiro, Madrid","King Studio with Sofa Bed
Entire studio • 1 bathroom • 1 kitchen • 30m²
1 full bed
Free cancellation"
Elba Madrid Alcalá,1310.0,8.9,8241.0,4.0,stars,"San Blas, Madrid","Superior Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site"
Nice studio in Madrid LEY2,656.0,9.2,10.0,,,"Carabanchel, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
Alianza Suites,722.0,9.2,830.0,3.0,squares,"Villaverde, Madrid","Studio with Sofa Bed
Entire studio • 1 bathroom • 1 kitchen • 29m²
3 beds (2 twins, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
SUITES YOU Zinc,930.0,7.9,526.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio (2 Adults)
Entire studio • 1 bathroom • 1 kitchen • 25m²
2 twin beds
Only 1 left at this price on our site"
Feelathome Ventas Suites,1028.0,8.9,1158.0,3.0,squares,"Salamanca, Madrid","Studio - Ground Floor
Entire studio • 1 bathroom • 1 kitchen • 20m²
1 queen bed
Only 1 left at this price on our site"
Madrid Marriott Auditorium Hotel & Conference Center,1327.0,8.8,5422.0,4.0,stars,"San Blas, Madrid","Premium King Room
1 king bed
Free cancellation
No prepayment needed – pay at the property"
Violeta Suite,862.0,8.9,24.0,3.0,squares,"Latina, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 95m²
5 beds (4 twins, 1 sofa bed)
Free cancellation"
T-Homes - Cuenca,838.0,9.1,1072.0,3.0,squares,"Tetuan, Madrid","Studio
Entire studio • 1 bathroom • 25m²
1 full bed
Free cancellation"
Ilunion Alcalá Norte,1053.0,8.9,14927.0,4.0,stars,"San Blas, Madrid","Double or Twin Room
Multiple bed types
Free cancellation"
One Shot Fortuny,1437.0,8.2,1475.0,4.0,stars,"Chamberi, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Dobo Homes - PA4,694.0,7.9,121.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom
1 full bed
Free cancellation
Only 2 left at this price on our site"
Cuatro Caminos Apartment,915.0,9.3,32.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
Apartamentos Fuencarral II,1094.0,9.1,635.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35m²
3 beds (1 twin, 1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Hotel Princesa Plaza Madrid,1522.0,8.2,10382.0,4.0,stars,"Madrid City Center, Madrid","Superior Twin Room
2 twin beds
Free cancellation"
Feelathome Waldorf Suites Apartments,1090.0,9.0,1057.0,4.0,squares,"Chamberi, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
1 full bed"
Hotel Santo Domingo,1362.0,7.6,5417.0,4.0,stars,"Madrid City Center, Madrid","Small Double Room
1 full bed
Free cancellation"
Room Gran Vía Apartments,872.0,8.0,719.0,3.0,squares,"Madrid City Center, Madrid","Queen Studio
Entire studio • 1 bathroom • 1 kitchen • 15m²
1 full bed
Only 1 left at this price on our site"
Home Art Apartments Salamanca,1195.0,8.3,1400.0,3.0,squares,"Salamanca, Madrid","Studio Apartment
Entire studio • 1 bathroom • 1 kitchen • 27m²
1 queen bed
Free cancellation
Only 4 left at this price on our site"
Casa Cobo Exclusivo Alojamiento en Madrid,842.0,7.9,84.0,3.0,squares,"Latina, Madrid","Superior Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 50m²
5 beds (4 twins, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Apartamentos Adelfas,799.0,7.5,257.0,3.0,squares,"Retiro, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Hostal Silserranos,1180.0,8.8,3668.0,2.0,stars,"Madrid City Center, Madrid","Family Room
Multiple bed types
Free cancellation
Only 1 room left at this price on our site"
Cozy studio in Tetuan - En 1/7,955.0,8.8,14.0,,,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom
1 full bed
Free cancellation"
Catalonia Puerta del Sol,1760.0,8.9,2852.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Agora Juan de Austria,1295.0,8.4,3960.0,4.0,stars,"Chamberi, Madrid","Double Room
1 full bed
Free cancellation"
Moncloa room apartments,822.0,8.2,856.0,3.0,squares,"Chamberi, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 20m²
1 full bed
Only 2 left at this price on our site"
LA CANTUEÑA,390.0,7.7,1130.0,3.0,stars,Madrid,"Double or Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
Espahotel Plaza de España,1069.0,7.8,3649.0,3.0,stars,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom • 1 kitchen • 30m²
Beds: 1 double or 2 twins
Free cancellation"
Feelathome Castilla Apartments,1042.0,9.2,427.0,4.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 beds (1 sofa bed, 1 queen)
Only 4 left at this price on our site"
Hotel Nido Príncipe Pío,1197.0,7.6,29.0,3.0,stars,"Moncloa-Aravaca, Madrid","Studio Apartment
Entire studio • 1 bathroom • 20m²
1 king bed
Breakfast included"
FR85 Apartment,976.0,8.6,90.0,3.0,squares,"Chamberi, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom
1 full bed
Free cancellation
Only 1 left at this price on our site"
Catalonia Atocha,1870.0,8.8,6005.0,4.0,stars,"Madrid City Center, Madrid","Twin Room with View
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
ITC Mora by Soho Boutique,1311.0,7.8,4658.0,2.0,stars,"Madrid City Center, Madrid","Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 2 rooms left at this price on our site"
"Hotel Madrid Chamartín, Affiliated by Meliá",1279.0,8.2,7233.0,3.0,stars,"Chamartín, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Breakfast included
Free cancellation
No prepayment needed – pay at the property"
Apartamentos Apolo,1286.0,8.7,1653.0,3.0,squares,"Madrid City Center, Madrid","Deluxe Studio
Entire studio • 1 bathroom • 16m²
Beds: 1 double or 2 twins
Free cancellation
Only 1 left at this price on our site"
Tribu Malasaña,1271.0,9.0,1194.0,4.0,squares,"Madrid City Center, Madrid","Superior Deluxe Double or Twin Room
Beds: 1 double or 2 twins"
Atico Preciados,1016.0,8.2,75.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
1 full bed"
Pensión Numancia,699.0,9.0,756.0,1.0,stars,"Chamberi, Madrid","Double or Twin Room with Shared Bathroom
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Hotel Madrid Río,809.0,7.3,8746.0,2.0,stars,"Usera, Madrid","Double Room with Balcony
1 full bed
Free cancellation
Only 1 room left at this price on our site"
1 bedroom 1 bathroom furnished - Justicia - Cozy - MintyStay,916.0,8.3,32.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
1 king bed
Free cancellation"
Espahotel Plaza Basílica,1266.0,8.5,1398.0,3.0,stars,"Tetuan, Madrid","Studio (2 Adults)
Entire studio • 1 bathroom • 1 kitchen • 20m²
1 full bed
Free cancellation"
Precioso estudio en Lavapies Salitre,739.0,7.6,10.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation
Only 1 left at this price on our site"
UMusic Hotel Madrid,2035.0,8.8,3184.0,5.0,stars,"Madrid City Center, Madrid","Deluxe City View
1 queen bed
Free cancellation"
The clock,752.0,8.3,58.0,3.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 30m²
1 full bed"
Aparto-Hotel Rosales,1587.0,8.9,4212.0,3.0,stars,"Moncloa-Aravaca, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
3 beds (2 twins, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Hostal Sun Gate,1301.0,9.1,445.0,2.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Dobo Homes - VN17,688.0,8.0,70.0,3.0,squares,"Ciudad Lineal, Madrid","Studio
Entire studio • 1 bathroom • 14m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Precioso apartamento céntrico en Madrid con posibilidad de Parking,880.0,9.1,50.0,4.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
1 queen bed
Free cancellation"
Dobo Homes - HOR7,825.0,8.7,255.0,3.0,squares,"Chamartín, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 21m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Catalonia El Retiro,1163.0,8.9,2960.0,4.0,stars,"Retiro, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
BYPILLOW Velázquez 45,1448.0,8.6,4362.0,3.0,stars,"Salamanca, Madrid","Double Room
1 full bed
Free cancellation"
JC Rooms Santo Domingo,1056.0,7.9,4166.0,3.0,stars,"Madrid City Center, Madrid","Executive Double or Twin Room
Beds: 1 double or 2 twins
Only 7 rooms left at this price on our site"
Apartamento con terraza y vistas AlcaláRetiro,1306.0,8.1,12.0,3.0,squares,"Salamanca, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 45m²
2 twin beds
Free cancellation"
Hostal PETITE MAMAN,782.0,7.6,2600.0,3.0,stars,"Madrid City Center, Madrid","Standard Double Room
1 full bed
Only 1 room left at this price on our site"
Hostal Manuela by Gaiarooms,1001.0,7.6,3224.0,2.0,stars,"Madrid City Center, Madrid","Budget Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Dormirdcine,1230.0,8.7,2620.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Apartosuites Jardines de Sabatini,1373.0,9.1,2431.0,4.0,squares,"Moncloa-Aravaca, Madrid","Double or Twin Studio
Entire studio • 1 bathroom • 1 kitchen • 32m²
Beds: 1 double or 2 twins
Only 2 left at this price on our site"
Exe Moncloa,1355.0,8.3,5326.0,4.0,stars,"Chamberi, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
