hotel_name,price_euros,rating,neighborhood
Four Points by Sheraton Barcelona Airport,659.0,8.7,Barcelona
Hostal BESTPRICE Barcelona Stadium,605.0,8.3,"Les Corts, Barcelona"
Travelodge Barcelona Poblenou,825.0,7.3,"Sant Martí, Barcelona"
Casa Bella Gracia by Aspasios,973.0,8.4,"Gracia, Barcelona"
Catalonia Barcelona 505,1.128,8.5,"Sarrià-Sant Gervasi, Barcelona"
ibis Styles Barcelona City Bogatell,1.005,8.4,"Sant Martí, Barcelona"
Moxy Barcelona,1.117,8.1,"Sants-Montjuïc, Barcelona"
NH Barcelona Diagonal Center,994.0,8.2,"Sant Martí, Barcelona"
Catalonia Gracia,1.228,8.5,"Eixample, Barcelona"
Silken Sant Gervasi,881.0,8.6,"Sarrià-Sant Gervasi, Barcelona"
Hotel Acta Laumon,964.0,8.2,"Sant Andreu, Barcelona"
Catalonia Albeniz,1.177,8.4,"Sant Martí, Barcelona"
ApartEasy - Gracia Apartments,1.183,7.1,"Gracia, Barcelona"
Axel TWO Barcelona 4 Sup - Adults Only,1.144,8.3,"Eixample, Barcelona"
La França Travellers Adults Only,923.0,8.3,"Sants-Montjuïc, Barcelona"
Hostalet de Barcelona,766.0,8.0,"Eixample, Barcelona"
Acta Antibes,1.101,8.5,"Eixample, Barcelona"
Catalonia Roma,1.187,8.4,"Eixample, Barcelona"
NH Barcelona Les Corts,938.0,8.4,"Les Corts, Barcelona"
NH Barcelona Entenza,1.041,8.4,"Les Corts, Barcelona"
NH Sants Barcelona,1.093,8.6,"Les Corts, Barcelona"
Bonanova Suite,1.183,8.5,"Sarrià-Sant Gervasi, Barcelona"
Sallés Hotel Pere IV,1.348,8.1,"Sant Martí, Barcelona"
Pol & Grace Hotel,954.0,8.2,"Sarrià-Sant Gervasi, Barcelona"
Catalonia Diagonal Centro,1.418,8.7,"Eixample, Barcelona"
Hotel & Spa Villa Olimpica Suites,1.263,8.0,"Sant Martí, Barcelona"
08028 Apartments,1.075,8.8,"Les Corts, Barcelona"
Hotel Market,1.137,7.6,"Eixample, Barcelona"
NH Barcelona Stadium,1.036,8.3,"Les Corts, Barcelona"
BCN Urbaness Hotels Del Comte,1.189,7.6,"Eixample, Barcelona"
Hostal Central Barcelona,1.247,8.4,"Eixample, Barcelona"
Barcelona Fifteen central Aparthotel,1.032,7.4,"Sants-Montjuïc, Barcelona"
Golden Hotel Barcelona,1.239,8.3,"Sant Martí, Barcelona"
Abba Garden,927.0,8.4,Barcelona
Tembo Barcelona,3.778,8.8,Barcelona
Hotel Concordia Barcelona,1.273,8.3,"Sants-Montjuïc, Barcelona"
Ohla Eixample,2.374,8.9,"Eixample, Barcelona"
Capri by Fraser Barcelona,1.251,8.3,"Sant Martí, Barcelona"
Hotel Paxton Barcelona,2.006,8.8,"Sant Martí, Barcelona"
Sixtytwo Hotel,2.317,9.3,"Eixample, Barcelona"
Hostal Nova Barcelona,804.0,8.6,"Sants-Montjuïc, Barcelona"
C211 Barcelona Apartments,2.875,8.8,"Sarrià-Sant Gervasi, Barcelona"
Ohla Barcelona,2.933,9.1,"Ciutat Vella, Barcelona"
Catalonia Park Güell,937.0,7.8,"Gracia, Barcelona"
Barcelonaforrent The Central Place,2.893,8.2,"Eixample, Barcelona"
apartment luxe MMR,1.492,9.0,"Sant Martí, Barcelona"
Blue Barcelona,1.863,8.1,"Sarrià-Sant Gervasi, Barcelona"
Leonardo Boutique Hotel Barcelona Sagrada Familia,1.106,8.7,"Sant Martí, Barcelona"
Barcelonaforrent Urban Town Suites,2.169,7.7,"Sarrià-Sant Gervasi, Barcelona"
Hotel Sant Agustí,1.239,8.0,"Ciutat Vella, Barcelona"
Aparthotel Bcn Montjuic,1.248,8.4,"Sants-Montjuïc, Barcelona"
Hotel Via Augusta,1.317,8.4,"Sarrià-Sant Gervasi, Barcelona"
Acta BCN 40,1.117,8.4,"Ciutat Vella, Barcelona"
Hostal Radio Barcelona,713.0,7.8,"Ciutat Vella, Barcelona"
Hotel Ronda Lesseps,1.097,8.6,"Gracia, Barcelona"
Pensión Villanueva,899.0,7.2,"Ciutat Vella, Barcelona"
Apart-Suites Hostemplo,1.306,8.9,"Eixample, Barcelona"
Hotel Viladomat,1.662,7.6,"Eixample, Barcelona"
Good-Home Paseo de Gracia,1.295,8.1,"Eixample, Barcelona"
Hotel Rialto,1.256,8.5,"Ciutat Vella, Barcelona"
Apartamentos DV,962.0,8.6,"Sants-Montjuïc, Barcelona"
Oriente Atiram,1.17,8.3,"Ciutat Vella, Barcelona"
Hotel Lloret Ramblas,1.23,8.1,"Ciutat Vella, Barcelona"
Citadines Ramblas Barcelona,1.346,8.6,"Ciutat Vella, Barcelona"
Mesón Castilla Atiram Hotels,1.06,8.2,"Ciutat Vella, Barcelona"
Center Gran Via,1.267,8.8,"Eixample, Barcelona"
Catalonia Avinyo,1.277,8.6,"Ciutat Vella, Barcelona"
Sercotel Amister Art Hotel Barcelona,1.26,8.2,"Eixample, Barcelona"
Occidental Barcelona 1929,1.337,8.8,"Sants-Montjuïc, Barcelona"
Magatzem 128,1.371,8.7,"Eixample, Barcelona"
Hostal Marenostrum,1.028,8.3,"Ciutat Vella, Barcelona"
Lempika,1.537,9.3,"Eixample, Barcelona"
Hotel Vilamarí,1.092,8.1,"Eixample, Barcelona"
Catalonia Eixample 1864,1.548,8.6,"Eixample, Barcelona"
The Moods Oasis,1.217,8.6,"Sarrià-Sant Gervasi, Barcelona"
Des Artistes,676.0,7.2,"Eixample, Barcelona"
NH Barcelona Eixample,1.231,7.9,"Eixample, Barcelona"
AC Hotel Diagonal L'Illa by Marriott,1.514,8.7,"Les Corts, Barcelona"
Paral·lel,1.093,8.3,"Sants-Montjuïc, Barcelona"
Hotel Arconte,1.368,7.5,"Eixample, Barcelona"
Acacia Suite,1.152,8.0,"Eixample, Barcelona"
Hotel BESTPRICE Gracia,970.0,8.5,"Gracia, Barcelona"
Catalonia Plaza Catalunya,1.743,8.6,"Eixample, Barcelona"
Serennia Exclusive Rooms,1.324,8.6,"Eixample, Barcelona"
Hotel Soho,1.373,8.6,"Eixample, Barcelona"
Ilunion Auditori,1.076,8.3,"Eixample, Barcelona"
Hotel Turin Barcelona,1.267,8.3,"Ciutat Vella, Barcelona"
htop BCN City #htopEnjoy,1.009,6.3,"Horta-Guinardó, Barcelona"
Royal Ramblas,1.814,8.3,"Ciutat Vella, Barcelona"
Cram Hotel,1.532,8.4,"Eixample, Barcelona"
Catalonia Born,1.528,8.7,"Ciutat Vella, Barcelona"
Hotel Gótico,1.492,8.6,"Ciutat Vella, Barcelona"
Pestana Arena Barcelona,1.161,8.5,"Sants-Montjuïc, Barcelona"
Barcelona Apartment Villarroel,1.708,7.9,"Eixample, Barcelona"
One Shot Aragó,1.33,8.6,"Eixample, Barcelona"
Hotel Best Auto Hogar,1.102,7.6,"Ciutat Vella, Barcelona"
BARCELONA GOTIC Guesthouse,699.0,7.7,"Ciutat Vella, Barcelona"
Hotel Astoria,1.319,8.4,"Eixample, Barcelona"
Hotel Balmoral,1.177,8.4,"Sarrià-Sant Gervasi, Barcelona"
Yomo Hostal BCN Port,947.0,8.0,"Sants-Montjuïc, Barcelona"
Gran Hotel Havana 4Sup by Escampa Hotels,1.718,8.6,"Eixample, Barcelona"
Catalonia Sagrada Familia,1.082,8.4,"Sant Martí, Barcelona"
Boutique Apartments 23 Barcelona,1.531,9.1,"Gracia, Barcelona"
Hotel BESTPRICE Diagonal,940.0,8.4,"Sant Martí, Barcelona"
Residència Erasmus Gracia,1.036,8.2,"Gracia, Barcelona"
Barcelona Century Hotel,1.072,8.4,"Eixample, Barcelona"
Hotel Oasis,1.083,8.5,"Ciutat Vella, Barcelona"
