hotel_name,price_euros,rating,neighborhood
Ilunion Pio XII,941.0,8.7,"Chamartín, Madrid"
Vértice Roomspace,487.0,8.0,"Villaverde, Madrid"
Apartamentos EconoStay Plaza de España,583.0,7.3,"Centro de Madrid, Madrid"
Apartamentos EconoStay Fuencarral,457.0,6.4,"Centro de Madrid, Madrid"
Apartamentos EconoStay Barbieri 1,433.0,6.1,"Centro de Madrid, Madrid"
Titanic Dreams,525.0,7.1,"Ciudad Lineal, Madrid"
Luminoso Apartamento de Diseño en Paseo Imperial,616.0,8.8,"Arganzuela, Madrid"
B&B HOTEL Madrid Carabanchel,588.0,9.2,"Carabanchel, Madrid"
Apartamentos SmartRenting Justicia,466.0,6.6,"Centro de Madrid, Madrid"
TravelStep General Ricardos,517.0,7.6,"Carabanchel, Madrid"
Erase un Hotel,930.0,8.4,"Tetuán, Madrid"
4C Bravo Murillo,825.0,8.2,"Tetuán, Madrid"
Aparto-Hotel Rosales,1.001,8.9,"Moncloa - Aravaca, Madrid"
Apartamentos Recoletos,927.0,7.6,"Salamanca, Madrid"
LA CANTUEÑA,411.0,7.7,Madrid
Alcala en Madrid,738.0,8.6,"Ciudad Lineal, Madrid"
Castilla Luz Deco,764.0,8.6,"Tetuán, Madrid"
4Torres Homes - Sofía,719.0,8.5,"Fuencarral - El Pardo, Madrid"
Hostal Goyal Pizarro,767.0,8.0,"Centro de Madrid, Madrid"
Live it Madrid Gran Vía,526.0,6.9,"Centro de Madrid, Madrid"
Urban Inn Madrid,384.0,7.4,"Centro de Madrid, Madrid"
OLBLANC Plaza de España by Batuecas,987.0,8.7,"Moncloa - Aravaca, Madrid"
Apartamentos Las Torres,924.0,8.7,"Tetuán, Madrid"
T-Homes Salamanca,838.0,9.0,"Tetuán, Madrid"
Gran Versalles,1.048,8.6,"Chamberí, Madrid"
Apartamentos Apolo,1.125,8.7,"Centro de Madrid, Madrid"
Hostal Don Alfonso,1.071,8.9,"Centro de Madrid, Madrid"
Feelathome Ventas Suites,1.036,8.9,"Salamanca, Madrid"
I'M Room Suites Nuevos Ministerios - Bernabeu 'Digital Access',996.0,9.0,"Tetuán, Madrid"
Hostal New Dream Madrid,762.0,7.9,"Centro de Madrid, Madrid"
CriteriaHome! nice&easy,543.0,8.9,"Villaverde, Madrid"
Elba Madrid Alcalá,1.283,8.9,"San Blas, Madrid"
ITC Infantas by Soho Boutique,1.711,8.2,"Centro de Madrid, Madrid"
Apartamentos Goya 75,880.0,6.5,"Salamanca, Madrid"
Apartamentos Adelfas,766.0,7.6,"Retiro, Madrid"
Lemon Apartment & Hotels Bernabeu,1.767,9.4,"Tetuán, Madrid"
Alianza Suites,692.0,9.2,"Villaverde, Madrid"
Home Art Apartments Salamanca,1.159,8.3,"Salamanca, Madrid"
Olavide en Madrid,914.0,8.3,"Chamberí, Madrid"
MintyStay - Paseo de las Delicias,1.01,8.7,"Arganzuela, Madrid"
Axel Hotel Madrid - Adults Only,1.418,8.3,"Centro de Madrid, Madrid"
Apartamentos Day Madrid GRAN VIA Centro Sol Malasaña,1.093,6.3,"Centro de Madrid, Madrid"
Hostal Flat55Madrid,838.0,8.0,"Centro de Madrid, Madrid"
T-Homes - Cuenca,838.0,9.1,"Tetuán, Madrid"
Oshun Sanchinarro,687.0,7.7,"Hortaleza, Madrid"
Cozy studio (14m2) in Arturo Soria area D3,601.0,7.7,"Ciudad Lineal, Madrid"
Fuencarral Adeco,926.0,8.3,"Centro de Madrid, Madrid"
CavaBajaSuites 2,1.669,9.4,"Centro de Madrid, Madrid"
Plaza Mayor Suites & Apartments,1.37,8.9,"Centro de Madrid, Madrid"
Palacio Tirso de Molina - THE ARC COLLECTION,3.046,9.2,"Centro de Madrid, Madrid"
Casa Malasaña,2.244,9.0,"Centro de Madrid, Madrid"
BHost - Ferraz 74,1.11,8.2,"Moncloa - Aravaca, Madrid"
Dobo Homes - PA4,695.0,7.9,"Chamartín, Madrid"
"Casa de las Artes, member of Meliá Collection",2.767,8.8,"Centro de Madrid, Madrid"
Violeta Suite,828.0,8.9,"Latina, Madrid"
L&G Madrid Apartments,1.784,8.6,"Arganzuela, Madrid"
Minty Stay - Galdo,1.075,9.2,"Centro de Madrid, Madrid"
La Vaguada loft,796.0,9.3,"Fuencarral - El Pardo, Madrid"
Comfortable studio in Barrio Salamanca - Bejar,826.0,8.6,"Salamanca, Madrid"
"Hotel Madrid Chamartín, Affiliated by Meliá",1.095,8.2,"Chamartín, Madrid"
LooP America,411.0,6.6,"Salamanca, Madrid"
Velazquez Manor House,10.839,9.2,"Chamartín, Madrid"
Zenit Abeba,1.473,8.8,"Salamanca, Madrid"
Hotel Princesa Plaza Madrid,1.505,8.2,"Centro de Madrid, Madrid"
Hotelito Boutique Madrid Puente Vallecas,771.0,8.9,"Puente de Vallecas, Madrid"
