hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Be Mate Paseo de Gracia,2158.0,8.9,1206.0,4.0,squares,"Gràcia, Barcelona","Queen Room
1 queen bed
Only 1 room left at this price on our site"
Four Points by Sheraton Barcelona Airport,828.0,8.7,552.0,,,Barcelona,"King Room
1 king bed
Only 5 rooms left at this price on our site"
Travelodge Barcelona Poblenou,1007.0,7.3,9974.0,1.0,stars,"Sant Martí, Barcelona","Double Room
1 full bed"
Catalonia Barcelona 505,1348.0,8.5,3261.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
ibis Styles Barcelona City Bogatell,1259.0,8.4,5405.0,2.0,stars,"Sant Martí, Barcelona","Standard Double Room
1 queen bed
Only 7 rooms left at this price on our site"
Sallés Hotel Pere IV,1518.0,8.1,8451.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Double Room with Spa Access
Multiple bed types
Free cancellation"
Capri by Fraser Barcelona,1402.0,8.3,2991.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Studio
1 queen bed
Free cancellation"
Catalonia Sagrada Familia,1377.0,8.4,9406.0,3.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Catalonia Gracia,1498.0,8.5,2814.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Catalonia Born,1568.0,8.7,3320.0,4.0,stars,"Ciutat Vella, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
apartment luxe MMR,1659.0,9.1,52.0,4.0,squares,"Sant Martí, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 155m²
3 beds (2 twins, 1 full)
Free cancellation"
Charmsuites Paralel,1266.0,7.7,1549.0,3.0,squares,"Sants-Montjuïc, Barcelona","One-Bedroom Apartment with Terrace
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 55m²
2 twin beds
Only 6 left at this price on our site"
Catalonia Albeniz,1377.0,8.4,2802.0,3.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Catalonia Passeig de Gràcia 4* Sup,1918.0,9.1,3342.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Bonanova Suite,1471.0,8.5,1081.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Studio (1-2 Adults)
Entire studio • 1 bathroom • 1 kitchen • 20m²
Beds: 1 double or 2 twins
Free cancellation
Only 4 left at this price on our site"
Catalonia La Boquería,1616.0,8.3,3559.0,4.0,stars,"Ciutat Vella, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hotel Acta Laumon,1108.0,8.2,1445.0,3.0,stars,"Sant Andreu, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Catalonia Plaza Catalunya,1768.0,8.6,5500.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hotel Lyon,1076.0,7.2,1106.0,1.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
2 twin beds
Only 1 room left at this price on our site"
Catalonia Diagonal Centro,1718.0,8.7,3448.0,4.0,stars,"Eixample, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Charmsuites Nou Rambla,1266.0,7.5,1175.0,3.0,squares,"Sants-Montjuïc, Barcelona","One-Bedroom Apartment
3 beds (2 twins, 1 sofa bed)
Only 5 rooms left at this price on our site"
Acta Antibes,1211.0,8.5,4457.0,2.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Hotel Continental Palacete,1792.0,8.5,1372.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Breakfast included
Free cancellation"
Hostal Radio Barcelona,831.0,7.8,5457.0,2.0,stars,"Ciutat Vella, Barcelona","Climatized Double Room with Private bathroom
1 full bed"
Catalonia Avinyo,1557.0,8.6,4419.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Aparthotel Bcn Montjuic,1405.0,8.4,4137.0,3.0,stars,"Sants-Montjuïc, Barcelona","Double Room with Terrace
Multiple bed types"
Hotel Viladomat,1524.0,7.6,3973.0,3.0,stars,"Eixample, Barcelona","Basic Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
NH Barcelona Les Corts,1233.0,8.4,1924.0,3.0,stars,"Les Corts, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins"
Ola Living MACBA,1493.0,8.2,568.0,3.0,squares,"Ciutat Vella, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 38m²
1 king bed
Only 3 left at this price on our site"
Hotel Via Augusta,1462.0,8.4,2219.0,2.0,stars,"Sarrià-St. Gervasi, Barcelona","Double Room
1 full bed
Free cancellation
Only 4 rooms left at this price on our site"
Occidental Barcelona 1929,1647.0,8.8,5005.0,3.0,stars,"Sants-Montjuïc, Barcelona","Superior Double Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Catalonia Roma,1527.0,8.4,2447.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Catalonia Square 4* Sup,1918.0,9.0,2288.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property"
Hotel & Spa Villa Olimpica Suites,1585.0,8.0,3831.0,4.0,stars,"Sant Martí, Barcelona","Double Room with Spa Access
2 twin beds
Free cancellation"
Catalonia Rigoletto,1498.0,8.5,2163.0,4.0,stars,"Les Corts, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Apartamentos DV,1080.0,8.6,2342.0,4.0,squares,"Sants-Montjuïc, Barcelona","Double Room with Private Bathroom
1 queen bed
Only 3 rooms left at this price on our site"
Hotel Raval House,1423.0,8.2,6291.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Double or Twin Room
2 twin beds
Breakfast included
Free cancellation"
Som Nit Port Vell,1343.0,8.5,680.0,4.0,squares,"Ciutat Vella, Barcelona","Twin Room
2 twin beds
Only 1 room left at this price on our site"
Catalonia Atenas,1448.0,8.3,8113.0,4.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
BCN Urbaness Hotels Del Comte,1398.0,7.6,1345.0,2.0,stars,"Eixample, Barcelona","Twin Room
2 twin beds
Free cancellation"
Golden Hotel Barcelona,1576.0,8.3,2474.0,4.0,stars,"Sant Martí, Barcelona","Twin Room
Beds: 1 double or 2 twins
Free cancellation"
ApartEasy - Gracia Apartments,1400.0,7.1,379.0,3.0,squares,"Gràcia, Barcelona","Apartment with Terrace
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 38m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 3 left at this price on our site"
Musik Boutique Hotel,1526.0,9.1,1741.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Double Room
1 queen bed
Free cancellation"
AC Hotel Barcelona Fórum by Marriott,1632.0,8.2,1416.0,4.0,stars,"Sant Martí, Barcelona","Standard Queen Room
1 queen bed"
Unite Hostel Barcelona,1924.0,8.0,8415.0,,,"Sant Martí, Barcelona","Quadruple Room with Private Bathroom
Multiple bed types
Free cancellation
Only 1 room left at this price on our site"
Apartment Gràcia- Parc Güell by Interhome,1159.0,9.0,10.0,3.0,squares,"Gràcia, Barcelona","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 46m²
1 full bed
Free cancellation"
Leonardo Hotel Barcelona Gran Via,1493.0,8.6,4570.0,3.0,stars,"Eixample, Barcelona","Comfort Double or Twin Room
Multiple bed types
Only 1 room left at this price on our site"
Catalonia Gran Via BCN,1628.0,8.8,2321.0,4.0,stars,"Eixample, Barcelona","Double Room with View
2 twin beds
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site"
NH Barcelona Diagonal Center,1445.0,8.2,2290.0,3.0,stars,"Sant Martí, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins"
Hotel del Mar,1485.0,8.4,2811.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room with Balcony
2 twin beds"
Hotel BESTPRICE Gracia,1130.0,8.5,3134.0,1.0,stars,"Gràcia, Barcelona","Deluxe Double or Twin Room
Multiple bed types"
Atenea Rekord Suites,1487.0,8.5,977.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Hotel Sant Agustí,1674.0,8.0,4546.0,3.0,stars,"Ciutat Vella, Barcelona","Interior Comfort Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Hotel America Barcelona,1747.0,8.7,1920.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Mesón Castilla Atiram Hotels,1425.0,8.2,876.0,3.0,stars,"Ciutat Vella, Barcelona","Double Room
1 full bed
Only 6 rooms left at this price on our site"
Hotel Vilamarí,1464.0,8.1,1096.0,4.0,stars,"Eixample, Barcelona","Interior- Facing Double Room With Natural Light
1 full bed
Only 7 rooms left at this price on our site"
Residència Erasmus Gracia,1101.0,8.2,5128.0,,,"Gràcia, Barcelona","Twin Room
2 twin beds"
Ako Suites Hotel,1738.0,8.2,1208.0,4.0,stars,"Eixample, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 twin beds
Free cancellation"
The Moods Oasis,1507.0,8.6,2047.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Standard Double or Twin Room
1 queen bed
Only 3 rooms left at this price on our site"
Silken Sant Gervasi,1332.0,8.6,2463.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Standard Twin Room
2 twin beds"
Our Penthouse with Jacuzzi close to Paseo de Gracia,4936.0,8.9,38.0,,,"Eixample, Barcelona","Two-Bedroom Deluxe Apartment with Balcony
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 84m²
2 queen beds
Free cancellation"
Paral·lel,1496.0,8.3,3845.0,2.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Yomo Hostal BCN Port,1076.0,8.0,1966.0,2.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room with Shared Bathroom
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Pensión Villanueva,1027.0,7.2,2300.0,2.0,stars,"Ciutat Vella, Barcelona","Economy Double with Private Bathroom with no views
1 full bed
Only 2 rooms left at this price on our site"
Pestana Arena Barcelona,1425.0,8.5,2799.0,4.0,stars,"Sants-Montjuïc, Barcelona","King Room
1 king bed"
Sant Antoni Market,1796.0,8.7,663.0,4.0,squares,"Eixample, Barcelona","Large One-Bedroom Apartment (2 Adults)
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60m²
1 queen bed
Free cancellation
No prepayment needed – pay at the property
Only 3 left at this price on our site"
Acta BCN 40,1370.0,8.4,3011.0,2.0,stars,"Ciutat Vella, Barcelona","Double Room
1 full bed
Only 3 rooms left at this price on our site"
Leonardo Boutique Hotel Barcelona Sagrada Familia,1349.0,8.7,2615.0,3.0,stars,"Sant Martí, Barcelona","Comfort Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Inside Barcelona Apartments Sants,1439.0,8.6,664.0,4.0,squares,"Sants-Montjuïc, Barcelona","Studio (2 Adults)
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 42m²
2 twin beds
Only 1 left at this price on our site"
Catalonia Portal de l'Angel,2177.0,8.8,3160.0,3.0,stars,"Ciutat Vella, Barcelona","Premium Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site"
Hotel Roger de Llúria,2102.0,8.3,1439.0,4.0,stars,"Eixample, Barcelona","Classic Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 6 rooms left at this price on our site"
Acta CITY47,1352.0,8.3,3121.0,4.0,stars,"Sants-Montjuïc, Barcelona","Superior Queen Room
1 queen bed
Only 4 rooms left at this price on our site"
"Labtwentytwo Barcelona, a Tribute Portfolio Hotel",1717.0,8.4,332.0,4.0,stars,"Sant Martí, Barcelona","Standard King Room
1 queen bed"
Cram Hotel,1861.0,8.4,3612.0,4.0,stars,"Eixample, Barcelona","Deluxe Double Room
1 queen bed
Free cancellation
Only 6 rooms left at this price on our site"
Hotel Soho,1661.0,8.6,2381.0,3.0,stars,"Eixample, Barcelona","Economy Double Room
Beds: 1 double or 2 twins"
Hotel Santa Marta,1438.0,8.6,2752.0,2.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
2 twin beds"
Yeah Barcelona Hostel,2104.0,8.9,8816.0,,,"Eixample, Barcelona","6-Bed Mixed Dormitory Room
Shared dorm room
6 twin beds
Only 3 left at this price on our site"
Hotel Suizo,1483.0,8.6,2250.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
2 twin beds"
08028 Apartments,1356.0,8.8,4274.0,4.0,squares,"Les Corts, Barcelona","Studio Apartment (1 - 2 Adults)
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 30m²
2 twin beds"
Super Balmes Guest House,928.0,8.4,1651.0,3.0,squares,"Eixample, Barcelona","Twin Room with Shared Bathroom
2 twin beds"
