hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Be Mate Paseo de Gracia,2300.0,8.9,1206.0,4.0,squares,"Gràcia, Barcelona","Queen Room
1 queen bed
Only 2 rooms left at this price on our site"
Travelodge Barcelona Poblenou,928.0,7.3,9974.0,1.0,stars,"Sant Martí, Barcelona","Double Room
1 full bed"
AC Hotel Barcelona Fórum by Marriott,1358.0,8.2,1416.0,4.0,stars,"Sant Martí, Barcelona","Standard Queen Room
1 queen bed
Free cancellation
Only 5 rooms left at this price on our site"
Catalonia Barcelona 505,1248.0,8.5,3261.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Catalonia Sagrada Familia,1267.0,8.4,9406.0,3.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Residència Erasmus Gracia,1015.0,8.2,5128.0,,,"Gràcia, Barcelona","Twin Room
2 twin beds"
Abba Garden,946.0,8.4,3168.0,4.0,stars,Barcelona,"Double or Twin Room
Beds: 1 double or 2 twins"
Casa Bella Gracia by Aspasios,1229.0,8.4,260.0,,,"Gràcia, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
Catalonia Albeniz,1307.0,8.4,2802.0,3.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hotel Viladomat,1161.0,7.6,3973.0,3.0,stars,"Eixample, Barcelona","Basic Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Motel One Barcelona-Ciutadella,1480.0,8.8,11216.0,3.0,stars,"Sant Martí, Barcelona","Double Room
1 full bed
Free cancellation"
ibis Styles Barcelona City Bogatell,1334.0,8.4,5405.0,2.0,stars,"Sant Martí, Barcelona","Standard Double Room
1 queen bed
Breakfast included
Only 7 rooms left at this price on our site"
Catalonia Eixample 1864,1588.0,8.6,4299.0,4.0,stars,"Eixample, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site"
Catalonia Gracia,1408.0,8.5,2814.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Sallés Hotel Pere IV,1453.0,8.1,8451.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Double Room with Spa Access
Multiple bed types
Free cancellation"
Occidental Barcelona 1929,1504.0,8.8,5005.0,3.0,stars,"Sants-Montjuïc, Barcelona","Superior Double Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Moxy Barcelona,1327.0,8.1,1228.0,4.0,stars,"Sants-Montjuïc, Barcelona","Moxy Queen Room with Balcony
1 queen bed"
Hotel Via Augusta,1327.0,8.4,2219.0,2.0,stars,"Sarrià-St. Gervasi, Barcelona","Twin Room
2 twin beds
Free cancellation"
Catalonia La Boquería,1476.0,8.3,3559.0,4.0,stars,"Ciutat Vella, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hotel & Spa Villa Olimpica Suites,1367.0,8.0,3831.0,4.0,stars,"Sant Martí, Barcelona","Double Room with Spa Access
2 twin beds
Free cancellation"
Catalonia Barcelona Plaza,1528.0,8.7,3398.0,4.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property"
Catalonia Atenas,1298.0,8.3,8113.0,4.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Ciutat Vella,1417.0,8.0,4602.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
Four Points by Sheraton Barcelona Airport,1033.0,8.7,552.0,,,Barcelona,"King Room
1 king bed
Only 5 rooms left at this price on our site"
Magatzem 128,1554.0,8.8,2493.0,3.0,squares,"Eixample, Barcelona","Double Room with Patio View
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
Golden Hotel Barcelona,1362.0,8.3,2474.0,4.0,stars,"Sant Martí, Barcelona","Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Catalonia Diagonal Centro,1628.0,8.7,3448.0,4.0,stars,"Eixample, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Casual Colours Barcelona,1271.0,8.3,3911.0,2.0,stars,"Les Corts, Barcelona","Economy Interior Double Room
1 full bed
Free cancellation
Only 2 rooms left at this price on our site"
Silken Sant Gervasi,1146.0,8.6,2463.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Standard Twin Room
2 twin beds"
