hotel_name,price_euros,rating,neighborhood
Relais & Châteaux Hotel Orfila,5.17,9.3,"Chamberí, Madrid"
El Chaflán de Vallecas,443.0,8.6,"Puente de Vallecas, Madrid"
Apartamento Madrid Norte,536.0,9.3,"Fuencarral - El Pardo, Madrid"
Estudio Madrid Norte 2,496.0,9.1,"Fuencarral - El Pardo, Madrid"
Market Martinez de la Riva I,448.0,6.9,"Puente de Vallecas, Madrid"
Albergue Miguel Ángel,759.0,8.0,"Centro de Madrid, Madrid"
Modern Apartment in Madrid,532.0,7.0,"Carabanchel, Madrid"
ESTUDIOS GRAN VÍA,745.0,8.1,"Centro de Madrid, Madrid"
El Pozo-Villalobos Suite,410.0,9.1,"Puente de Vallecas, Madrid"
Habitaciones en el centro de madrid,1.26,8.2,"Salamanca, Madrid"
Vértice Roomspace,504.0,8.0,"Villaverde, Madrid"
Turísticos Cuenca 3,694.0,7.8,"Tetuán, Madrid"
Apartamentos Juan Bravo,868.0,8.4,"Salamanca, Madrid"
Hostal Overnight Madrid,640.0,8.1,"Moncloa - Aravaca, Madrid"
Golden Alcala,518.0,7.8,"Ciudad Lineal, Madrid"
Hostal Rivera - Atocha,546.0,7.8,"Centro de Madrid, Madrid"
Apartamento cerca Plaza Mayor,1.002,8.8,"Centro de Madrid, Madrid"
Apartamento Vallecas Plaza,619.0,9.3,"Puente de Vallecas, Madrid"
MADRID URBAN SUITES Nuevo APARTAHOTEL con 7 Apartamentos -7 flats full equiped,895.0,8.7,"Puente de Vallecas, Madrid"
Aparto-Hotel Rosales,1.001,8.9,"Moncloa - Aravaca, Madrid"
maravilloso apartamento zona financiera,726.0,9.0,"Tetuán, Madrid"
Espahotel Gran Vía,1.24,8.3,"Centro de Madrid, Madrid"
MEZZANINE ORANGE,831.0,8.4,"Centro de Madrid, Madrid"
Menoir Dorsett Madrid Usera,504.0,7.5,"Usera, Madrid"
Avenida De America Tijcal,893.0,8.6,"Salamanca, Madrid"
Suits recién reformadas Marqués de Vadillo,729.0,8.8,"Carabanchel, Madrid"
"Precioso apartamento en Puente Vallecas, Madrid. D",636.0,9.2,"Puente de Vallecas, Madrid"
Hostal El Brezo,590.0,7.7,"Moncloa - Aravaca, Madrid"
Hostal Macarena,840.0,8.4,"Centro de Madrid, Madrid"
Elba Madrid Alcalá,1.237,8.9,"San Blas, Madrid"
Habitaciónes doble con baño privado en el centro de Madrid,381.0,6.8,"Carabanchel, Madrid"
Apartamento moderno en edificio histórico,795.0,8.3,"Centro de Madrid, Madrid"
Edsan,541.0,9.3,"Puente de Vallecas, Madrid"
Urban rooms Fuencarral,674.0,7.0,"Centro de Madrid, Madrid"
Ok Hostel Madrid,960.0,9.0,"Centro de Madrid, Madrid"
Suites recién reformadas Vista Alegre,810.0,9.2,"Carabanchel, Madrid"
