hotel_name,price_euros,rating,neighborhood
Pensión Coral,743.0,7.8,"Ciutat Vella, Barcelona"
HCC Montblanc,1.009,8.7,"Ciutat Vella, Barcelona"
Residencia Universitaria Campus del Mar,845.0,7.9,"Ciutat Vella, Barcelona"
Hotel Concordia Barcelona,1.328,8.3,"Sants-Montjuïc, Barcelona"
Hostal Orleans,1.336,8.7,"Ciutat Vella, Barcelona"
Private rooms,427.0,6.8,"Nou Barris, Barcelona"
Charmsuites Paralel,1.158,7.7,"Sants-Montjuïc, Barcelona"
Hostalin Barcelona Passeig de Gracia,1.017,7.4,"Eixample, Barcelona"
Axel TWO Barcelona 4 Sup - Adults Only,1.382,8.3,"Eixample, Barcelona"
"Chambre avec accès privé, terrasse, piscine",909.0,10.0,"Gracia, Barcelona"
Tembo Barcelona,2.573,8.8,Barcelona
Ramblas Apartments,1.82,8.7,"Ciutat Vella, Barcelona"
Hotel Viladomat,1.542,7.6,"Eixample, Barcelona"
Apartamentos DV,931.0,8.6,"Sants-Montjuïc, Barcelona"
Up Suites BCN,1.501,8.9,"Eixample, Barcelona"
Ohla Eixample,3.591,8.9,"Eixample, Barcelona"
Hotel Paxton Barcelona,2.422,8.8,"Sant Martí, Barcelona"
Ohla Barcelona,3.845,9.1,"Ciutat Vella, Barcelona"
Barcelona House,1.112,8.0,"Ciutat Vella, Barcelona"
Charmsuites Nou Rambla,1.158,7.5,"Sants-Montjuïc, Barcelona"
Fridays Flats Retro Chic In Poble Sec,2.245,9.0,"Eixample, Barcelona"
Sixtytwo Hotel,3.417,9.3,"Eixample, Barcelona"
Ecozentric,948.0,7.4,"Eixample, Barcelona"
Barcelonaforrent The Central Place,3.7,8.2,"Eixample, Barcelona"
Barcelonaforrent Urban Town Suites,2.586,7.7,"Sarrià-Sant Gervasi, Barcelona"
Catalonia Sagrada Familia,1.337,8.4,"Sant Martí, Barcelona"
Apartaments Sant Jordi Girona 97,1.594,8.2,"Eixample, Barcelona"
Aparthotel Bcn Montjuic,1.304,8.4,"Sants-Montjuïc, Barcelona"
Catalonia Roma,1.427,8.4,"Eixample, Barcelona"
Golden Hotel Barcelona,1.493,8.3,"Sant Martí, Barcelona"
Catalonia Albeniz,1.387,8.4,"Sant Martí, Barcelona"
Aparthotel Silver,950.0,8.7,"Gracia, Barcelona"
Catalonia Barcelona 505,1.428,8.5,"Sarrià-Sant Gervasi, Barcelona"
Sallés Hotel Pere IV,1.516,8.1,"Sant Martí, Barcelona"
Gaudi Sagrada Familia,1.724,7.6,"Eixample, Barcelona"
Grupotel Gravina,1.19,8.4,"Ciutat Vella, Barcelona"
Hostal Operaramblas,885.0,8.8,"Ciutat Vella, Barcelona"
Magatzem 128,1.372,8.7,"Eixample, Barcelona"
Catalonia Diagonal Centro,1.798,8.7,"Eixample, Barcelona"
Hotel & Spa Villa Olimpica Suites,1.382,8.0,"Sant Martí, Barcelona"
08028 Apartments,1.177,8.8,"Les Corts, Barcelona"
Hostalet de Barcelona,827.0,8.0,"Eixample, Barcelona"
Barcelona Fifteen central Aparthotel,1.071,7.4,"Sants-Montjuïc, Barcelona"
Zenit Barcelona,1.251,8.2,"Sarrià-Sant Gervasi, Barcelona"
Hotel Raval House,1.488,8.2,"Ciutat Vella, Barcelona"
Hotel Rialto,1.384,8.5,"Ciutat Vella, Barcelona"
Ciutat Vella,1.375,8.0,"Ciutat Vella, Barcelona"
Hotel Lloret Ramblas,1.206,8.1,"Ciutat Vella, Barcelona"
BCN Urbaness Hotels Del Comte,1.447,7.6,"Eixample, Barcelona"
Ola Living MACBA,1.195,8.2,"Ciutat Vella, Barcelona"
Hotel Via Augusta,1.392,8.4,"Sarrià-Sant Gervasi, Barcelona"
Hotel Continental Palacete,1.855,8.5,"Eixample, Barcelona"
Barcelona Mercaders Apartments,1.561,8.0,"Ciutat Vella, Barcelona"
Violeta Boutique,1.41,9.0,"Eixample, Barcelona"
Aparthotel Augusta,1.228,8.5,"Sarrià-Sant Gervasi, Barcelona"
Hotel Continental Barcelona,1.779,8.1,"Ciutat Vella, Barcelona"
Four Points by Sheraton Barcelona Airport,1.065,8.7,Barcelona
Catalonia Eixample 1864,1.848,8.6,"Eixample, Barcelona"
MH Apartments Gracia,1.779,8.4,"Gracia, Barcelona"
Casual Colours Barcelona,1.066,8.3,"Les Corts, Barcelona"
B Hotel,2.247,8.6,"Eixample, Barcelona"
Alberg Pere Tarrés,1.81,7.5,"Les Corts, Barcelona"
Serennia Exclusive Rooms,1.41,8.6,"Eixample, Barcelona"
Royal Ramblas,2.291,8.3,"Ciutat Vella, Barcelona"
You Stylish El Born Apartments,1.841,8.4,"Eixample, Barcelona"
Nicebarcelonaapartments,1.72,8.6,"Ciutat Vella, Barcelona"
HOSTAL BEDMATES,919.0,8.3,"Sants-Montjuïc, Barcelona"
Barcelona Hotel Colonial,1.683,8.4,"Ciutat Vella, Barcelona"
ZOOROOMS Boutique Guesthouse,1.027,9.1,"Eixample, Barcelona"
Unite Hostel Barcelona,1.5,8.0,"Sant Martí, Barcelona"
NH Barcelona Diagonal Center,1.215,8.2,"Sant Martí, Barcelona"
Catalonia Passeig de Gràcia 4* Sup,2.218,9.1,"Eixample, Barcelona"
Hotel California,1.717,8.1,"Ciutat Vella, Barcelona"
Travelodge Barcelona Poblenou,1.032,7.3,"Sant Martí, Barcelona"
TSA Gran Via,1.951,8.1,"Eixample, Barcelona"
Hotel Acta Laumon,1.094,8.2,"Sant Andreu, Barcelona"
Hotel Gótico,1.683,8.6,"Ciutat Vella, Barcelona"
Catalonia La Boquería,1.835,8.3,"Ciutat Vella, Barcelona"
La França Travellers Adults Only,1.154,8.3,"Sants-Montjuïc, Barcelona"
Catalonia Plaza Catalunya,2.038,8.6,"Eixample, Barcelona"
htop BCN City #htopEnjoy,991.0,6.3,"Horta-Guinardó, Barcelona"
Apartaments Independencia,1.026,8.2,"Sant Martí, Barcelona"
Mercer House Bòria BCN,1.87,8.1,"Ciutat Vella, Barcelona"
ibis Styles Barcelona City Bogatell,1.463,8.4,"Sant Martí, Barcelona"
Comfortable 4 rooms 2Bath w balcony,2.351,8.4,"Eixample, Barcelona"
"Casa Consell Gran Via, Guest House",1.684,8.6,"Eixample, Barcelona"
Hotel America Barcelona,1.888,8.7,"Eixample, Barcelona"
Acta Antibes,1.157,8.5,"Eixample, Barcelona"
Catalonia Rigoletto,1.678,8.5,"Les Corts, Barcelona"
Catalonia Born,1.838,8.7,"Ciutat Vella, Barcelona"
Hostal Lleida,1.287,8.2,"Eixample, Barcelona"
Catalonia Gracia,1.798,8.5,"Eixample, Barcelona"
Catalonia Barcelona Plaza,2.238,8.7,"Sants-Montjuïc, Barcelona"
Serennia Apartamentos Ramblas - Plaça Catalunya,2.317,8.4,"Eixample, Barcelona"
Zenit Borrell,1.546,7.8,"Eixample, Barcelona"
Catalonia Portal de l'Angel,1.887,8.7,"Ciutat Vella, Barcelona"
Vale Suites,2.157,9.0,"Eixample, Barcelona"
TSA La Rosa,2.369,8.1,"Gracia, Barcelona"
Hotel Turin Barcelona,1.559,8.3,"Ciutat Vella, Barcelona"
MH Apartments Sant Pau,1.629,8.2,"Horta-Guinardó, Barcelona"
Apartamentos Tarradellas Sants Estació,3.405,7.6,"Eixample, Barcelona"
Hotel 54 Barceloneta,1.733,8.5,"Ciutat Vella, Barcelona"
Hostalin Barcelona Gran Via,1.13,7.9,"Eixample, Barcelona"
SERHS Carlit Boutique Hotel,1.256,8.5,"Eixample, Barcelona"
Hotel 1898,3.003,8.9,"Ciutat Vella, Barcelona"
Silken Sant Gervasi,1.126,8.6,"Sarrià-Sant Gervasi, Barcelona"
Ofelias Hotel 4Sup by Bondia Hotel Group,2.165,8.6,"Eixample, Barcelona"
Mercedes Heritage Apartments,2.224,8.7,"Eixample, Barcelona"
Gran Hotel Havana 4Sup by Escampa Hotels,2.168,8.6,"Eixample, Barcelona"
Hotel Medicis,1.097,8.2,"Horta-Guinardó, Barcelona"
METT Barcelona,2.933,8.8,"Horta-Guinardó, Barcelona"
PORTAL DEL ANGEL Barcelonastuff Apartments,2.115,8.7,"Ciutat Vella, Barcelona"
MH Apartments Suites,2.005,8.4,"Eixample, Barcelona"
Catalonia Ramblas 4* Sup,2.108,8.5,"Ciutat Vella, Barcelona"
Catalonia Square 4* Sup,2.278,9.0,"Eixample, Barcelona"
Senator Barcelona Apartments,1.283,7.5,"Sarrià-Sant Gervasi, Barcelona"
Hostal Fernando,1.187,8.4,"Ciutat Vella, Barcelona"
Victoria Diagonal Mar Barcelona,2.965,9.3,"Sant Martí, Barcelona"
RAMBLA BEACH Barcelonastuff Apartments,2.308,8.7,"Sant Martí, Barcelona"
Acta Voraport,1.576,8.8,"Sant Martí, Barcelona"
Cosmo Apartments Rambla Catalunya,4.835,8.4,"Eixample, Barcelona"
Hotel Lyon,1.002,7.2,"Ciutat Vella, Barcelona"
Catalonia Avinyo,1.767,8.6,"Ciutat Vella, Barcelona"
Mayerling Bisbe Urquinaona,1.76,8.3,"Eixample, Barcelona"
ME Barcelona,4.64,9.1,"Eixample, Barcelona"
H10 Urquinaona Plaza,2.028,8.7,"Eixample, Barcelona"
Catalonia Gran Via BCN,1.908,8.8,"Eixample, Barcelona"
Hostal Las Flores Ramblas,1.728,8.3,"Ciutat Vella, Barcelona"
Casp 74 Apartments,2.324,9.0,"Eixample, Barcelona"
Rental Apartment Barcelona,2.848,9.3,"Eixample, Barcelona"
B&B Boutique Ca La Maria,1.608,9.0,"Eixample, Barcelona"
TSA La Rambla,3.711,9.1,"Ciutat Vella, Barcelona"
Ilunion Auditori,1.648,8.3,"Eixample, Barcelona"
Upper Diagonal,1.813,8.8,"Sarrià-Sant Gervasi, Barcelona"
Mayerling Schumann Barcelona,1.704,8.0,"Eixample, Barcelona"
Sweett - Avenida Roma,1.738,8.1,"Eixample, Barcelona"
GAUDI Barcelonastuff Apartments,2.115,8.6,"Eixample, Barcelona"
Vincci Maritimo,1.645,8.4,"Sant Martí, Barcelona"
Barnapartments Monumental,1.205,6.6,"Eixample, Barcelona"
Vincci Bit,1.585,8.5,"Sant Martí, Barcelona"
Lamaro Hotel,2.524,9.0,"Ciutat Vella, Barcelona"
Axel Hotel Barcelona - Adults Only,1.846,8.1,"Eixample, Barcelona"
David's House,2.258,9.2,"Gracia, Barcelona"
Boutique Apartments 23 Barcelona,2.179,9.1,"Gracia, Barcelona"
You Stylish Beach Apartments,2.383,7.7,"Sant Martí, Barcelona"
Ola Living Born,1.255,8.2,"Ciutat Vella, Barcelona"
Ilunion Almirante,1.65,7.6,"Ciutat Vella, Barcelona"
Casa Lolita,1.256,8.6,"Eixample, Barcelona"
Casa Abamita,1.628,8.6,"Eixample, Barcelona"
Hostal Centric,1.164,8.9,"Eixample, Barcelona"
Catalonia Magdalenes,2.318,9.3,"Ciutat Vella, Barcelona"
Ilunion Bel-Art,1.961,8.4,"Horta-Guinardó, Barcelona"
Apartamentos Navas,1.522,8.2,"Sant Andreu, Barcelona"
Petit Palace Boqueria Garden,2.431,8.1,"Ciutat Vella, Barcelona"
Sants Estación acogedor apartamento en Exiample,1.806,8.7,"Eixample, Barcelona"
Petit Palace Museum,2.342,8.3,"Eixample, Barcelona"
Aparthotel Napols - Abapart,1.348,8.5,"Eixample, Barcelona"
Hotel Nuevo Triunfo,2.113,7.8,"Sants-Montjuïc, Barcelona"
Villa Sagrada,1.272,8.3,"Eixample, Barcelona"
My Address in Barcelona,1.618,8.5,"Eixample, Barcelona"
Ilunion Barcelona,1.734,8.5,"Sant Martí, Barcelona"
Hotel Best Auto Hogar,1.333,7.6,"Ciutat Vella, Barcelona"
H10 Casa Mimosa 4* Sup,2.529,9.3,"Eixample, Barcelona"
My Address in Plaza Real,1.135,7.9,"Ciutat Vella, Barcelona"
Vincent's House,2.614,9.2,"Horta-Guinardó, Barcelona"
Bcn Paseo De Gracia Rocamora Apartment,3.011,9.2,"Eixample, Barcelona"
Hotel Casa Fuster G.L Monumento,2.728,9.0,"Gracia, Barcelona"
Catalonia Catedral,2.398,9.1,"Ciutat Vella, Barcelona"
Apartments Sixtyfour,4.367,9.4,"Eixample, Barcelona"
Vincci Mae,2.121,8.5,"Sarrià-Sant Gervasi, Barcelona"
Rambla 102,2.546,9.1,"Ciutat Vella, Barcelona"
Casa Pince,2.23,9.0,"Ciutat Vella, Barcelona"
LetsGo Paseo de Gracia,2.92,8.3,"Eixample, Barcelona"
Fisa Rentals Ramblas Apartments,1.743,8.8,"Eixample, Barcelona"
Beautiful apartment in Las Ramblas Barcelona 6pax,2.468,7.7,"Ciutat Vella, Barcelona"
45 Times Barcelona Hotel,2.963,8.5,"Eixample, Barcelona"
Hotel Boutique Mirlo Barcelona,3.274,9.4,"Sarrià-Sant Gervasi, Barcelona"
Hotel Casa Sagnier,3.241,9.2,"Eixample, Barcelona"
Barcelona Beach Breeze,2.59,9.1,"Sant Martí, Barcelona"
Atenea Rekord Suites,1.496,8.5,"Sarrià-Sant Gervasi, Barcelona"
Monument Hotel,3.82,9.1,"Eixample, Barcelona"
Micampus Barcelona Student Residence,784.0,7.9,Barcelona
Minutes to the beach and near Convention Centre !,2.785,8.8,"Sant Martí, Barcelona"
The One Barcelona GL,3.339,9.1,"Eixample, Barcelona"
Atica Apartments - by Weflating,1.052,7.6,"Horta-Guinardó, Barcelona"
Centric Apartments Paseo de Gracia,3.114,8.0,"Eixample, Barcelona"
Ocean Drive Barcelona,2.554,8.9,"Eixample, Barcelona"
ApartEasy - Central Gracia Apartments,2.703,6.9,"Gracia, Barcelona"
Sunotel Aston,1.136,7.5,"Eixample, Barcelona"
LetsGo Sagrada Familia Penthouse,3.091,9.2,"Eixample, Barcelona"
Apartments Barcelona & Home Deco Eixample,2.472,9.2,"Eixample, Barcelona"
Vincci Gala,2.24,8.6,"Eixample, Barcelona"
Four Points by Sheraton Barcelona Diagonal,1.305,8.9,"Sant Martí, Barcelona"
Amister Apartments,3.201,8.8,"Eixample, Barcelona"
Glocal Apartments Barcelona,2.658,8.7,"Eixample, Barcelona"
Picasso Suites,2.451,8.7,"Eixample, Barcelona"
Aparteasy - Deluxe Family Apartments with Pool,3.084,7.0,"Eixample, Barcelona"
Tendency Apartments 7,2.581,7.6,"Eixample, Barcelona"
"Alexandra Barcelona Hotel, Curio Collection by Hilton",3.802,8.5,"Eixample, Barcelona"
Ferran Pedralbes Penthouse,4.363,8.8,"Les Corts, Barcelona"
Apartments Barcelona & Home Deco Centro,4.068,9.5,"Eixample, Barcelona"
1208 - EXCLUSIVE DESIGN APARTMENT,3.634,8.0,"Eixample, Barcelona"
Tendency Apartments 5,3.595,7.9,"Eixample, Barcelona"
Hotel SB Diagonal Zero 4 Sup,1.092,8.3,"Sant Martí, Barcelona"
Hotel Vilamarí,1.431,8.1,"Eixample, Barcelona"
Hotel Villa Emilia,1.627,8.9,"Eixample, Barcelona"
Yomo Hostal BCN Port,976.0,8.0,"Sants-Montjuïc, Barcelona"
Hotel Astoria,1.463,8.4,"Eixample, Barcelona"
Central Apartment,3.72,8.8,"Ciutat Vella, Barcelona"
Barcelonaforrent Vila Olimpica Pool Suites,4.066,8.4,"Sant Martí, Barcelona"
Barcelona Chic Apartments- Free PARKING - 10 min from BCN city centre by metro,2.867,9.3,"Sant Andreu, Barcelona"
Mercer Hotel Barcelona,4.025,9.2,"Ciutat Vella, Barcelona"
Oriente Atiram,1.443,8.3,"Ciutat Vella, Barcelona"
Hostal Ramos,851.0,7.7,"Ciutat Vella, Barcelona"
Acevi Villarroel,1.362,8.0,"Eixample, Barcelona"
Central Suites Barcelona,3.872,8.8,"Eixample, Barcelona"
Ibis Barcelona Plaza Glòries 22@,1.112,8.3,"Sant Martí, Barcelona"
Inside Barcelona Apartments Sants,1.325,8.6,"Sants-Montjuïc, Barcelona"
Sercotel Caspe,1.533,8.4,"Eixample, Barcelona"
Casa Bella Gracia by Aspasios,1.423,8.4,"Gracia, Barcelona"
Mihlton Barcelona Boutique B&B,1.295,8.7,"Eixample, Barcelona"
Alma Barcelona GL,4.465,9.0,"Eixample, Barcelona"
Barcelonaforrent The Claris Suites,3.696,6.5,"Eixample, Barcelona"
Barcelonaforrent Tucson Suites,4.073,7.5,"Eixample, Barcelona"
Hotel Casa Bonay,3.093,9.0,"Eixample, Barcelona"
"Cotton House Hotel, Autograph Collection",4.076,8.3,"Eixample, Barcelona"
Tendency Apartments 9,6.658,8.4,"Eixample, Barcelona"
