hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Catalonia Eixample 1864,1538.0,8.6,4299.0,4.0,stars,"Eixample, Barcelona","Premium Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Som Nit Triomf,1063.0,7.7,1177.0,3.0,squares,"Eixample, Barcelona","Standard Double or Twin Room
2 twin beds
Only 3 rooms left at this price on our site"
Cram Hotel,1497.0,8.4,3612.0,4.0,stars,"Eixample, Barcelona","Deluxe Double Room
1 queen bed
Free cancellation
Only 6 rooms left at this price on our site"
Residència Erasmus Gracia,993.0,8.2,5128.0,,,"Gràcia, Barcelona","Twin Room
2 twin beds"
Hotel Roger de Llúria,1627.0,8.3,1439.0,4.0,stars,"Eixample, Barcelona","Classic Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Oriente Atiram,1267.0,8.3,2494.0,3.0,stars,"Ciutat Vella, Barcelona","Single Standard
2 twin beds"
Casual Colours Barcelona,1234.0,8.3,3911.0,2.0,stars,"Les Corts, Barcelona","Economy Interior Double Room
1 full bed
Free cancellation
Only 3 rooms left at this price on our site"
Acta Antibes,1143.0,8.5,4457.0,2.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Center Gran Via,1267.0,8.8,2063.0,1.0,stars,"Eixample, Barcelona","Superior Double or Twin Room with Terrace
1 full bed
Free cancellation
Only 2 rooms left at this price on our site"
Catalonia Rigoletto,1258.0,8.5,2163.0,4.0,stars,"Les Corts, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Leonardo Hotel Barcelona Gran Via,1196.0,8.6,4570.0,3.0,stars,"Eixample, Barcelona","Comfort Double or Twin Room
Multiple bed types
Only 1 room left at this price on our site"
U232 Hotel,1222.0,8.4,3415.0,4.0,stars,"Eixample, Barcelona","Interior Economy Double or Twin Room
Beds: 1 double or 2 twins"
Ramblas Hotel,1070.0,7.3,3284.0,3.0,stars,"Ciutat Vella, Barcelona","Double Room with Extra Bed
Multiple bed types
Breakfast included"
Hotel Ronda Lesseps,1116.0,8.6,2477.0,4.0,stars,"Gràcia, Barcelona","Small Double Room Ground floor
1 full bed
Free cancellation
Only 4 rooms left at this price on our site"
AC Hotel Diagonal L'Illa by Marriott,1523.0,8.7,464.0,4.0,stars,"Les Corts, Barcelona","Standard King Room
1 king bed
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Ilunion Les Corts Spa,1162.0,8.2,7053.0,4.0,stars,"Les Corts, Barcelona","Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Catalonia Born,1528.0,8.7,3320.0,4.0,stars,"Ciutat Vella, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
La França Travellers Adults Only,1041.0,8.3,3729.0,2.0,stars,"Sants-Montjuïc, Barcelona","Deluxe Double Room with Shower
1 king bed
Only 2 rooms left at this price on our site"
Inside Barcelona Apartments Sants,1216.0,8.6,664.0,4.0,squares,"Sants-Montjuïc, Barcelona","Studio (2 Adults)
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 42m²
2 twin beds
Only 1 left at this price on our site"
Magatzem 128,1584.0,8.8,2493.0,3.0,squares,"Eixample, Barcelona","Double Room with Patio View
1 full bed
Free cancellation
No prepayment needed – pay at the property"
Aparthotel Bcn Montjuic,1291.0,8.4,4137.0,3.0,stars,"Sants-Montjuïc, Barcelona","Double Room with Terrace
Multiple bed types"
Hotel Lyon,994.0,7.2,1106.0,1.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
2 twin beds
Only 7 rooms left at this price on our site"
Capri by Fraser Barcelona,1408.0,8.3,2991.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Studio
1 queen bed
Free cancellation"
Hostal Operaramblas,1175.0,8.8,5885.0,2.0,stars,"Ciutat Vella, Barcelona","Superior Double or Twin Room
Beds: 1 double or 2 twins
Only 4 rooms left at this price on our site"
Som Nit Port Vell,1220.0,8.5,680.0,4.0,squares,"Ciutat Vella, Barcelona","Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
Hostal Central Barcelona,1379.0,8.4,2181.0,2.0,stars,"Eixample, Barcelona","Double Room
1 queen bed
Free cancellation
Only 3 rooms left at this price on our site"
NH Barcelona Stadium,1108.0,8.3,3369.0,4.0,stars,"Les Corts, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins"
08028 Apartments,1119.0,8.8,4274.0,4.0,squares,"Les Corts, Barcelona","Twin Room - No Kitchen
2 twin beds
Only 7 rooms left at this price on our site"
Hotel BESTPRICE Gracia,1000.0,8.5,3134.0,1.0,stars,"Gràcia, Barcelona","Deluxe Double or Twin Room
Multiple bed types
Only 1 room left at this price on our site"
Acta BCN 40,1182.0,8.4,3011.0,2.0,stars,"Ciutat Vella, Barcelona","Double Room
1 full bed
Only 3 rooms left at this price on our site"
Apartamentos DV,1006.0,8.6,2342.0,4.0,squares,"Sants-Montjuïc, Barcelona","Double Room with Private Bathroom
1 queen bed
Only 4 rooms left at this price on our site"
Hotel Turin Barcelona,1371.0,8.3,5737.0,3.0,stars,"Ciutat Vella, Barcelona","Double Room
1 full bed
Free cancellation"
Hotel del Mar,1134.0,8.4,2811.0,3.0,stars,"Ciutat Vella, Barcelona","Triple
2 twin beds"
NH Barcelona Eixample,1238.0,7.9,2025.0,3.0,stars,"Eixample, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins"
Catalonia Avinyo,1447.0,8.6,4419.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
AC Hotel Barcelona Fórum by Marriott,1713.0,8.2,1416.0,4.0,stars,"Sant Martí, Barcelona","Standard Queen Room
1 queen bed
Free cancellation
Only 5 rooms left at this price on our site"
Hotel SERHS Del Port,1335.0,8.4,1540.0,3.0,stars,"Ciutat Vella, Barcelona","Comfort Double or Twin Room
Beds: 1 double or 2 twins"
ApartEasy - Gracia Apartments,1365.0,7.1,379.0,3.0,squares,"Gràcia, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
Catalonia Portal de l'Angel,1807.0,8.8,3160.0,3.0,stars,"Ciutat Vella, Barcelona","Premium Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site"
Pestana Arena Barcelona,1174.0,8.5,2799.0,4.0,stars,"Sants-Montjuïc, Barcelona","King Room
1 king bed"
Mesón Castilla Atiram Hotels,1195.0,8.2,876.0,3.0,stars,"Ciutat Vella, Barcelona","Double Room
1 full bed"
SERHS Carlit Boutique Hotel,1635.0,8.5,1251.0,3.0,stars,"Eixample, Barcelona","Comfort Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Leonardo Royal Hotel Barcelona Fira,1170.0,8.8,4768.0,4.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
"Hotel Indigo Barcelona Plaza Espana, an IHG Hotel",1561.0,8.8,7218.0,4.0,stars,"Sants-Montjuïc, Barcelona","Standard Queen Room
1 queen bed
Only 7 rooms left at this price on our site"
Hostal Radio Barcelona,975.0,7.8,5455.0,2.0,stars,"Ciutat Vella, Barcelona","Climatized Double Room with Private bathroom
1 full bed
Only 3 rooms left at this price on our site"
Acacia Suite,1259.0,8.0,894.0,4.0,stars,"Eixample, Barcelona","Apartment with Kitchenette
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
4 beds (2 twins, 2 sofa beds)
Free cancellation"
Hostalet de Barcelona,816.0,8.0,2045.0,,,"Eixample, Barcelona","Double Room
1 full bed"
Nicebarcelonaapartments,1619.0,8.6,79.0,3.0,squares,"Ciutat Vella, Barcelona","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 35m²
3 beds (2 twins, 1 full)
Free cancellation
Only 1 left at this price on our site"
Acta CITY47,1100.0,8.3,3121.0,4.0,stars,"Sants-Montjuïc, Barcelona","Superior Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
Pensión Villanueva,891.0,7.2,2300.0,2.0,stars,"Ciutat Vella, Barcelona","Economy Double with Private Bathroom with no views
1 full bed
Only 1 room left at this price on our site"
Hotel Soho,1463.0,8.6,2381.0,3.0,stars,"Eixample, Barcelona","Economy Double Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
Park Hotel,1293.0,8.4,3747.0,3.0,stars,"Ciutat Vella, Barcelona","Room Assigned on Arrival
1 twin bed
Free cancellation"
Catalonia Passeig de Gràcia 4* Sup,1958.0,9.1,3342.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Sercotel Caspe,1430.0,8.4,7100.0,4.0,stars,"Eixample, Barcelona","Basic Double Room
1 full bed
Only 1 room left at this price on our site"
Catalonia Park Putxet,1051.0,8.0,4904.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Wilson Boutique Hotel,1246.0,8.5,1785.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Hotel America Barcelona,1484.0,8.7,1920.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
BCN Urbaness Hotels Del Comte,1396.0,7.6,1345.0,2.0,stars,"Eixample, Barcelona","Twin Room
2 twin beds
Free cancellation"
Barcelona Century Hotel,1089.0,8.4,4212.0,3.0,stars,"Eixample, Barcelona","Standard Twin Room
2 twin beds"
Hotel Santa Marta,1110.0,8.6,2752.0,2.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
2 twin beds"
Aspasios Arc de Triomf Apartments,1732.0,9.2,180.0,4.0,squares,"Eixample, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 65m²
1 full bed
Only 1 left at this price on our site"
Room Mate Pau,1646.0,9.2,4200.0,3.0,stars,"Eixample, Barcelona","Standard Double or Twin Room
1 full bed
Only 2 rooms left at this price on our site"
Catalonia Gran Via BCN,1558.0,8.8,2321.0,4.0,stars,"Eixample, Barcelona","Twin Room
2 twin beds
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site"
NH Collection Barcelona Constanza,1331.0,8.6,4783.0,4.0,stars,"Les Corts, Barcelona","Premium Double or Twin Room
Multiple bed types"
Catalonia Square 4* Sup,1918.0,9.0,2288.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site"
ibis Styles Barcelona City Bogatell,1531.0,8.4,5405.0,2.0,stars,"Sant Martí, Barcelona","Standard Double Room
1 queen bed
Breakfast included
Only 7 rooms left at this price on our site"
Axel Hotel Barcelona - Adults Only,1487.0,8.1,2879.0,4.0,stars,"Eixample, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation
Only 4 rooms left at this price on our site"
Hotel Suizo,1354.0,8.6,2250.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
2 twin beds"
Hotel Arconte,1401.0,7.5,37.0,4.0,stars,"Eixample, Barcelona","Deluxe Room
1 king bed
Free cancellation
Only 5 rooms left at this price on our site"
Praktik Garden,1221.0,8.2,2909.0,2.0,stars,"Eixample, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation"
SLS Barcelona,1801.0,,,5.0,stars,"Forum Beach , Barcelona","King Room - Delight
1 king bed"
HCC St. Moritz,1341.0,8.6,1329.0,4.0,stars,"Eixample, Barcelona","Twin Room (2 Adults)
2 twin beds"
Occidental Atenea Mar - Adults Only,1222.0,8.2,3710.0,4.0,stars,"Sant Martí, Barcelona","Superior Double or Twin Room
Multiple bed types"
Sercotel Amister Art Hotel Barcelona,1310.0,8.2,2424.0,4.0,stars,"Eixample, Barcelona","Twin Room
2 twin beds"
Hotel Barcelona Universal,1490.0,8.3,4189.0,4.0,stars,"Ciutat Vella, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins"
NH Barcelona Entenza,1213.0,8.4,1366.0,3.0,stars,"Les Corts, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Breakfast included"
Exe Plaza Catalunya,1594.0,8.4,3887.0,4.0,stars,"Eixample, Barcelona","Basic Double Room
1 full bed"
Aspasios City Oasis Apartments,1602.0,8.8,160.0,4.0,squares,"Eixample, Barcelona","Apartment with Pool View
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 62m²
1 full bed
Only 1 left at this price on our site"
Unite Hostel Barcelona,1608.0,8.0,8415.0,,,"Sant Martí, Barcelona","Quadruple Room with Private Bathroom
Multiple bed types
Free cancellation"
Dalia Ramblas,1200.0,8.0,3170.0,3.0,stars,"Ciutat Vella, Barcelona","Small Double Room
1 full bed"
Gran Hotel Havana 4Sup by Escampa Hotels,1828.0,8.6,3131.0,4.0,stars,"Eixample, Barcelona","Comfort Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Acta Voraport,1552.0,8.8,13934.0,3.0,stars,"Sant Martí, Barcelona","Superior Double Room
Beds: 1 double or 2 twins
Breakfast included
Only 5 rooms left at this price on our site"
Charmsuites Paralel,1356.0,7.7,1549.0,3.0,squares,"Sants-Montjuïc, Barcelona","One-Bedroom Apartment with Terrace
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 55m²
2 twin beds
Only 3 left at this price on our site"
Catalonia Barcelona Plaza,1758.0,8.7,3398.0,4.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property"
Hotel Brick Barcelona,1337.0,8.8,3047.0,,,"Sants-Montjuïc, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
Chic & Basic Velvet,1216.0,8.2,3335.0,3.0,stars,"Eixample, Barcelona","Double Interior Room
1 queen bed
Only 4 rooms left at this price on our site"
Hotel Ramblas Internacional,1166.0,7.4,2252.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Twin Room
2 twin beds
Only 3 rooms left at this price on our site"
Hotel BESTPRICE Diagonal,970.0,8.4,3403.0,1.0,stars,"Sant Martí, Barcelona","Deluxe Double or Twin Room
Beds: 1 double or 2 twins"
Praktik Bakery,1416.0,8.6,2646.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Exe Mitre,1164.0,8.3,2310.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Double Room
Beds: 1 double or 2 twins"
Paral·lel,1086.0,8.3,3845.0,2.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Silken Ramblas,1489.0,8.1,2986.0,4.0,stars,"Ciutat Vella, Barcelona","Comfort Double or Twin Room
2 twin beds"
Hotel Cortes Rambla,1556.0,8.1,2090.0,3.0,stars,"Ciutat Vella, Barcelona","Small Double Room
1 full bed
Only 3 rooms left at this price on our site"
Hotel Best Front Maritim,949.0,7.5,2819.0,4.0,stars,"Sant Martí, Barcelona","Double Room
1 full bed"
Hotel Vilamarí,1407.0,8.1,1095.0,4.0,stars,"Eixample, Barcelona","Interior- Facing Double Room With Natural Light
1 full bed
Only 5 rooms left at this price on our site"
Zenit Barcelona,1493.0,8.2,1591.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double Room with Terrace
Beds: 1 double or 2 twins
Free cancellation
Only 1 room left at this price on our site"
Barcelona House,1342.0,8.0,7241.0,3.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
2 twin beds
Breakfast included
Free cancellation"
Hostal Nova Barcelona,1018.0,8.6,1822.0,3.0,squares,"Sants-Montjuïc, Barcelona","Twin Room with Bathroom
2 twin beds
Only 2 rooms left at this price on our site"
Catalonia Ramblas 4* Sup,1918.0,8.5,4762.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
H La Paloma Boutique,1052.0,8.0,597.0,2.0,stars,"Ciutat Vella, Barcelona","Deluxe Double Room
1 king bed
Only 3 rooms left at this price on our site"
Ola Living Vidreria,1398.0,7.4,522.0,3.0,squares,"Ciutat Vella, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 33m²
1 full bed
Only 2 left at this price on our site"
Novotel Barcelona City,1371.0,8.2,4400.0,4.0,stars,"Sant Martí, Barcelona","Standard Room
1 queen bed
Only 7 rooms left at this price on our site"
Sant Antoni Market,1636.0,8.7,663.0,4.0,squares,"Eixample, Barcelona","Large One-Bedroom Apartment (2 Adults)
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60m²
1 queen bed
Free cancellation
No prepayment needed – pay at the property
Only 4 left at this price on our site"
Som Nit Born,1163.0,8.3,756.0,3.0,squares,"Ciutat Vella, Barcelona","Standard Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
Catalonia Catedral,1758.0,9.1,2609.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hotel SERHS Rivoli Rambla,1544.0,8.4,2216.0,4.0,stars,"Ciutat Vella, Barcelona","Small Double Room
1 full bed
Free cancellation"
Hotel Best Auto Hogar,1239.0,7.6,6388.0,3.0,stars,"Ciutat Vella, Barcelona","Twin room
1 full bed
Free cancellation"
Atenea Rekord Suites,1393.0,8.5,978.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
Catalonia Port,1798.0,8.8,1489.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Ilunion Auditori,1298.0,8.3,5755.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Pulitzer Barcelona,1899.0,8.8,1498.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Petit Palace Boqueria Garden,1900.0,8.1,4217.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins
Free cancellation"
Catalonia Castellnou,1082.0,8.4,2282.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
H10 Art Gallery 4* Sup,1487.0,8.6,1546.0,4.0,stars,"Eixample, Barcelona","Classic Atrium Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site"
Hotel Lloret Ramblas,1413.0,8.1,10237.0,1.0,stars,"Ciutat Vella, Barcelona","Superior Double Room
1 full bed
Only 6 rooms left at this price on our site"
Acevi Villarroel,1414.0,8.0,4367.0,4.0,stars,"Eixample, Barcelona","Executive Double or Twin Room
Multiple bed types"
Hostal Benidorm,1122.0,8.2,4605.0,2.0,stars,"Ciutat Vella, Barcelona","Double Room
1 full bed
Only 2 rooms left at this price on our site"
Ilunion Barcelona,1341.0,8.5,6620.0,4.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Catalonia Magdalenes,2068.0,9.3,2107.0,4.0,stars,"Ciutat Vella, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hostal Balkonis,1017.0,7.3,807.0,2.0,stars,"Eixample, Barcelona","Budget Double Room
1 full bed
Only 1 room left at this price on our site"
Isabella's House,1556.0,8.5,1386.0,4.0,squares,"Sarrià-St. Gervasi, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 3 left at this price on our site"
Catalonia Plaza Catalunya,2043.0,8.6,5500.0,4.0,stars,"Eixample, Barcelona","Premium Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site"
We Boutique Hotel Barcelona,2022.0,9.1,499.0,4.0,squares,"Eixample, Barcelona","Double Room
1 queen bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site"
Hotel Balmoral,1222.0,8.5,1668.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Interior Double or Twin Room
2 twin beds
Free cancellation"
Barceló Sants,1442.0,8.7,9011.0,4.0,stars,"Sants-Montjuïc, Barcelona","Deluxe Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Negresco Princess 4* Sup,1749.0,8.3,5896.0,4.0,stars,"Eixample, Barcelona","Double Room
1 full bed"
Apart-Suites Hostemplo,1744.0,8.9,2597.0,4.0,squares,"Eixample, Barcelona","Apart-Suite
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 32m²
1 full bed
Only 4 left at this price on our site"
Hesperia Barcelona Presidente,1370.0,8.5,4094.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Standard Double or Twin Room
Multiple bed types"
