hotel_name,price_euros,rating,neighborhood
Cálamo Guesthouse,1.287,9.1,"Centro de Madrid, Madrid"
Apartamentos EconoStay Plaza de España,583.0,7.3,"Centro de Madrid, Madrid"
Apartamentos EconoStay Fuencarral,457.0,6.4,"Centro de Madrid, Madrid"
Vértice Roomspace,505.0,8.0,"Villaverde, Madrid"
Titanic Dreams,525.0,7.1,"Ciudad Lineal, Madrid"
Apartamentos EconoStay Barbieri 1,439.0,6.1,"Centro de Madrid, Madrid"
Luminoso Apartamento de Diseño en Paseo Imperial,616.0,8.8,"Arganzuela, Madrid"
B&B HOTEL Madrid Carabanchel,588.0,9.2,"Carabanchel, Madrid"
TravelStep General Ricardos,491.0,7.6,"Carabanchel, Madrid"
Erase un Hotel,930.0,8.4,"Tetuán, Madrid"
Castilla Luz Deco,764.0,8.6,"Tetuán, Madrid"
Aparto-Hotel Rosales,1.001,8.9,"Moncloa - Aravaca, Madrid"
Espahotel Plaza de España,1.061,7.8,"Centro de Madrid, Madrid"
Apartamentos Recoletos,927.0,7.6,"Salamanca, Madrid"
Apartamentos Las Torres,924.0,8.7,"Tetuán, Madrid"
Urban Inn Madrid,393.0,7.3,"Centro de Madrid, Madrid"
LA CANTUEÑA,411.0,7.7,Madrid
Apartamentos Juan Bravo,1.004,8.4,"Salamanca, Madrid"
T-Homes Salamanca,838.0,9.0,"Tetuán, Madrid"
4Torres Homes - Sofía,719.0,8.5,"Fuencarral - El Pardo, Madrid"
Charming Madrid Ferrocarril - Estancias Temporales,899.0,7.5,"Arganzuela, Madrid"
OLBLANC Plaza de España by Batuecas,990.0,8.7,"Moncloa - Aravaca, Madrid"
Elba Madrid Alcalá,1.283,8.9,"San Blas, Madrid"
Hostal Abel Victoriano,732.0,7.8,"Centro de Madrid, Madrid"
Apartamentos Goya 75,880.0,6.5,"Salamanca, Madrid"
Gran Versalles,1.048,8.6,"Chamberí, Madrid"
Apartamentos Apolo,1.125,8.7,"Centro de Madrid, Madrid"
Hostal New Dream Madrid,762.0,7.9,"Centro de Madrid, Madrid"
T-Homes - Cuenca,838.0,9.1,"Tetuán, Madrid"
Comfortable studio in Barrio Salamanca - Bejar,808.0,8.6,"Salamanca, Madrid"
ITC Infantas by Soho Boutique,1.711,8.2,"Centro de Madrid, Madrid"
Live it Madrid Gran Vía,526.0,6.9,"Centro de Madrid, Madrid"
"Hotel Madrid Chamartín, Affiliated by Meliá",1.059,8.2,"Chamartín, Madrid"
CriteriaHome! nice&easy,543.0,8.9,"Villaverde, Madrid"
Zenit Abeba,1.473,8.8,"Salamanca, Madrid"
Hotel Princesa Plaza Madrid,1.476,8.2,"Centro de Madrid, Madrid"
Alianza Suites,692.0,9.2,"Villaverde, Madrid"
Lemon Apartment & Hotels Bernabeu,1.767,9.4,"Tetuán, Madrid"
Hostal Flat55Madrid,838.0,8.0,"Centro de Madrid, Madrid"
Axel Hotel Madrid - Adults Only,1.41,8.3,"Centro de Madrid, Madrid"
Apartamentos Day Madrid GRAN VIA Centro Sol Malasaña,1.093,6.3,"Centro de Madrid, Madrid"
1 bedroom 1 bathrooms furnished - Delicias Atocha - bright - MintyStay,780.0,8.1,"Arganzuela, Madrid"
Dobo Homes - PA4,689.0,7.9,"Chamartín, Madrid"
LooP America,411.0,6.6,"Salamanca, Madrid"
Madrid Marriott Auditorium Hotel & Conference Center,1.327,8.8,"San Blas, Madrid"
BHost - Ferraz 74,1.11,8.2,"Moncloa - Aravaca, Madrid"
Apartamentos SmartRenting Justicia,466.0,6.6,"Centro de Madrid, Madrid"
CavaBajaSuites,1.684,9.5,"Centro de Madrid, Madrid"
Abba Madrid,1.345,8.7,"Salamanca, Madrid"
