hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
The Oliver Apartamentos Aravaca,1177.0,8.8,909.0,3.0,squares,"Moncloa-Aravaca, Madrid","Superior Studio
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 beds (1 sofa bed, 1 queen)"
Estudio Madrid Norte 2,565.0,9.1,109.0,3.0,squares,"Fuencarral-El Pardo, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 20m²
1 full bed
Free cancellation"
Titanic Dreams,459.0,7.1,202.0,3.0,squares,"Ciudad Lineal, Madrid","Superior Studio
Entire studio • 1 bathroom • 12m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
Apartamentos EconoStay Plaza de España,579.0,7.3,77.0,3.0,squares,"Madrid City Center, Madrid","Standard Studio
Entire studio • 1 bathroom
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
Vértice Roomspace,622.0,8.1,12748.0,3.0,stars,"Villaverde, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 4 rooms left at this price on our site"
Avenida De America Tijcal,893.0,8.6,2966.0,3.0,squares,"Salamanca, Madrid","Standard Studio Twin
Entire studio • 1 bathroom • 1 kitchen • 26m²
2 twin beds
Free cancellation
Only 3 left at this price on our site"
AC Hotel Avenida de América by Marriott,1287.0,8.8,2988.0,3.0,stars,"Salamanca, Madrid","Queen Room
1 queen bed
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
Apartamentos Juan Bravo,1045.0,8.4,7328.0,3.0,squares,"Salamanca, Madrid","Superior Studio
Entire studio • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation
Only 3 left at this price on our site"
Ilunion Alcalá Norte,929.0,8.9,14927.0,4.0,stars,"San Blas, Madrid","Double or Twin Room
Multiple bed types
Free cancellation"
Minty Stay - Galdo,1155.0,9.2,5.0,4.0,squares,"Madrid City Center, Madrid","Queen Studio
Entire studio • 1 bathroom • 25m²
1 queen bed
Free cancellation
Only 1 left at this price on our site"
Room Plaza España,982.0,8.6,1818.0,3.0,squares,"Madrid City Center, Madrid","Twin Room with City View
2 twin beds
Only 3 rooms left at this price on our site"
4C Bravo Murillo,925.0,8.2,5764.0,2.0,stars,"Tetuan, Madrid","Double Room
1 full bed
Free cancellation
Only 6 rooms left at this price on our site"
Elba Madrid Alcalá,1268.0,8.9,8241.0,4.0,stars,"San Blas, Madrid","Superior Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Exe Convention Plaza Madrid,752.0,8.1,1631.0,4.0,stars,"Fuencarral-El Pardo, Madrid","Double Room
Beds: 1 double or 2 twins"
Apartamentos Recoletos,981.0,7.6,7167.0,3.0,stars,"Salamanca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
Aparto-Hotel Rosales,1330.0,8.9,4212.0,3.0,stars,"Moncloa-Aravaca, Madrid","Superior Double Room
2 beds (1 sofa bed, 1 queen)
Free cancellation
Only 1 room left at this price on our site"
Agumar,1125.0,8.1,13516.0,4.0,stars,"Retiro, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Plaza Mayor Suites & Apartments,1470.0,8.9,3763.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Travelodge Madrid Metropolitano,668.0,8.3,5111.0,1.0,stars,"San Blas, Madrid","Double Room
1 full bed"
Suites You Nickel,1060.0,7.8,555.0,3.0,squares,"Madrid City Center, Madrid","Apartment (2 Adults)
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 19m²
2 twin beds
Only 1 left at this price on our site"
LA CANTUEÑA,400.0,7.7,1130.0,3.0,stars,Madrid,"Double or Twin Room
2 twin beds"
JC Rooms Santa Ana,968.0,8.0,2232.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
Catalonia Atocha,1790.0,8.8,6005.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
UVE Marcenado,1024.0,9.2,4728.0,3.0,stars,"Chamartín, Madrid","King Room
1 king bed
Free cancellation
Only 6 rooms left at this price on our site"
ARTIEM Madrid,1188.0,9.4,1974.0,4.0,stars,"Ciudad Lineal, Madrid","Superior Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 6 rooms left at this price on our site"
Bob W Chueca,1041.0,8.8,1822.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 15m²
1 full bed"
Enjoy a cosy studio in Malasaña BAR,1007.0,8.0,32.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
AC Hotel Madrid Feria by Marriott,1304.0,8.6,1369.0,4.0,stars,"Hortaleza, Madrid","King Room
1 king bed
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site"
T-Homes Salamanca,922.0,9.0,852.0,3.0,squares,"Tetuan, Madrid","Standard Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation"
Madrid Cozy & Minimal Seasonal,555.0,,,,,"Tetuan, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²
2 beds (1 twin, 1 full)
Free cancellation"
