hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
The Oliver Apartamentos Aravaca,1274.0,8.8,909.0,3.0,squares,"Moncloa-Aravaca, Madrid","Superior Studio
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 beds (1 sofa bed, 1 queen)"
2 bedrooms 1 bathroom furnished - Lavapies - bright Modern - MintyStay,1184.0,9.2,95.0,,,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²
2 full beds
Free cancellation"
Madrid Cozy & Minimal Seasonal,555.0,,,,,"Tetuan, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²
2 beds (1 twin, 1 full)
Free cancellation"
Oasis urbano en el corazón financiero / Castellana,924.0,9.4,81.0,4.0,squares,"Tetuan, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 80m²
3 beds (1 sofa bed, 2 queens)
Free cancellation"
Vértice Roomspace,500.0,8.1,12748.0,3.0,stars,"Villaverde, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
B&B HOTEL Madrid Carabanchel,590.0,9.1,221.0,2.0,stars,"Carabanchel, Madrid","Double Room
1 queen bed"
Mágico apartamento en el centro Madrid,1003.0,9.2,39.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 44m²
1 full bed
Free cancellation"
Apartamentos Juan Bravo,917.0,8.4,7328.0,3.0,squares,"Salamanca, Madrid","Standard Studio
Entire studio • 1 bathroom • 1 kitchen • 20m²
2 twin beds
Free cancellation"
4C Bravo Murillo,800.0,8.2,5764.0,2.0,stars,"Tetuan, Madrid","Double Room
1 full bed
Free cancellation
Only 2 rooms left at this price on our site"
Elba Madrid Alcalá,1111.0,8.9,8241.0,4.0,stars,"San Blas, Madrid","Standard Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site"
Menoir Dorsett Madrid Usera,482.0,7.4,492.0,3.0,stars,"Usera, Madrid","Twin Room with Private Bathroom
2 twin beds"
Hostal Sol Los Angeles,779.0,7.9,1459.0,3.0,squares,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 1 room left at this price on our site"
Plaza Mayor Suites & Apartments,1227.0,8.9,3763.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 full bed
Free cancellation
Only 2 left at this price on our site"
Room Canalejas,1139.0,8.4,518.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
2 beds (1 sofa bed, 1 queen)
Only 1 left at this price on our site"
Agora Juan de Austria,997.0,8.4,3960.0,4.0,stars,"Chamberi, Madrid","Double Room
1 full bed
Breakfast included
Free cancellation"
Gran Versalles,1140.0,8.6,7120.0,4.0,stars,"Chamberi, Madrid","Twin Room
2 twin beds"
Modern and bright- 1Bd 1 Bth furnished- Sol in downtown area,1023.0,8.1,29.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
Oriente Palace Apartments,1413.0,9.0,3273.0,4.0,squares,"Madrid City Center, Madrid","Standard Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
