hotel_name,price_euros,rating,neighborhood
Tembo Barcelona,3.083,8.8,Barcelona
Axel TWO Barcelona 4 Sup - Adults Only,2.701,8.3,"Eixample, Barcelona"
Unite Hostel Barcelona,2.267,8.0,"Sant Martí, Barcelona"
Royal Ramblas,3.631,8.3,"Ciutat Vella, Barcelona"
Hotel California,5.998,8.1,"Ciutat Vella, Barcelona"
Cosmo Apartments Rambla Catalunya,6.443,8.4,"Eixample, Barcelona"
TSA La Rambla,3.291,9.1,"Ciutat Vella, Barcelona"
Hostal Las Flores Ramblas,1.867,8.3,"Ciutat Vella, Barcelona"
Hotel & Spa Villa Olimpica Suites,2.213,8.0,"Sant Martí, Barcelona"
Rental Apartment Barcelona,3.779,9.3,"Eixample, Barcelona"
Feelathome Plaza Apartments,2.313,8.5,"Sants-Montjuïc, Barcelona"
Vincci Bit,2.917,8.5,"Sant Martí, Barcelona"
Free Hostels Barcelona,2.972,8.0,"Eixample, Barcelona"
Hotel Sant Agustí,2.791,8.0,"Ciutat Vella, Barcelona"
Radas,2.566,8.2,"Sants-Montjuïc, Barcelona"
Vincci Maritimo,3.124,8.4,"Sant Martí, Barcelona"
Good-Home Paseo de Gracia,2.47,8.1,"Eixample, Barcelona"
Monturiol Apartaments,2.214,9.1,"Sant Martí, Barcelona"
Vincci Mae,3.673,8.5,"Sarrià-Sant Gervasi, Barcelona"
Vincci Gala,3.98,8.6,"Eixample, Barcelona"
Axel Hotel Barcelona - Adults Only,2.375,8.1,"Eixample, Barcelona"
The White Flats Les Corts,4.72,8.6,"Les Corts, Barcelona"
You Stylish City Center Apartments,5.424,8.4,"Eixample, Barcelona"
Miiro Borneta,5.191,9.0,"Ciutat Vella, Barcelona"
Hotel Boutique Mirlo Barcelona,3.629,9.4,"Sarrià-Sant Gervasi, Barcelona"
Rent Top Apartments Rambla Catalunya,4.1,8.3,"Eixample, Barcelona"
Sweett - Avenida Roma,3.105,8.1,"Eixample, Barcelona"
Isabella's House,3.822,8.5,"Sarrià-Sant Gervasi, Barcelona"
Beautiful apartment in Las Ramblas Barcelona 6pax,2.818,7.7,"Ciutat Vella, Barcelona"
Rambla 102,3.562,9.1,"Ciutat Vella, Barcelona"
Aparteasy - Deluxe Family Apartments with Pool,3.193,7.0,"Eixample, Barcelona"
Tendency Apartments 5,4.105,7.9,"Eixample, Barcelona"
David's House,3.602,9.2,"Gracia, Barcelona"
¡Apartamento en el centro de Barcelona!,3.406,7.7,"Eixample, Barcelona"
Tendency Apartments 6,3.077,8.0,"Eixample, Barcelona"
Gracia Apartment,6.344,10.0,"Sarrià-Sant Gervasi, Barcelona"
1208 - EXCLUSIVE DESIGN APARTMENT,4.376,8.0,"Eixample, Barcelona"
Barcelonaforrent Alessandra Central Ramblas Apartment,5.282,9.1,"Ciutat Vella, Barcelona"
Barcelonaforrent Tucson Suites,4.271,7.5,"Eixample, Barcelona"
Hotel Viladomat,2.097,7.6,"Eixample, Barcelona"
Catalonia Sagrada Familia,1.662,8.4,"Sant Martí, Barcelona"
Catalonia Barcelona 505,1.828,8.5,"Sarrià-Sant Gervasi, Barcelona"
Urbany Hostel Barcelona,1.347,7.3,"Sant Martí, Barcelona"
Pensión Villanueva,1.414,7.2,"Ciutat Vella, Barcelona"
ArtlifeBCN Urban Oasis Apartment,9.162,9.9,"Sants-Montjuïc, Barcelona"
Hostel Friends Barcelona,1.168,7.3,"Eixample, Barcelona"
"Grand Hotel Central, Small Luxury Hotels",9.879,8.8,"Ciutat Vella, Barcelona"
Hotel Via Augusta,2.007,8.4,"Sarrià-Sant Gervasi, Barcelona"
Acta Voraport,2.779,8.8,"Sant Martí, Barcelona"
Leonardo Boutique Hotel Barcelona Sagrada Familia,1.843,8.7,"Sant Martí, Barcelona"
Exe Mitre,1.797,8.3,"Sarrià-Sant Gervasi, Barcelona"
Hotel Market,2.315,7.6,"Eixample, Barcelona"
Catalonia Albeniz,1.847,8.4,"Sant Martí, Barcelona"
NH Barcelona Diagonal Center,2.191,8.2,"Sant Martí, Barcelona"
Hotel Ramblas Internacional,1.798,7.4,"Ciutat Vella, Barcelona"
Hotel Cortes Rambla,2.618,8.1,"Ciutat Vella, Barcelona"
Feelathome Casa Bertrand,2.004,8.8,"Eixample, Barcelona"
Apart-Suites Hostemplo,2.323,8.9,"Eixample, Barcelona"
Yomo Hostal BCN Port,1.67,8.0,"Sants-Montjuïc, Barcelona"
Silken Sant Gervasi,2.04,8.6,"Sarrià-Sant Gervasi, Barcelona"
Hotel Condal,1.8,7.5,"Ciutat Vella, Barcelona"
Catalonia Atenas,1.908,8.3,"Sant Martí, Barcelona"
Casual Colours Barcelona,2.008,8.3,"Les Corts, Barcelona"
Mesón Castilla Atiram Hotels,2.176,8.2,"Ciutat Vella, Barcelona"
Hotel Lyon,1.725,7.2,"Ciutat Vella, Barcelona"
Novotel Barcelona City,3.532,8.2,"Sant Martí, Barcelona"
Hotel El Call,1.64,7.5,"Ciutat Vella, Barcelona"
Feelathome Center Apartments,2.129,8.2,"Eixample, Barcelona"
Hostal Benidorm,1.766,8.2,"Ciutat Vella, Barcelona"
Boutique Hostemplo Sagrada Familia,1.919,8.7,"Eixample, Barcelona"
Oriente Atiram,2.199,8.3,"Ciutat Vella, Barcelona"
Hotel Nuevo Triunfo,2.296,7.8,"Sants-Montjuïc, Barcelona"
The Social Hub Barcelona Poblenou,2.501,8.8,"Sant Martí, Barcelona"
Urban Flats Vallirana,2.049,8.5,"Sarrià-Sant Gervasi, Barcelona"
Aparthotel Bertrán,1.961,8.5,"Sarrià-Sant Gervasi, Barcelona"
Sixties Ramblas,2.359,8.5,"Ciutat Vella, Barcelona"
Hotel Monegal,1.972,7.4,"Ciutat Vella, Barcelona"
Hotel Casa Teva Barcelona,2.534,8.8,"Ciutat Vella, Barcelona"
Catalonia La Boquería,2.572,8.3,"Ciutat Vella, Barcelona"
Generator Barcelona,2.999,7.7,"Gracia, Barcelona"
Hotel Oasis,1.867,8.5,"Ciutat Vella, Barcelona"
