hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
Room Mate Gerard,1255.0,8.7,2829.0,4.0,stars,"Eixample, Barcelona","Basic Interior Double Room
1 queen bed
Only 6 rooms left at this price on our site"
Moxy Barcelona,929.0,8.1,1228.0,4.0,stars,"Sants-Montjuïc, Barcelona","Moxy Queen Room with Balcony
1 queen bed"
Motel One Barcelona-Ciutadella,1090.0,8.8,11216.0,3.0,stars,"Sant Martí, Barcelona","Double Room
1 full bed
Free cancellation
No prepayment needed – pay at the property"
Four Points by Sheraton Barcelona Airport,632.0,8.7,552.0,,,Barcelona,"King Room
1 king bed
Only 5 rooms left at this price on our site"
Catalonia Barcelona 505,898.0,8.5,3261.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Ola Living Consell De Cent,1062.0,8.7,40.0,4.0,squares,"Eixample, Barcelona","Apartment with Terrace
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 50m²
1 full bed
Only 1 left at this price on our site"
Hotel BESTPRICE Gracia,760.0,8.5,3134.0,1.0,stars,"Gràcia, Barcelona","Deluxe Double or Twin Room
Multiple bed types
Only 4 rooms left at this price on our site"
Catalonia Park Putxet,821.0,8.0,4904.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Ronda Lesseps,850.0,8.6,2477.0,4.0,stars,"Gràcia, Barcelona","Small Double Room Ground floor
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Silken Sant Gervasi,810.0,8.6,2463.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Standard Twin Room
2 twin beds"
Hotel BESTPRICE Diagonal,760.0,8.4,3403.0,1.0,stars,"Sant Martí, Barcelona","Deluxe Double or Twin Room
Beds: 1 double or 2 twins"
Hotel Market,893.0,7.6,3870.0,3.0,stars,"Eixample, Barcelona","Doble Interior
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Wilson Boutique Hotel,890.0,8.5,1785.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
ibis Styles Barcelona City Bogatell,931.0,8.4,5405.0,2.0,stars,"Sant Martí, Barcelona","Standard Double Room
1 queen bed
Only 7 rooms left at this price on our site"
Praktik Garden,918.0,8.2,2909.0,2.0,stars,"Eixample, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation
Only 3 rooms left at this price on our site"
Paral·lel,889.0,8.3,3845.0,2.0,stars,"Sants-Montjuïc, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
H La Paloma Boutique,822.0,8.0,597.0,2.0,stars,"Ciutat Vella, Barcelona","Deluxe Double Room
1 king bed
Only 3 rooms left at this price on our site"
Atenea Rekord Suites,929.0,8.5,978.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
Praktik Bakery,1062.0,8.6,2646.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Pol & Grace Hotel,881.0,8.2,2548.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Catalonia Sagrada Familia,932.0,8.4,9406.0,3.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Hotel Villa Emilia,1085.0,8.9,1558.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins"
Hotel Lloret Ramblas,925.0,8.1,10237.0,1.0,stars,"Ciutat Vella, Barcelona","Superior Double Room
1 full bed
Only 1 room left at this price on our site"
htop BCN City #htopEnjoy,676.0,6.3,884.0,2.0,stars,"Horta-Guinardó, Barcelona","Twin Room
2 twin beds
Free cancellation"
Catalonia Roma,957.0,8.4,2447.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Casa Bella Gracia by Aspasios,969.0,8.4,260.0,,,"Gràcia, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Only 2 rooms left at this price on our site"
Catalonia Diagonal Centro,1138.0,8.7,3448.0,4.0,stars,"Eixample, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation
No prepayment needed – pay at the property"
Sallés Hotel Pere IV,1057.0,8.1,8451.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Double Room with Spa Access
Multiple bed types
Free cancellation"
Casual Colours Barcelona,885.0,8.3,3911.0,2.0,stars,"Les Corts, Barcelona","Economy Interior Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
Zenit Barcelona,874.0,8.2,1591.0,4.0,stars,"Sarrià-St. Gervasi, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Aspasios Charming Flats,1106.0,8.6,186.0,4.0,squares,"Eixample, Barcelona","Apartment - Ground Floor
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 full bed
Only 1 left at this price on our site"
Hotel Viladomat,890.0,7.6,3973.0,3.0,stars,"Eixample, Barcelona","Basic Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Hotel Via Augusta,935.0,8.4,2219.0,2.0,stars,"Sarrià-St. Gervasi, Barcelona","Twin Room
2 twin beds
Free cancellation"
Hostal BESTPRICE Barcelona Stadium,550.0,8.4,2048.0,1.0,stars,"Les Corts, Barcelona","Double or Twin Room
2 twin beds
Only 5 rooms left at this price on our site"
Musik Boutique Hotel,1208.0,9.1,1741.0,3.0,stars,"Ciutat Vella, Barcelona","Standard Double Room
1 queen bed
Free cancellation"
Fisa Rentals Ramblas Apartments,1294.0,8.7,334.0,4.0,squares,"Eixample, Barcelona","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 38m²
1 queen bed
Only 2 left at this price on our site"
Hotel America Barcelona,986.0,8.7,1920.0,4.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
"The Hoxton, Poblenou",1372.0,8.5,2675.0,4.0,stars,"Sant Martí, Barcelona","Roomy
1 king bed
Free cancellation
No prepayment needed – pay at the property"
Mihlton Barcelona Boutique B&B,897.0,8.7,1066.0,3.0,squares,"Eixample, Barcelona","Standard Double Room Interior
1 queen bed"
The Moods Oasis,1007.0,8.6,2047.0,3.0,stars,"Sarrià-St. Gervasi, Barcelona","Standard Double or Twin Room
1 queen bed
Only 3 rooms left at this price on our site"
Som Nit Port Vell,944.0,8.5,680.0,4.0,squares,"Ciutat Vella, Barcelona","Twin Room
2 twin beds
Only 1 room left at this price on our site"
Capri by Fraser Barcelona,1051.0,8.3,2991.0,4.0,stars,"Sant Martí, Barcelona","Deluxe Studio
1 queen bed
Free cancellation
Only 4 rooms left at this price on our site"
Golden Hotel Barcelona,1046.0,8.3,2474.0,4.0,stars,"Sant Martí, Barcelona","Double Room
Beds: 1 double or 2 twins
Free cancellation"
Hostal Ramos,736.0,7.7,3825.0,3.0,squares,"Ciutat Vella, Barcelona","Indoor Double Room
1 full bed
Only 3 rooms left at this price on our site"
Inside Barcelona Apartments Sants,1011.0,8.6,664.0,4.0,squares,"Sants-Montjuïc, Barcelona","Studio (2 Adults)
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 42m²
2 twin beds
Only 1 left at this price on our site"
Hotel Sant Pau,829.0,8.5,2864.0,3.0,stars,"Horta-Guinardó, Barcelona","Superior Double Room with Two Beds
2 twin beds"
Pensión Villanueva,547.0,7.2,2300.0,2.0,stars,"Ciutat Vella, Barcelona","Economy Double Room with Shared Bathroom with no views
1 full bed
Only 1 room left at this price on our site"
Catalonia Atenas,968.0,8.3,8113.0,4.0,stars,"Sant Martí, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
Hotel Astoria,1058.0,8.3,2180.0,3.0,stars,"Eixample, Barcelona","Double or Twin Room
Beds: 1 double or 2 twins"
Occidental Barcelona 1929,1135.0,8.8,5005.0,3.0,stars,"Sants-Montjuïc, Barcelona","Superior Double Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
NH Sants Barcelona,965.0,8.6,2852.0,4.0,stars,"Les Corts, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins
Only 7 rooms left at this price on our site"
NH Barcelona Diagonal Center,890.0,8.2,2290.0,3.0,stars,"Sant Martí, Barcelona","Standard Double or Twin Room
Beds: 1 double or 2 twins"
Hotel & Spa Villa Olimpica Suites,1046.0,8.0,3831.0,4.0,stars,"Sant Martí, Barcelona","Double Room with Spa Access
2 twin beds
Free cancellation"
Aparthotel Allada 3*,978.0,7.9,687.0,3.0,squares,"Ciutat Vella, Barcelona","Studio (2 Adults)
Entire studio • 1 bathroom • 25m²
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 2 left at this price on our site"
Residència Erasmus Gracia,844.0,8.2,5128.0,,,"Gràcia, Barcelona","Twin Room
2 twin beds"
Cram Hotel,1161.0,8.4,3612.0,4.0,stars,"Eixample, Barcelona","Deluxe Double Room
1 queen bed
Free cancellation
Only 6 rooms left at this price on our site"
