hotel_name,price_euros,rating,neighborhood
Le Petit Palü-Fuencarral,527.0,7.8,"Centro de Madrid, Madrid"
Hello Feria,252.0,6.3,"Hortaleza, Madrid"
Estudio Madrid Norte 2,496.0,9.1,"Fuencarral - El Pardo, Madrid"
Casa de Huéspedes Cuenca,350.0,8.2,"Arganzuela, Madrid"
LA CANTUEÑA,277.0,7.7,Madrid
limehome Madrid La Bolsa,834.0,8.9,"Centro de Madrid, Madrid"
"Nuevo, luminoso y céntrico",571.0,,"Centro de Madrid, Madrid"
Ibis Madrid Centro las Ventas,748.0,8.2,"Salamanca, Madrid"
Apartamentos EconoStay Plaza de España,548.0,7.3,"Centro de Madrid, Madrid"
RiNa MADRID apartamento 2,597.0,9.7,"Moncloa - Aravaca, Madrid"
Plaza España RIO,552.0,7.4,"Centro de Madrid, Madrid"
Das Carretas,536.0,10.0,"Centro de Madrid, Madrid"
limehome Madrid Calle de Don Ramón de la Cruz,739.0,8.6,"Salamanca, Madrid"
Homeclub Luminoso Apartamento Centro Colon XXVI,2.387,6.8,"Centro de Madrid, Madrid"
Albergue Miguel Ángel,759.0,8.0,"Centro de Madrid, Madrid"
Bob W Chueca,666.0,8.8,"Centro de Madrid, Madrid"
RiNa MADRID apartamento1,613.0,9.8,"Moncloa - Aravaca, Madrid"
Suite privada,536.0,5.3,"Chamberí, Madrid"
Hello Madrid,373.0,7.7,"Hortaleza, Madrid"
limehome Madrid Calle de la Paloma,766.0,8.6,"Centro de Madrid, Madrid"
Hotel Santo Domingo,819.0,7.6,"Centro de Madrid, Madrid"
H-A San Mateo Suites,546.0,7.7,"Centro de Madrid, Madrid"
Ibis Budget Madrid Centro Las Ventas,558.0,7.9,"Ciudad Lineal, Madrid"
limehome Madrid Calle de la Madera - Digital Access,792.0,8.0,"Centro de Madrid, Madrid"
Urban rooms Fuencarral,639.0,7.0,"Centro de Madrid, Madrid"
Hostal Macarena,840.0,8.4,"Centro de Madrid, Madrid"
Suits recién reformadas Marqués de Vadillo,737.0,8.8,"Carabanchel, Madrid"
Suites Viena Plaza de España,1.008,9.0,"Moncloa - Aravaca, Madrid"
Estudio Room Madrid Centro,541.0,8.0,"Centro de Madrid, Madrid"
Apartments Central Madrid - q2home,942.0,9.2,"Centro de Madrid, Madrid"
El Chato Madrid,540.0,8.6,"Latina, Madrid"
H-A Aparthotel Hotel Quo,737.0,8.2,"Salamanca, Madrid"
Turísticos Cuenca 3,694.0,7.8,"Tetuán, Madrid"
Estudio Madrid 1,421.0,8.5,"Carabanchel, Madrid"
Hospedium Hotel Los Condes,854.0,8.5,"Centro de Madrid, Madrid"
Moderna estancia con baño privado 1,536.0,9.3,"Chamberí, Madrid"
limehome Madrid San Lorenzo,785.0,8.4,"Centro de Madrid, Madrid"
Apartamentos Las Torres,924.0,8.7,"Tetuán, Madrid"
Suites recién reformadas Vista Alegre,842.0,9.2,"Carabanchel, Madrid"
apartamento ventas,712.0,9.2,"Ciudad Lineal, Madrid"
Apartamento estudio en el centro de Madrid,487.0,,"Tetuán, Madrid"
CH Bueno,816.0,9.2,"Centro de Madrid, Madrid"
Cats Hostel Madrid Sol,612.0,8.2,"Centro de Madrid, Madrid"
Micampus Salcedo Student Residence,425.0,7.6,"Fuencarral - El Pardo, Madrid"
Elba Madrid Alcalá,1.29,8.9,"San Blas, Madrid"
Bob W Arte,853.0,9.2,"Arganzuela, Madrid"
Hostal PETITE MAMAN,700.0,7.6,"Centro de Madrid, Madrid"
Lemon Apartment & Hotels Bernabeu,1.542,9.4,"Tetuán, Madrid"
Hostal Fuentesol,513.0,7.3,"Centro de Madrid, Madrid"
Loft reformado en Marques de Vadillo con patio privado,614.0,7.9,"Carabanchel, Madrid"
Best Location Puerta de Alcalá,724.0,,"Salamanca, Madrid"
