hotel_name,price_euros,rating,neighborhood
Relais & Châteaux Hotel Orfila,3.335,9.3,"Chamberí, Madrid"
Espahotel Gran Vía,831.0,8.3,"Centro de Madrid, Madrid"
Hostal Lauria,737.0,9.2,"Centro de Madrid, Madrid"
Vértice Roomspace,422.0,8.0,"Villaverde, Madrid"
Apartamentos EconoStay Plaza de España,500.0,7.3,"Centro de Madrid, Madrid"
Casa de Huéspedes Cuenca,350.0,8.2,"Arganzuela, Madrid"
Apartamentos Juan Bravo,721.0,8.4,"Salamanca, Madrid"
Hostal Overnight Madrid,590.0,8.1,"Moncloa - Aravaca, Madrid"
Hotel Puerta de Toledo,765.0,8.8,"Arganzuela, Madrid"
Hostal Rivera - Atocha,528.0,7.8,"Centro de Madrid, Madrid"
Hostal Adis,754.0,8.4,"Centro de Madrid, Madrid"
Hostal Santa Cruz,701.0,8.8,"Centro de Madrid, Madrid"
Elba Madrid Alcalá,999.0,8.9,"San Blas, Madrid"
Apartamento Madrid Norte,545.0,9.3,"Fuencarral - El Pardo, Madrid"
Hotel Gran Legazpi,764.0,8.3,"Arganzuela, Madrid"
Puerta del Sol Arrendamiento de Temporada,3.631,8.0,"Centro de Madrid, Madrid"
Zleep Madrid Airport,653.0,8.3,"San Blas, Madrid"
Estudio Madrid Norte 2,504.0,9.1,"Fuencarral - El Pardo, Madrid"
CH Bueno,672.0,9.2,"Centro de Madrid, Madrid"
Hostal Marlasca,701.0,8.3,"Centro de Madrid, Madrid"
Hostal El Brezo,520.0,7.7,"Moncloa - Aravaca, Madrid"
Oriente Palace Apartments,927.0,9.0,"Centro de Madrid, Madrid"
Espahotel Plaza Basílica,912.0,8.5,"Tetuán, Madrid"
"Precioso apartamento en Puente Vallecas, Madrid.",636.0,9.2,"Puente de Vallecas, Madrid"
MADRID URBAN SUITES Nuevo APARTAHOTEL con 7 Apartamentos -7 flats full equiped,916.0,8.7,"Puente de Vallecas, Madrid"
Tribu Malasaña,931.0,8.9,"Centro de Madrid, Madrid"
The Match Madrid,798.0,8.3,"Chamberí, Madrid"
4C Bravo Murillo,800.0,8.2,"Tetuán, Madrid"
Fee4Me. Vallés 6,940.0,9.6,"Arganzuela, Madrid"
ESTUDIOS GRAN VÍA,803.0,8.1,"Centro de Madrid, Madrid"
Colon Suites,876.0,8.1,"Centro de Madrid, Madrid"
Suits recién reformadas Marqués de Vadillo,729.0,8.8,"Carabanchel, Madrid"
Hostal Alexis Madrid,769.0,8.6,"Centro de Madrid, Madrid"
Apartamento Vallecas Plaza,619.0,9.3,"Puente de Vallecas, Madrid"
Hostal Inn Madrid,750.0,8.4,"Centro de Madrid, Madrid"
Ok Hostel Madrid,960.0,9.0,"Centro de Madrid, Madrid"
Suite privada,536.0,5.3,"Chamberí, Madrid"
Apartamento Calle Mauricio Legendre,874.0,8.8,"Chamartín, Madrid"
RiNa MADRID apartamento 2,597.0,9.7,"Moncloa - Aravaca, Madrid"
ITC Infantas by Soho Boutique,1.227,8.2,"Centro de Madrid, Madrid"
RiNa MADRID apartamento1,613.0,9.8,"Moncloa - Aravaca, Madrid"
Z29- Estudio en el centro de Madrid Wifi,460.0,7.1,"Centro de Madrid, Madrid"
Hostal New Dream Madrid,493.0,7.9,"Centro de Madrid, Madrid"
Motel One Madrid-Plaza de España,1.113,8.8,"Moncloa - Aravaca, Madrid"
Aparto-Hotel Rosales,1.001,8.9,"Moncloa - Aravaca, Madrid"
S42 Estudio en Madrid Centro con Wifi,532.0,7.5,"Centro de Madrid, Madrid"
Agumar,960.0,8.1,"Retiro, Madrid"
Hostal Macarena,840.0,8.4,"Centro de Madrid, Madrid"
Carretas Attics Apartments,914.0,8.7,"Centro de Madrid, Madrid"
Turísticos Cuenca 3,694.0,7.8,"Tetuán, Madrid"
Espahotel Plaza de España,1.093,7.8,"Centro de Madrid, Madrid"
Catalonia Atocha,1.4,8.8,"Centro de Madrid, Madrid"
Preciados,1.314,8.9,"Centro de Madrid, Madrid"
Apartamento cerca Plaza Mayor,1.002,8.8,"Centro de Madrid, Madrid"
Apartamentos Recoletos,905.0,7.6,"Salamanca, Madrid"
Avenida De America Tijcal,893.0,8.6,"Salamanca, Madrid"
JC Rooms Santo Domingo,808.0,7.9,"Centro de Madrid, Madrid"
OLBLANC Plaza de España by Batuecas,1.267,8.7,"Moncloa - Aravaca, Madrid"
S32-Estudio con Wifi en Madrid Centro,498.0,6.9,"Centro de Madrid, Madrid"
Hostal Flat55Madrid,602.0,8.0,"Centro de Madrid, Madrid"
TH Aravaca,503.0,7.8,"Moncloa - Aravaca, Madrid"
Hostal Lisboa,787.0,8.7,"Centro de Madrid, Madrid"
Apartamentos Las Torres,924.0,8.7,"Tetuán, Madrid"
H-A San Mateo Suites,653.0,7.7,"Centro de Madrid, Madrid"
Lemon Apartment & Hotels Bernabeu,1.928,9.4,"Tetuán, Madrid"
Suites recién reformadas Vista Alegre,878.0,9.2,"Carabanchel, Madrid"
ITC Mora by Soho Boutique,992.0,7.8,"Centro de Madrid, Madrid"
Casa de Huespedes Dolce Vita,604.0,7.6,"Centro de Madrid, Madrid"
Fee4Me Marques Vintage Apartment,1.583,7.8,"Centro de Madrid, Madrid"
Live it Madrid Gran Vía,432.0,6.9,"Centro de Madrid, Madrid"
Hostal Arrate,576.0,7.9,"Chamberí, Madrid"
Fuencarral Adeco,654.0,8.3,"Centro de Madrid, Madrid"
El Cielo: Lujoso Ático en Madrid Centro,3.888,9.1,"Centro de Madrid, Madrid"
CavaBajaSuites,1.954,9.5,"Centro de Madrid, Madrid"
Apartamentos Day Madrid GRAN VIA Centro Sol Malasaña,1.566,6.3,"Centro de Madrid, Madrid"
CavaBajaSuites 2,1.977,9.4,"Centro de Madrid, Madrid"
Ilunion Alcalá Norte,1.02,8.9,"San Blas, Madrid"
Aparthotel Encasa,646.0,8.5,"Vicálvaro, Madrid"
THC Tirso Molina Hostel,821.0,8.7,"Centro de Madrid, Madrid"
Catalonia Gran Vía Madrid,1.47,8.7,"Centro de Madrid, Madrid"
M17 Madrid Centro apartamento con wifi,449.0,8.1,"Puente de Vallecas, Madrid"
L&G Madrid Apartments,1.979,8.6,"Arganzuela, Madrid"
Menoir Dorsett Madrid Usera,486.0,7.5,"Usera, Madrid"
Moderna estancia con baño privado 1,536.0,9.3,"Chamberí, Madrid"
Hostal Fuentesol,428.0,7.3,"Centro de Madrid, Madrid"
Velazquez Manor House,9.985,9.2,"Chamartín, Madrid"
"Precioso apartamento en Puente Vallecas, Madrid. D",636.0,9.2,"Puente de Vallecas, Madrid"
Petit Palace Arturo Soria Alcalá,1.289,8.7,"Ciudad Lineal, Madrid"
Ilunion Suites Madrid,1.035,8.5,"Chamartín, Madrid"
Hotel Praga,782.0,8.4,"Carabanchel, Madrid"
Salomé,751.0,8.9,"Centro de Madrid, Madrid"
Catalonia Goya,1.47,8.9,"Salamanca, Madrid"
Apartamento estudio en el centro de Madrid,487.0,,"Tetuán, Madrid"
Exe Plaza,1.008,8.7,"Tetuán, Madrid"
Dormirdcine,984.0,8.7,"Salamanca, Madrid"
Hostal New Life Madrid,512.0,7.5,"Centro de Madrid, Madrid"
Apartosuites Jardines de Sabatini,1.046,9.1,"Moncloa - Aravaca, Madrid"
Ile Atocha Exterior Olivar,993.0,7.3,"Centro de Madrid, Madrid"
One Shot Recoletos,1.237,7.6,"Salamanca, Madrid"
JC Rooms Chueca,808.0,8.2,"Centro de Madrid, Madrid"
ARTIEM Madrid,1.057,9.4,"Ciudad Lineal, Madrid"
Hostal Manuela by Gaiarooms,838.0,7.6,"Centro de Madrid, Madrid"
Compostela Suites,534.0,7.7,"San Blas, Madrid"
AC Hotel Avenida de América by Marriott,1.287,8.8,"Salamanca, Madrid"
Casa Lemus,615.0,8.2,"Centro de Madrid, Madrid"
R22-Loft en Madrid con aire acondicionado y Wifi,409.0,8.2,"Puente de Vallecas, Madrid"
apartamento ventas,719.0,9.2,"Ciudad Lineal, Madrid"
Sercotel Togumar,983.0,8.4,"Chamartín, Madrid"
Catalonia Puerta del Sol,1.47,8.9,"Centro de Madrid, Madrid"
Refugio 2BR y 2BA Azca/Bernabéu,947.0,9.3,"Tetuán, Madrid"
New apartment in center Madrid!,889.0,9.3,"Centro de Madrid, Madrid"
Emperador,1.302,8.7,"Centro de Madrid, Madrid"
Apartamentos Soho Boutique Hoy No Me Puedo Levantar,1.197,8.5,"Centro de Madrid, Madrid"
H-A Aparthotel Hotel Quo,853.0,8.2,"Salamanca, Madrid"
Hostal Milan,749.0,8.3,"Centro de Madrid, Madrid"
aparment la Elipa,794.0,7.7,"Ciudad Lineal, Madrid"
ABC Apartments Madrid,730.0,8.6,"Puente de Vallecas, Madrid"
Madrid Studio Apartments,670.0,8.5,"Chamartín, Madrid"
El Chato Madrid,563.0,8.6,"Latina, Madrid"
Plaza de España Skyline,1.073,9.2,"Moncloa - Aravaca, Madrid"
Horoko Apartments by Gaiarooms,784.0,8.1,"Tetuán, Madrid"
Alojamiento Familiar The Greenhouse Madrid,680.0,9.9,"Latina, Madrid"
Hotel Cortezo,1.38,8.3,"Centro de Madrid, Madrid"
Hostal Silserranos,1.18,8.8,"Centro de Madrid, Madrid"
Castellana Suites,1.192,8.9,"Salamanca, Madrid"
One Shot Fortuny,1.373,8.2,"Chamberí, Madrid"
Hostal Adriano,748.0,8.4,"Centro de Madrid, Madrid"
Sercotel Gran Hotel Conde Duque,1.147,8.4,"Chamberí, Madrid"
JC Rooms Santa Ana,808.0,8.0,"Centro de Madrid, Madrid"
Alojamiento turístico en Madrid,731.0,8.8,"Moratalaz, Madrid"
Hostal A Nuestra Senora de La Paloma,1.013,8.4,"Centro de Madrid, Madrid"
Petit Palace Plaza España,1.222,8.0,"Centro de Madrid, Madrid"
EdSam EUCALIPTO Madrid,541.0,6.6,"Puente de Vallecas, Madrid"
H10 Puerta de Alcalá,1.4,8.6,"Salamanca, Madrid"
Enjoy a cosy studio in Malasaña BAR,767.0,8.0,"Centro de Madrid, Madrid"
Regente Hotel,1.181,8.5,"Centro de Madrid, Madrid"
Arenal Suites Puerta del Sol,1.294,9.5,"Centro de Madrid, Madrid"
Hotel Santo Domingo,1.338,7.6,"Centro de Madrid, Madrid"
Petit Palace Cliper-Gran Vía,1.254,8.2,"Centro de Madrid, Madrid"
Hostal PETITE MAMAN,749.0,7.6,"Centro de Madrid, Madrid"
Hostal Falfes,382.0,8.4,"Tetuán, Madrid"
Hostal Abami II,1.058,8.4,"Centro de Madrid, Madrid"
GuestReady -Marvelous Retreat near Plaza de España,1.534,8.9,"Centro de Madrid, Madrid"
Petit Palace President Castellana,1.386,7.5,"Salamanca, Madrid"
LooP America,407.0,6.6,"Salamanca, Madrid"
Catalonia Plaza Mayor,1.57,9.0,"Centro de Madrid, Madrid"
Hostal La Casa de La Plaza,523.0,7.1,"Centro de Madrid, Madrid"
Acogedor estudio en Malasaña,552.0,6.4,"Centro de Madrid, Madrid"
Petit Palace Triball,1.404,8.7,"Centro de Madrid, Madrid"
Ideal flat for 4 pax -F Fpo1,735.0,8.7,"Arganzuela, Madrid"
Petit Palace Plaza Mayor,1.331,8.3,"Centro de Madrid, Madrid"
"Hotel Madrid Chamartín, Affiliated by Meliá",1.668,8.2,"Chamartín, Madrid"
One Shot Prado,1.151,7.9,"Centro de Madrid, Madrid"
Hotel Atlántico,1.58,9.2,"Centro de Madrid, Madrid"
Ilunion Pio XII,1.01,8.7,"Chamartín, Madrid"
BYPILLOW Velázquez 45,1.291,8.6,"Salamanca, Madrid"
"Alojamiento ENTERO en Madrid, con ACCESO PRIVADO",528.0,8.4,"Puente de Vallecas, Madrid"
Riu Plaza España,2.193,9.0,"Centro de Madrid, Madrid"
Apartments Center Madrid,903.0,7.9,"Centro de Madrid, Madrid"
Grupotel Mayorazgo,1.352,8.8,"Centro de Madrid, Madrid"
Hotelito Boutique Madrid Puente Vallecas,682.0,8.6,"Puente de Vallecas, Madrid"
Comfy 4 rooms apt in the heart of Chueca (Madrid center),2.107,8.3,"Centro de Madrid, Madrid"
New Go Inn,753.0,8.2,"Centro de Madrid, Madrid"
Bloom Inn Madrid,681.0,8.3,"Centro de Madrid, Madrid"
De El Retiro al cielo,863.0,9.6,"Retiro, Madrid"
UVE Marcenado,983.0,9.2,"Chamartín, Madrid"
Be Mate Gran Vía Suites,1.027,8.6,"Centro de Madrid, Madrid"
JUAN BRAVO Apartamento a estrenar con PISCINA,1.606,9.5,"Salamanca, Madrid"
Claridge Madrid,1.294,8.7,"Retiro, Madrid"
