hotel_name,price_euros,rating,neighborhood
Hotel Roger de Llúria,1.415,8.3,"Eixample, Barcelona"
HCC Taber,718.0,8.6,"Eixample, Barcelona"
HCC Montblanc,725.0,8.7,"Ciutat Vella, Barcelona"
Moxy Barcelona,1.021,8.1,"Sants-Montjuïc, Barcelona"
Pensión Coral,728.0,7.8,"Ciutat Vella, Barcelona"
Silken Sant Gervasi,763.0,8.6,"Sarrià-Sant Gervasi, Barcelona"
Residencia Universitaria Campus del Mar,845.0,7.9,"Ciutat Vella, Barcelona"
Hotel Viladomat,979.0,7.6,"Eixample, Barcelona"
AC Hotel Barcelona Fórum by Marriott,1.314,8.2,"Sant Martí, Barcelona"
"Labtwentytwo Barcelona, a Tribute Portfolio Hotel",1.162,8.4,"Sant Martí, Barcelona"
Occidental Barcelona 1929,1.148,8.8,"Sants-Montjuïc, Barcelona"
Apartaments Sant Jordi Girona 97,1.244,8.2,"Eixample, Barcelona"
Catalonia Albeniz,1.167,8.4,"Sant Martí, Barcelona"
Hotel Concordia Barcelona,1.383,8.3,"Sants-Montjuïc, Barcelona"
Catalonia Barcelona 505,1.178,8.5,"Sarrià-Sant Gervasi, Barcelona"
Catalonia Sagrada Familia,1.132,8.4,"Sant Martí, Barcelona"
Casa Cosi - La Gleva 3,2.337,9.4,"Sarrià-Sant Gervasi, Barcelona"
Pensión Iznájar Barcelona,910.0,8.0,"Ciutat Vella, Barcelona"
Axel TWO Barcelona 4 Sup - Adults Only,1.272,8.3,"Eixample, Barcelona"
Hostalin Barcelona Passeig de Gracia,903.0,7.4,"Eixample, Barcelona"
Catalonia Roma,1.237,8.4,"Eixample, Barcelona"
Abba Garden,877.0,8.4,Barcelona
Hotel Raval House,1.06,8.2,"Ciutat Vella, Barcelona"
Hotel Alimara,955.0,8.4,"Horta-Guinardó, Barcelona"
Tembo Barcelona,2.538,8.8,Barcelona
Motel One Barcelona-Ciutadella,1.18,8.8,"Sant Martí, Barcelona"
Residencia Universitaria Barcelona Diagonal,841.0,8.2,"Sarrià-Sant Gervasi, Barcelona"
Barcelona House,1.169,8.0,"Ciutat Vella, Barcelona"
C211 Barcelona Apartments,2.31,8.8,"Sarrià-Sant Gervasi, Barcelona"
Casa Elliot by Bondia Hotel Group,1.556,8.8,"Eixample, Barcelona"
NH Barcelona Les Corts,893.0,8.4,"Les Corts, Barcelona"
Hotel Paxton Barcelona,1.865,8.8,"Sant Martí, Barcelona"
Ohla Eixample,3.3,8.9,"Eixample, Barcelona"
Ohla Barcelona,3.381,9.1,"Ciutat Vella, Barcelona"
Sixtytwo Hotel,2.757,9.3,"Eixample, Barcelona"
Golden Hotel Barcelona,1.423,8.3,"Sant Martí, Barcelona"
Barcelonaforrent The Central Place,3.543,8.2,"Eixample, Barcelona"
Ecozentric,888.0,7.4,"Eixample, Barcelona"
Ramblas Apartments,6.05,8.7,"Ciutat Vella, Barcelona"
Leonardo Hotel Barcelona Gran Via,1.052,8.6,"Eixample, Barcelona"
Hotel Vilamarí,1.004,8.1,"Eixample, Barcelona"
Barcelonaforrent Urban Town Suites,2.917,7.7,"Sarrià-Sant Gervasi, Barcelona"
BCN Urbaness Hotels Bonavista,1.068,7.8,"Gracia, Barcelona"
Ciutat Vella,1.168,8.0,"Ciutat Vella, Barcelona"
Catalonia Atenas,1.248,8.3,"Sant Martí, Barcelona"
Barceló Sants,1.177,8.7,"Sants-Montjuïc, Barcelona"
Ilunion Les Corts Spa,1.125,8.2,"Les Corts, Barcelona"
NH Barcelona Diagonal Center,1.019,8.2,"Sant Martí, Barcelona"
Hotel Via Augusta,1.077,8.4,"Sarrià-Sant Gervasi, Barcelona"
Four Points by Sheraton Barcelona Diagonal,1.054,8.9,"Sant Martí, Barcelona"
Sallés Hotel Pere IV,1.448,8.1,"Sant Martí, Barcelona"
Catalonia Eixample 1864,1.563,8.6,"Eixample, Barcelona"
Hotel & Spa Villa Olimpica Suites,1.342,8.0,"Sant Martí, Barcelona"
La França Travellers Adults Only,960.0,8.3,"Sants-Montjuïc, Barcelona"
Casual Colours Barcelona,912.0,8.3,"Les Corts, Barcelona"
Hostal Gràcia,1.011,8.3,"Gracia, Barcelona"
Travelodge Barcelona Poblenou,943.0,7.3,"Sant Martí, Barcelona"
Catalonia Barcelona Plaza,1.598,8.7,"Sants-Montjuïc, Barcelona"
Zenit Barcelona,1.139,8.2,"Sarrià-Sant Gervasi, Barcelona"
BCN Urbaness Hotels Del Comte,1.278,7.6,"Eixample, Barcelona"
Leonardo Royal Hotel Barcelona Fira,1.029,8.8,"Sants-Montjuïc, Barcelona"
Gaudi Sagrada Familia,1.724,7.6,"Eixample, Barcelona"
Casa Bella Gracia by Aspasios,1.108,8.4,"Gracia, Barcelona"
