hotel_name,price_euros,rating,neighborhood
Hostal Orleans,561.0,8.7,"Ciutat Vella, Barcelona"
Luxury Patio,624.0,4.8,"Sant Martí, Barcelona"
Private rooms,427.0,6.8,"Nou Barris, Barcelona"
Spacious room in central area A,727.0,7.8,"Eixample, Barcelona"
C211 Barcelona Apartments,1.624,8.8,"Sarrià-Sant Gervasi, Barcelona"
Room Guell,392.0,,"Gracia, Barcelona"
Passeig de Gracia Studio Loft,1.534,9.2,"Eixample, Barcelona"
Micampus Barcelona Student Residence,666.0,7.9,Barcelona
Hostal Bejar,708.0,7.4,"Sants-Montjuïc, Barcelona"
Suita Born,876.0,,"Ciutat Vella, Barcelona"
LetsGo Diagonal Avenue Apartment,2.097,8.2,"Sarrià-Sant Gervasi, Barcelona"
Hesperia Barcelona Barri Gòtic,6.136,8.7,"Ciutat Vella, Barcelona"
"Zafiro, un maravilloso yate en Barcelona",762.0,10.0,Barcelona
Terrace Duplex at SAGRADA FAMILIA-GRACIA,1.755,9.6,"Gracia, Barcelona"
Hotel Nuevo Triunfo,2.113,7.8,"Sants-Montjuïc, Barcelona"
Nice apartment in Barcelona,793.0,,"Horta-Guinardó, Barcelona"
Aparthotel Napols - Abapart,1.348,8.5,"Eixample, Barcelona"
Authentic flat2 in Poble sec - Paralelo,1.262,9.0,"Sants-Montjuïc, Barcelona"
Sunotel Central,5.688,8.0,"Eixample, Barcelona"
Centric Apartments Paseo de Gracia,4.981,8.0,"Eixample, Barcelona"
1208 - EXCLUSIVE DESIGN APARTMENT,4.21,8.0,"Eixample, Barcelona"
Lamaro Hotel,9.209,9.0,"Ciutat Vella, Barcelona"
Sixties Ramblas,7.07,8.5,"Ciutat Vella, Barcelona"
Lodging Apartments City Center-Eixample,4.615,8.6,"Eixample, Barcelona"
Casa Abamita,7.035,8.6,"Eixample, Barcelona"
Lodging Apartments Liceu G2,4.229,8.2,"Ciutat Vella, Barcelona"
Hotel Casa Bonay,8.866,9.0,"Eixample, Barcelona"
Amra Barcelona Caspe,1.126,8.3,"Eixample, Barcelona"
Josep Tarradellas 80,746.0,9.6,"Eixample, Barcelona"
Ola Living Calabria,1.659,8.2,"Eixample, Barcelona"
Click&Flat Sugranyes,990.0,8.1,"Sants-Montjuïc, Barcelona"
BruStar Gotic-Centric,1.214,7.5,"Eixample, Barcelona"
Modern pad in a great old barrio,1.145,8.7,"Sant Martí, Barcelona"
Hermoso piso en el centro de Barcelona,1.68,9.4,"Ciutat Vella, Barcelona"
Ola Living Hostal Diagonal,1.4,7.0,"Sarrià-Sant Gervasi, Barcelona"
Ndlr 2-4 · Authentic flat in Poble Sec - Paralelo,1.246,7.6,"Sants-Montjuïc, Barcelona"
"Ally's Bed&Breakfast,",1.822,8.1,"Eixample, Barcelona"
Ola Living Gracia,1.569,7.3,"Gracia, Barcelona"
Ola Living MACBA,1.981,8.2,"Ciutat Vella, Barcelona"
Urban Flats Vallirana,1.549,8.5,"Sarrià-Sant Gervasi, Barcelona"
Dudu life,1.04,9.3,"Eixample, Barcelona"
Ola Living Portaferrissa,2.134,8.4,"Ciutat Vella, Barcelona"
Apartments Sata Olimpic Village Area,2.206,8.9,"Sant Martí, Barcelona"
Ola Living Santa Anna,2.452,8.2,"Ciutat Vella, Barcelona"
Plaza Universitat,2.391,8.1,"Eixample, Barcelona"
Enjoy Apartments Sofia,2.317,7.3,"Eixample, Barcelona"
Hostal Centric,2.37,8.9,"Eixample, Barcelona"
Catalunya,1.654,8.2,"Ciutat Vella, Barcelona"
Close to Passeig de Gracia,1.625,7.2,"Eixample, Barcelona"
Ola Living Music,3.316,8.4,"Ciutat Vella, Barcelona"
Fridays Flats Casa Aquamarine,2.67,8.0,"Sant Martí, Barcelona"
Hostal Sol y K,1.626,7.6,"Ciutat Vella, Barcelona"
Plaza Goya Rooms,2.153,8.2,"Eixample, Barcelona"
Palau de la Musica Apartments,2.768,8.3,"Ciutat Vella, Barcelona"
Ola Living Paseo de Gracia,4.43,8.7,"Eixample, Barcelona"
Apartamento Rosellón,1.371,9.4,"Sant Martí, Barcelona"
