hotel_name,price_euros,rating,neighborhood
Relais & Châteaux Hotel Orfila,3493.0,9.3,"Chamberi, Madrid"
Catalonia Atocha,1120.0,8.8,"Madrid City Center, Madrid"
Colon Suites,876.0,8.1,"Madrid City Center, Madrid"
Apartamentos Juan Bravo,727.0,8.4,"Salamanca, Madrid"
MEZZANINE ORANGE,717.0,8.4,"Madrid City Center, Madrid"
Hotel Puerta de Toledo,819.0,8.8,"Arganzuela, Madrid"
Castellana Suites,1192.0,8.9,"Salamanca, Madrid"
Catalonia Puerta del Sol,1190.0,8.9,"Madrid City Center, Madrid"
MEZZANINE WHiTE,774.0,9.1,"Madrid City Center, Madrid"
Juan Bravo Suites,1327.0,8.9,"Salamanca, Madrid"
"Precioso apartamento en Puente Vallecas, Madrid.",636.0,9.2,"Puente de Vallecas, Madrid"
Catalonia Gran Vía Madrid,1190.0,8.7,"Madrid City Center, Madrid"
Vallecas Apartments,598.0,8.9,"Villa de Vallecas, Madrid"
Hostal Santa Cruz,701.0,8.8,"Madrid City Center, Madrid"
Ibis Madrid Centro las Ventas,842.0,8.2,"Salamanca, Madrid"
Elba Madrid Alcalá,1002.0,8.9,"San Blas, Madrid"
Vértice Roomspace,410.0,8.0,"Villaverde, Madrid"
ESTUDIOS GRAN VÍA,745.0,8.1,"Madrid City Center, Madrid"
Zenit Abeba,1083.0,8.8,"Salamanca, Madrid"
Catalonia Goya,1190.0,8.9,"Salamanca, Madrid"
limehome Madrid La Bolsa,928.0,8.9,"Madrid City Center, Madrid"
RiNa MADRID apartamento 2,597.0,9.7,"Moncloa-Aravaca, Madrid"
Espahotel Gran Vía,1045.0,8.3,"Madrid City Center, Madrid"
Hotel Gran Legazpi,764.0,8.3,"Arganzuela, Madrid"
Espahotel Plaza Basílica,931.0,8.5,"Tetuan, Madrid"
Tribu Malasaña,1013.0,8.9,"Madrid City Center, Madrid"
ITC Infantas by Soho Boutique,1092.0,8.2,"Madrid City Center, Madrid"
Hostal Rivera - Atocha,564.0,7.8,"Madrid City Center, Madrid"
ARTIEM Madrid,903.0,9.4,"Ciudad Lineal, Madrid"
Motel One Madrid-Plaza de España,1153.0,8.8,"Moncloa-Aravaca, Madrid"
Sercotel Togumar,827.0,8.4,"Chamartín, Madrid"
Hostal Silserranos,813.0,8.8,"Madrid City Center, Madrid"
New apartment in center Madrid!,942.0,9.3,"Madrid City Center, Madrid"
Zleep Madrid Airport,630.0,8.3,"San Blas, Madrid"
The Match Madrid,842.0,8.3,"Chamberi, Madrid"
Carretas Attics Apartments,943.0,8.7,"Madrid City Center, Madrid"
Hostal Lauria,884.0,9.2,"Madrid City Center, Madrid"
ITC Mora by Soho Boutique,927.0,7.8,"Madrid City Center, Madrid"
WM Stays Estudio Elegante,535.0,8.7,"Tetuan, Madrid"
Aparto-Hotel Rosales,1001.0,8.9,"Moncloa-Aravaca, Madrid"
MADRID URBAN SUITES Nuevo APARTAHOTEL con 7 Apartamentos -7 flats full equiped,916.0,8.7,"Puente de Vallecas, Madrid"
Carretas Apartments,1353.0,9.0,"Madrid City Center, Madrid"
AC Hotel Madrid Feria by Marriott,958.0,8.6,"Hortaleza, Madrid"
Catalonia Plaza Mayor,1450.0,9.0,"Madrid City Center, Madrid"
Ibis Budget Madrid Centro Las Ventas,626.0,7.9,"Ciudad Lineal, Madrid"
Hostal Macarena,876.0,8.4,"Madrid City Center, Madrid"
4C Bravo Murillo,850.0,8.2,"Tetuan, Madrid"
Sercotel Gran Hotel Conde Duque,1052.0,8.4,"Chamberi, Madrid"
apartamento reformado en el barrio de las letras,866.0,7.1,"Madrid City Center, Madrid"
Casa de Huéspedes Cuenca,350.0,8.2,"Arganzuela, Madrid"
Apartamento Vallecas Plaza,619.0,9.3,"Puente de Vallecas, Madrid"
Espahotel Plaza de España,1045.0,7.8,"Madrid City Center, Madrid"
One Shot Recoletos,1185.0,7.6,"Salamanca, Madrid"
Hostal Central Palace Madrid,938.0,9.2,"Madrid City Center, Madrid"
Suits recién reformadas Marqués de Vadillo,729.0,8.8,"Carabanchel, Madrid"
maravilloso apartamento zona financiera,726.0,9.0,"Tetuan, Madrid"
Hostal Adis,911.0,8.4,"Madrid City Center, Madrid"
RiNa MADRID apartamento1,613.0,9.8,"Moncloa-Aravaca, Madrid"
BYPILLOW Crosstown,927.0,8.7,"Madrid City Center, Madrid"
Apartamentos Recoletos,918.0,7.6,"Salamanca, Madrid"
BYPILLOW Velázquez 45,995.0,8.6,"Salamanca, Madrid"
Suite privada,536.0,6.0,"Chamberi, Madrid"
Ok Hostel Madrid,900.0,9.0,"Madrid City Center, Madrid"
Catalonia Las Cortes,1400.0,9.3,"Madrid City Center, Madrid"
Fee4Me. Vallés 6,1141.0,9.6,"Arganzuela, Madrid"
Refugio 2BR y 2BA Azca/Bernabéu,947.0,9.3,"Tetuan, Madrid"
H10 Puerta de Alcalá,1280.0,8.6,"Salamanca, Madrid"
AC Hotel Avenida de América by Marriott,1287.0,8.8,"Salamanca, Madrid"
Globales Acis y Galatea,718.0,7.9,"Hortaleza, Madrid"
Edsan,541.0,9.3,"Puente de Vallecas, Madrid"
Avenida De America Tijcal,893.0,8.6,"Salamanca, Madrid"
Santa Ana´s Charming Flat,1010.0,9.2,"Madrid City Center, Madrid"
Agumar,1064.0,8.1,"Retiro, Madrid"
One Shot Fortuny,1358.0,8.2,"Chamberi, Madrid"
Apartamentos Las Torres,924.0,8.7,"Tetuan, Madrid"
CH Bueno,765.0,9.2,"Madrid City Center, Madrid"
Apartments Center Madrid,940.0,7.9,"Madrid City Center, Madrid"
Hotel Liabeny,1650.0,8.9,"Madrid City Center, Madrid"
CajaSoul by Caja Mágica Madrid,1060.0,9.4,"Usera, Madrid"
H-A Aparthotel Hotel Quo,831.0,8.2,"Salamanca, Madrid"
Apartamentos EconoStay Plaza de España,601.0,7.3,"Madrid City Center, Madrid"
Turísticos Cuenca 3,694.0,7.8,"Tetuan, Madrid"
Habitaciónes doble con baño privado en el centro de Madrid,381.0,6.8,"Carabanchel, Madrid"
Dormirdcine,995.0,8.7,"Salamanca, Madrid"
Hotel Santo Domingo,1179.0,7.6,"Madrid City Center, Madrid"
Sercotel Alcalá 611,794.0,8.5,"San Blas, Madrid"
Oriente Palace Apartments,1181.0,9.0,"Madrid City Center, Madrid"
Velazquez Suites,1306.0,9.1,"Salamanca, Madrid"
S42 Estudio en Madrid Centro con Wifi,532.0,7.5,"Madrid City Center, Madrid"
Sonder Sofia,892.0,9.0,"Arganzuela, Madrid"
Catalonia El Retiro,963.0,8.9,"Retiro, Madrid"
Hotel Atlántico,1589.0,9.2,"Madrid City Center, Madrid"
Madrid Centro Excepcional,920.0,,"Madrid City Center, Madrid"
Porcel Ganivet,800.0,8.8,"Madrid City Center, Madrid"
Hostal Abel Victoriano,760.0,7.8,"Madrid City Center, Madrid"
Abba Madrid,1200.0,8.7,"Salamanca, Madrid"
Bob W Chueca,863.0,8.8,"Madrid City Center, Madrid"
Casa Sergio,485.0,9.2,"Moncloa-Aravaca, Madrid"
Suites Viena Plaza de España,1161.0,9.0,"Moncloa-Aravaca, Madrid"
Alojamiento turístico en Madrid,731.0,8.8,"Moratalaz, Madrid"
Riu Plaza España,1973.0,9.0,"Madrid City Center, Madrid"
H-A San Mateo Suites,655.0,7.7,"Madrid City Center, Madrid"
Luxury Green Hostal Madrid Gran Vía,1070.0,9.1,"Madrid City Center, Madrid"
Hotel Praga,850.0,8.4,"Carabanchel, Madrid"
Sercotel Madrid Aeropuerto,794.0,8.5,"Barajas, Madrid"
Apartamentos Soho Boutique Hoy No Me Puedo Levantar,1367.0,8.5,"Madrid City Center, Madrid"
Porcel Torre Garden,627.0,8.5,"Ciudad Lineal, Madrid"
Avani Alonso Martinez Madrid hotel -previously NH Alonso Martinez,1545.0,8.6,"Chamberi, Madrid"
Hostal Marlasca,977.0,8.3,"Madrid City Center, Madrid"
U-Sense Madrid Santa Ana,1888.0,9.3,"Madrid City Center, Madrid"
Regente Hotel,1161.0,8.5,"Madrid City Center, Madrid"
Hostal Goyal Pizarro,767.0,8.0,"Madrid City Center, Madrid"
Hostal Sol Los Angeles,977.0,7.9,"Madrid City Center, Madrid"
Intelier Palacio San Martin,1236.0,8.8,"Madrid City Center, Madrid"
"Precioso apartamento en Puente Vallecas, Madrid. D",636.0,9.2,"Puente de Vallecas, Madrid"
Tranquilo y elegante - Cerca de IFEMA y Aeropuerto,712.0,,"Hortaleza, Madrid"
Ilunion Suites Madrid,1134.0,8.5,"Chamartín, Madrid"
GuestReady -Marvelous Retreat near Plaza de España,1710.0,8.9,"Madrid City Center, Madrid"
