hotel_name,price_euros,rating,neighborhood
Apartamentos Juan Bravo,508.0,8.4,"Salamanca, Madrid"
Exe Moncloa,645.0,8.3,"Chamberi, Madrid"
Zenit Abeba,688.0,8.8,"Salamanca, Madrid"
Elba Madrid Alcalá,604.0,8.9,"San Blas, Madrid"
Hostal Palacio Luna,556.0,8.7,"Madrid City Center, Madrid"
Hotel Sardinero Madrid,715.0,9.0,"Chamberi, Madrid"
Alojamiento cerca del Wizink y Las Ventas,414.0,8.5,"Salamanca, Madrid"
Espahotel Plaza Basílica,599.0,8.5,"Tetuan, Madrid"
Motel One Madrid-Plaza de España,713.0,8.8,"Moncloa-Aravaca, Madrid"
Quiet and cosy flat in N. Salamanca,593.0,8.4,"Salamanca, Madrid"
Acogedor Loft en Chueca. Cozy Loft in Chueca,648.0,8.6,"Madrid City Center, Madrid"
ARTIEM Madrid,595.0,9.4,"Ciudad Lineal, Madrid"
Hostal Alexis Madrid,506.0,8.6,"Madrid City Center, Madrid"
Eurostars Central,635.0,8.4,"Madrid City Center, Madrid"
Catalonia Atocha,1060.0,8.8,"Madrid City Center, Madrid"
AC Hotel Avenida de América by Marriott,762.0,8.8,"Salamanca, Madrid"
ITC Infantas by Soho Boutique,737.0,8.2,"Madrid City Center, Madrid"
Plaza Mayor Suites & Apartments,829.0,8.9,"Madrid City Center, Madrid"
Sercotel Togumar,524.0,8.4,"Chamartín, Madrid"
Fee4Me. Vallés 6,741.0,9.6,"Arganzuela, Madrid"
Dear Hotel Madrid,1043.0,8.8,"Madrid City Center, Madrid"
MEZZANINE ORANGE,602.0,8.4,"Madrid City Center, Madrid"
Exe Plaza,564.0,8.7,"Tetuan, Madrid"
Hotel Puerta de Toledo,657.0,8.8,"Arganzuela, Madrid"
The Social Hub Madrid,634.0,8.8,"Moncloa-Aravaca, Madrid"
Tribu Malasaña,731.0,8.9,"Madrid City Center, Madrid"
Catalonia Gran Vía Madrid,1130.0,8.7,"Madrid City Center, Madrid"
Ibis Madrid Centro las Ventas,586.0,8.2,"Salamanca, Madrid"
ITC Mora by Soho Boutique,577.0,7.8,"Madrid City Center, Madrid"
Dormirdcine,565.0,8.7,"Salamanca, Madrid"
BYPILLOW Velázquez 45,644.0,8.6,"Salamanca, Madrid"
apartamento reformado en el barrio de las letras,613.0,7.1,"Madrid City Center, Madrid"
Hotel Serrano,684.0,8.5,"Salamanca, Madrid"
Preciados,968.0,8.9,"Madrid City Center, Madrid"
Vértice Roomspace,418.0,8.0,"Villaverde, Madrid"
La Estación de Atocha,565.0,7.6,"Arganzuela, Madrid"
One Shot Prado,672.0,7.9,"Madrid City Center, Madrid"
One Shot Fortuny,783.0,8.2,"Chamberi, Madrid"
One Shot Luchana,688.0,7.9,"Chamberi, Madrid"
Hotel Santo Domingo,774.0,7.6,"Madrid City Center, Madrid"
Avani Alonso Martinez Madrid hotel -previously NH Alonso Martinez,679.0,8.6,"Chamberi, Madrid"
Minty Stay - Galdo,662.0,9.2,"Madrid City Center, Madrid"
Hostal Central Palace Madrid,699.0,9.2,"Madrid City Center, Madrid"
Urban rooms Fuencarral,484.0,7.0,"Madrid City Center, Madrid"
Catalonia Puerta del Sol,1130.0,8.9,"Madrid City Center, Madrid"
Apartamentos Adelfas,471.0,7.5,"Retiro, Madrid"
4C Bravo Murillo,560.0,8.2,"Tetuan, Madrid"
Axel Hotel Madrid - Adults Only,822.0,8.3,"Madrid City Center, Madrid"
Espahotel Gran Vía,831.0,8.3,"Madrid City Center, Madrid"
Hostal Manuela by Gaiarooms,456.0,7.6,"Madrid City Center, Madrid"
Petit Palace Arturo Soria Alcalá,744.0,8.7,"Ciudad Lineal, Madrid"
Petit Palace Plaza Mayor,834.0,8.3,"Madrid City Center, Madrid"
CH Bueno,527.0,9.2,"Madrid City Center, Madrid"
Petit Palace President Castellana,702.0,7.5,"Salamanca, Madrid"
Abba Madrid,740.0,8.7,"Salamanca, Madrid"
Room Mate Mario,611.0,8.7,"Madrid City Center, Madrid"
Petit Palace Savoy Alfonso XII,861.0,8.4,"Retiro, Madrid"
Hostal Santo Domingo,422.0,8.0,"Madrid City Center, Madrid"
Room Mate Alicia,727.0,8.7,"Madrid City Center, Madrid"
Catalonia Plaza Mayor,1130.0,9.0,"Madrid City Center, Madrid"
Hotel Moderno Puerta del Sol,841.0,8.8,"Madrid City Center, Madrid"
Catalonia Goya,1130.0,8.9,"Salamanca, Madrid"
Zleep Madrid Airport,503.0,8.3,"San Blas, Madrid"
Agora Juan de Austria,667.0,8.4,"Chamberi, Madrid"
GARDEN HOUSE Madrid,493.0,9.6,"Moratalaz, Madrid"
Petit Palace Plaza España,753.0,8.0,"Madrid City Center, Madrid"
Petit Palace Alcalá,999.0,8.3,"Madrid City Center, Madrid"
ICON Wipton,1372.0,8.9,"Salamanca, Madrid"
Uma Suites Atocha,616.0,8.6,"Madrid City Center, Madrid"
Apartamentos Recoletos,630.0,7.6,"Salamanca, Madrid"
Hostal Abel Victoriano,543.0,7.8,"Madrid City Center, Madrid"
Intelier Palacio San Martin,743.0,8.8,"Madrid City Center, Madrid"
Sercotel Alcalá 611,557.0,8.5,"San Blas, Madrid"
NH Madrid Chamberí,671.0,8.5,"Chamberi, Madrid"
NH Madrid Atocha,753.0,8.3,"Retiro, Madrid"
Estudio Madrid Norte 2,438.0,9.1,"Fuencarral-El Pardo, Madrid"
Hostal Macarena,726.0,8.4,"Madrid City Center, Madrid"
Bright and Cozy - 1Bedroom 1Bath - Las Letras,694.0,8.7,"Madrid City Center, Madrid"
Feelathome Ventas Suites,652.0,8.9,"Salamanca, Madrid"
Feelathome Castilla Apartments,616.0,9.2,"Tetuan, Madrid"
One Shot Recoletos,858.0,7.6,"Salamanca, Madrid"
Ok Hostel Madrid,900.0,9.0,"Madrid City Center, Madrid"
Hostal Adis,561.0,8.4,"Madrid City Center, Madrid"
Apartamentos Cava Baja,928.0,9.1,"Madrid City Center, Madrid"
UVE Marcenado,658.0,9.2,"Chamartín, Madrid"
Porcel Ganivet,615.0,8.8,"Madrid City Center, Madrid"
Aparto-Hotel Rosales,664.0,8.9,"Moncloa-Aravaca, Madrid"
Charming Cozy Lavapies,605.0,7.8,"Madrid City Center, Madrid"
Apartamento cerca Plaza Mayor,893.0,8.8,"Madrid City Center, Madrid"
Ilunion Atrium,714.0,8.5,"Ciudad Lineal, Madrid"
Hotel Cortezo,940.0,8.3,"Madrid City Center, Madrid"
