hotel_name,price_euros,rating,neighborhood
Tembo Barcelona,2028.0,8.8,Barcelona
Hostal Orleans,605.0,8.7,"Ciutat Vella, Barcelona"
Vincci Bit,1290.0,8.5,"Sant Martí, Barcelona"
Pensión Villanueva,448.0,7.2,"Ciutat Vella, Barcelona"
Hotel 1898,2729.0,8.9,"Ciutat Vella, Barcelona"
Unite Hostel Barcelona,1308.0,8.0,"Sant Martí, Barcelona"
Hotel Pulitzer Barcelona,2106.0,8.9,"Eixample, Barcelona"
Miiro Borneta,1932.0,9.0,"Ciutat Vella, Barcelona"
Vincci Gala,1989.0,8.6,"Eixample, Barcelona"
Oriente Atiram,1527.0,8.3,"Ciutat Vella, Barcelona"
BARCELONA GOTIC Guesthouse,684.0,7.7,"Ciutat Vella, Barcelona"
Golden Hotel Barcelona,1513.0,8.3,"Sant Martí, Barcelona"
Exe Plaza Catalunya,2080.0,8.4,"Eixample, Barcelona"
Mercer House Bòria BCN,3288.0,8.1,"Ciutat Vella, Barcelona"
Seventy Barcelona,2559.0,9.1,"Eixample, Barcelona"
Hotel Paxton Barcelona,2077.0,8.8,"Sant Martí, Barcelona"
Catalonia La Boquería,1695.0,8.3,"Ciutat Vella, Barcelona"
Hotel Viladomat,1642.0,7.6,"Eixample, Barcelona"
Ohla Barcelona,3963.0,9.1,"Ciutat Vella, Barcelona"
Catalonia Barcelona 505,1548.0,8.5,"Sarrià-St. Gervasi, Barcelona"
Olivia Plaza Hotel,2599.0,9.3,"Ciutat Vella, Barcelona"
Axel TWO Barcelona 4 Sup - Adults Only,1566.0,8.3,"Eixample, Barcelona"
Hotel Via Augusta,1247.0,8.4,"Sarrià-St. Gervasi, Barcelona"
Occidental Atenea Mar - Adults Only,1497.0,8.2,"Sant Martí, Barcelona"
Vincci Maritimo,1727.0,8.4,"Sant Martí, Barcelona"
Hotel & Spa Villa Olimpica Suites,1548.0,8.0,"Sant Martí, Barcelona"
The Social Hub Barcelona Poblenou,1486.0,8.8,"Sant Martí, Barcelona"
Sallés Hotel Pere IV,1640.0,8.1,"Sant Martí, Barcelona"
Travelodge Barcelona Poblenou,1056.0,7.3,"Sant Martí, Barcelona"
ME Barcelona,3879.0,9.1,"Eixample, Barcelona"
Leonardo Hotel Barcelona Gran Via,1853.0,8.6,"Eixample, Barcelona"
Citadines Ramblas Barcelona,1899.0,8.6,"Ciutat Vella, Barcelona"
