hotel_name,price_euros,rating,neighborhood
Residencia Universitaria Campus del Mar,845.0,7.9,"Ciutat Vella, Barcelona"
Pensión Coral,743.0,7.8,"Ciutat Vella, Barcelona"
My Address in Plaza Real,1132.0,7.9,"Ciutat Vella, Barcelona"
Aparthotel Silver,1019.0,8.7,"Gràcia, Barcelona"
ZOOROOMS Boutique Guesthouse,1054.0,9.1,"Eixample, Barcelona"
Hotel Concordia Barcelona,1328.0,8.3,"Sants-Montjuïc, Barcelona"
Up Suites BCN,1501.0,8.9,"Eixample, Barcelona"
Hostal Operaramblas,959.0,8.8,"Ciutat Vella, Barcelona"
Charmsuites Paralel,1158.0,7.7,"Sants-Montjuïc, Barcelona"
Ola Living MACBA,1186.0,8.2,"Ciutat Vella, Barcelona"
Hostal Orleans,1336.0,8.7,"Ciutat Vella, Barcelona"
Grupotel Gravina,1190.0,8.4,"Ciutat Vella, Barcelona"
Ramblas Hotel,1104.0,7.3,"Ciutat Vella, Barcelona"
Ecozentric,948.0,7.4,"Eixample, Barcelona"
Hostalin Barcelona Passeig de Gracia,1017.0,7.4,"Eixample, Barcelona"
Apartaments Sant Jordi Girona 97,1594.0,8.2,"Eixample, Barcelona"
Barcelona Mercaders Apartments,1561.0,8.0,"Ciutat Vella, Barcelona"
Barcelona House,1315.0,8.0,"Ciutat Vella, Barcelona"
Axel TWO Barcelona 4 Sup - Adults Only,1357.0,8.3,"Eixample, Barcelona"
Sallés Hotel Pere IV,1516.0,8.1,"Sant Martí, Barcelona"
Hotel Lloret Ramblas,1206.0,8.1,"Ciutat Vella, Barcelona"
Hotel Continental Palacete,1855.0,8.5,"Eixample, Barcelona"
Charmsuites Nou Rambla,1158.0,7.5,"Sants-Montjuïc, Barcelona"
Hotel Raval House,1488.0,8.2,"Ciutat Vella, Barcelona"
Hotel Rialto,1384.0,8.5,"Ciutat Vella, Barcelona"
Ola Living Born,1253.0,8.1,"Ciutat Vella, Barcelona"
Golden Hotel Barcelona,1493.0,8.3,"Sant Martí, Barcelona"
Tembo Barcelona,2573.0,8.8,Barcelona
Hotel Continental Barcelona,1779.0,8.1,"Ciutat Vella, Barcelona"
Catalonia Albeniz,1387.0,8.4,"Sant Martí, Barcelona"
Hotel Viladomat,1542.0,7.6,"Eixample, Barcelona"
Catalonia Sagrada Familia,1337.0,8.4,"Sant Martí, Barcelona"
Magatzem 128,1372.0,8.7,"Eixample, Barcelona"
Ramblas Apartments,1820.0,8.7,"Ciutat Vella, Barcelona"
Aparthotel Bcn Montjuic,1304.0,8.4,"Sants-Montjuïc, Barcelona"
Hostalet de Barcelona,827.0,8.0,"Eixample, Barcelona"
Violeta Boutique,1410.0,9.0,"Eixample, Barcelona"
08028 Apartments,1177.0,8.8,"Les Corts, Barcelona"
Catalonia Roma,1427.0,8.4,"Eixample, Barcelona"
Barcelona Fifteen central Aparthotel,1071.0,7.4,"Sants-Montjuïc, Barcelona"
"The Hoxton, Poblenou",1965.0,8.5,"Sant Martí, Barcelona"
Gaudi Sagrada Familia,1724.0,7.6,"Eixample, Barcelona"
HOSTAL BEDMATES,919.0,8.3,"Sants-Montjuïc, Barcelona"
ibis Styles Barcelona City Bogatell,1463.0,8.4,"Sant Martí, Barcelona"
SERHS Carlit Boutique Hotel,1256.0,8.5,"Eixample, Barcelona"
Aparthotel Augusta,1228.0,8.5,"Sarrià-St. Gervasi, Barcelona"
AC Hotel Barcelona Fórum by Marriott,1576.0,8.1,"Sant Martí, Barcelona"
Catalonia Diagonal Centro,1798.0,8.7,"Eixample, Barcelona"
Catalonia Barcelona 505,1428.0,8.5,"Sarrià-St. Gervasi, Barcelona"
C211 Barcelona Apartments,2102.0,8.8,"Sarrià-St. Gervasi, Barcelona"
"Chambre avec accès privé, terrasse, piscine",909.0,10.0,"Gràcia, Barcelona"
Four Points by Sheraton Barcelona Airport,1065.0,8.7,Barcelona
My Address in Barcelona,1625.0,8.5,"Eixample, Barcelona"
Ciutat Vella,1375.0,8.0,"Ciutat Vella, Barcelona"
Ohla Barcelona,3845.0,9.1,"Ciutat Vella, Barcelona"
Hostal Fernando,1187.0,8.4,"Ciutat Vella, Barcelona"
Hotel & Spa Villa Olimpica Suites,1493.0,8.0,"Sant Martí, Barcelona"
Catalonia Passeig de Gràcia 4* Sup,2218.0,9.1,"Eixample, Barcelona"
Ohla Eixample,3591.0,8.9,"Eixample, Barcelona"
Zenit Barcelona,1251.0,8.2,"Sarrià-St. Gervasi, Barcelona"
Fisa Rentals Ramblas Apartments,1743.0,8.7,"Eixample, Barcelona"
Catalonia Portal de l'Angel,1887.0,8.8,"Ciutat Vella, Barcelona"
Hotel Villa Emilia,1627.0,8.9,"Eixample, Barcelona"
Serennia Cest Apartamentos Arc de Triomf,1751.0,8.6,"Eixample, Barcelona"
Hotel Paxton Barcelona,2422.0,8.8,"Sant Martí, Barcelona"
Hotel Via Augusta,1392.0,8.4,"Sarrià-St. Gervasi, Barcelona"
Oriente Atiram,1443.0,8.3,"Ciutat Vella, Barcelona"
Catalonia Eixample 1864,1848.0,8.6,"Eixample, Barcelona"
You Stylish El Born Apartments,1855.0,8.4,"Eixample, Barcelona"
Hotel Sant Agustí,1554.0,8.0,"Ciutat Vella, Barcelona"
Nicebarcelonaapartments,1720.0,8.6,"Ciutat Vella, Barcelona"
NH Barcelona Diagonal Center,1215.0,8.2,"Sant Martí, Barcelona"
Catalonia Atenas,1468.0,8.3,"Sant Martí, Barcelona"
Serennia Exclusive Rooms,1410.0,8.6,"Eixample, Barcelona"
Acta Antibes,1157.0,8.5,"Eixample, Barcelona"
