hotel_name,price_euros,rating,neighborhood
Le Petit Palü-Fuencarral,527.0,7.8,"Madrid City Center, Madrid"
limehome Madrid Calle de Don Ramón de la Cruz,727.0,8.6,"Salamanca, Madrid"
Bob W Chueca,666.0,8.8,"Madrid City Center, Madrid"
limehome Madrid La Bolsa,824.0,8.9,"Madrid City Center, Madrid"
limehome Madrid Calle de la Paloma,760.0,8.6,"Madrid City Center, Madrid"
Ibis Madrid Centro las Ventas,748.0,8.2,"Salamanca, Madrid"
"Nuevo, luminoso y céntrico",571.0,,"Madrid City Center, Madrid"
AC Hotel Avenida de América by Marriott,871.0,8.8,"Salamanca, Madrid"
Estudio Madrid Norte 2,496.0,9.1,"Fuencarral-El Pardo, Madrid"
limehome Madrid San Lorenzo,776.0,8.4,"Madrid City Center, Madrid"
Suites Viena Plaza de España,1008.0,9.0,"Moncloa-Aravaca, Madrid"
Ibis Budget Madrid Centro Lavapies,723.0,8.0,"Madrid City Center, Madrid"
Albergue Miguel Ángel,759.0,8.0,"Madrid City Center, Madrid"
Casa de Huéspedes Cuenca,350.0,8.2,"Arganzuela, Madrid"
Hotel Santo Domingo,819.0,7.6,"Madrid City Center, Madrid"
limehome Madrid Calle de la Madera - Digital Access,779.0,8.0,"Madrid City Center, Madrid"
RiNa MADRID apartamento 2,597.0,9.7,"Moncloa-Aravaca, Madrid"
Apartments Central Madrid - q2home,942.0,9.3,"Madrid City Center, Madrid"
Apartamentos EconoStay Plaza de España,548.0,7.3,"Madrid City Center, Madrid"
maravilloso apartamento zona financiera,726.0,9.0,"Tetuan, Madrid"
Hostal Macarena,840.0,8.4,"Madrid City Center, Madrid"
Apartamentos Huertas,839.0,8.8,"Madrid City Center, Madrid"
RiNa MADRID apartamento1,613.0,9.8,"Moncloa-Aravaca, Madrid"
Ibis Budget Madrid Centro Las Ventas,558.0,7.9,"Ciudad Lineal, Madrid"
Apartamentos Juan Bravo,913.0,8.4,"Salamanca, Madrid"
H-A San Mateo Suites,546.0,7.7,"Madrid City Center, Madrid"
Hello Madrid,373.0,7.7,"Hortaleza, Madrid"
Bob W Arte,853.0,9.2,"Arganzuela, Madrid"
Hotel Acta Madfor,759.0,8.4,"Moncloa-Aravaca, Madrid"
Urban rooms Fuencarral,639.0,7.0,"Madrid City Center, Madrid"
Hotel Puerta de Toledo,945.0,8.8,"Arganzuela, Madrid"
Suits recién reformadas Marqués de Vadillo,737.0,8.8,"Carabanchel, Madrid"
CH Bueno,816.0,9.2,"Madrid City Center, Madrid"
Hospedium Hotel Los Condes,866.0,8.5,"Madrid City Center, Madrid"
H-A Aparthotel Hotel Quo,737.0,8.2,"Salamanca, Madrid"
Madrid Centro Excepcional,920.0,,"Madrid City Center, Madrid"
Plaza España RIO,552.0,7.4,"Madrid City Center, Madrid"
Apartamentos Las Torres,924.0,8.7,"Tetuan, Madrid"
Hello Feria,252.0,6.3,"Hortaleza, Madrid"
Fee4Me. Vallés 6,1215.0,9.6,"Arganzuela, Madrid"
Elba Madrid Alcalá,1290.0,8.9,"San Blas, Madrid"
Suite privada,536.0,6.0,"Chamberi, Madrid"
Luxury Green Hostal Madrid Gran Vía,1070.0,9.1,"Madrid City Center, Madrid"
Hotel Liabeny,1584.0,8.9,"Madrid City Center, Madrid"
