hotel_name,price_euros,rating,neighborhood
INNSiDE by Meliá Barcelona Apolo,1232.0,8.9,"Sants-Montjuïc, Barcelona"
Four Points by Sheraton Barcelona Airport,659.0,8.7,Barcelona
Hotel Market,1031.0,7.6,"Eixample, Barcelona"
ibis Styles Barcelona City Bogatell,1013.0,8.4,"Sant Martí, Barcelona"
Moxy Barcelona,1117.0,8.1,"Sants-Montjuïc, Barcelona"
Casa Bella Gracia by Aspasios,1062.0,8.4,"Gràcia, Barcelona"
NH Barcelona Diagonal Center,998.0,8.2,"Sant Martí, Barcelona"
Travelodge Barcelona Poblenou,857.0,7.3,"Sant Martí, Barcelona"
One Shot Aragó,1331.0,8.6,"Eixample, Barcelona"
Catalonia Barcelona 505,1128.0,8.5,"Sarrià-St. Gervasi, Barcelona"
Hostal BESTPRICE Barcelona Stadium,605.0,8.3,"Les Corts, Barcelona"
Silken Sant Gervasi,881.0,8.6,"Sarrià-St. Gervasi, Barcelona"
Aspasios Charming Flats,1209.0,8.6,"Eixample, Barcelona"
Hotel BESTPRICE Diagonal,940.0,8.4,"Sant Martí, Barcelona"
Catalonia Sagrada Familia,1082.0,8.4,"Sant Martí, Barcelona"
Acta Antibes,1101.0,8.5,"Eixample, Barcelona"
Catalonia Atenas,1118.0,8.3,"Sant Martí, Barcelona"
Citadines Ramblas Barcelona,1342.0,8.6,"Ciutat Vella, Barcelona"
Sallés Hotel Pere IV,1348.0,8.1,"Sant Martí, Barcelona"
Catalonia Diagonal Centro,1418.0,8.7,"Eixample, Barcelona"
Catalonia Gracia,1228.0,8.5,"Eixample, Barcelona"
BARCELONA GOTIC Guesthouse,699.0,7.7,"Ciutat Vella, Barcelona"
ApartEasy - Gracia Apartments,1171.0,7.1,"Gràcia, Barcelona"
Hotel Ronda Lesseps,1084.0,8.6,"Gràcia, Barcelona"
Catalonia Albeniz,1177.0,8.4,"Sant Martí, Barcelona"
Occidental Barcelona 1929,1337.0,8.8,"Sants-Montjuïc, Barcelona"
Oriente Atiram,1218.0,8.3,"Ciutat Vella, Barcelona"
Hotel BESTPRICE Gracia,970.0,8.5,"Gràcia, Barcelona"
Hostal Ramos,927.0,7.7,"Ciutat Vella, Barcelona"
B Hotel,1240.0,8.6,"Eixample, Barcelona"
Catalonia La Boquería,1276.0,8.3,"Ciutat Vella, Barcelona"
NH Barcelona Les Corts,933.0,8.4,"Les Corts, Barcelona"
Hotel Oasis,1083.0,8.5,"Ciutat Vella, Barcelona"
Hotel Acta Laumon,964.0,8.2,"Sant Andreu, Barcelona"
Golden Hotel Barcelona,1313.0,8.3,"Sant Martí, Barcelona"
Bonanova Suite,1183.0,8.5,"Sarrià-St. Gervasi, Barcelona"
Pol & Grace Hotel,954.0,8.2,"Sarrià-St. Gervasi, Barcelona"
Hotel Sant Agustí,1294.0,8.0,"Ciutat Vella, Barcelona"
Lempika,1537.0,9.3,"Eixample, Barcelona"
Catalonia Roma,1187.0,8.4,"Eixample, Barcelona"
Barcelona Fifteen central Aparthotel,1032.0,7.4,"Sants-Montjuïc, Barcelona"
Hotel Soho,1373.0,8.6,"Eixample, Barcelona"
Fisa Rentals Ramblas Apartments,1518.0,8.7,"Eixample, Barcelona"
Hotel Rialto,1319.0,8.5,"Ciutat Vella, Barcelona"
Paral·lel,1093.0,8.3,"Sants-Montjuïc, Barcelona"
Axel TWO Barcelona 4 Sup - Adults Only,1195.0,8.3,"Eixample, Barcelona"
Catalonia Avinyo,1277.0,8.6,"Ciutat Vella, Barcelona"
Hostal Central Barcelona,1247.0,8.4,"Eixample, Barcelona"
Capri by Fraser Barcelona,1251.0,8.3,"Sant Martí, Barcelona"
Enjoy Apartments Urban Retreat Valencia 4,1300.0,8.5,"Eixample, Barcelona"
Catalonia Park Güell,937.0,7.8,"Gràcia, Barcelona"
NH Sants Barcelona,1093.0,8.6,"Les Corts, Barcelona"
Catalonia Rigoletto,1148.0,8.5,"Les Corts, Barcelona"
Acta BCN 40,1117.0,8.4,"Ciutat Vella, Barcelona"
Hotel Vilamarí,1092.0,8.1,"Eixample, Barcelona"
Abba Garden,927.0,8.4,Barcelona
ClassBedroom Barcelona Beach Apartments,1132.0,8.3,"Ciutat Vella, Barcelona"
Sant Pau Terraces Apartments,1434.0,9.0,"Eixample, Barcelona"
Catalonia Eixample 1864,1548.0,8.6,"Eixample, Barcelona"
La França Travellers Adults Only,923.0,8.3,"Sants-Montjuïc, Barcelona"
Hotel del Mar,1244.0,8.4,"Ciutat Vella, Barcelona"
Hotel Concordia Barcelona,1273.0,8.3,"Sants-Montjuïc, Barcelona"
08028 Apartments,1075.0,8.8,"Les Corts, Barcelona"
BCN Urbaness Hotels Del Comte,1189.0,7.6,"Eixample, Barcelona"
Casual Colours Barcelona,1127.0,8.3,"Les Corts, Barcelona"
AC Hotel Diagonal L'Illa by Marriott,1514.0,8.7,"Les Corts, Barcelona"
Leonardo Royal Hotel Barcelona Fira,1053.0,8.8,"Sants-Montjuïc, Barcelona"
NH Barcelona Stadium,1064.0,8.3,"Les Corts, Barcelona"
Hotel Jazz,1437.0,8.8,"Eixample, Barcelona"
VIU BARCELONA BERTRAN,1084.0,8.7,"Sarrià-St. Gervasi, Barcelona"
Hotel Via Augusta,1317.0,8.4,"Sarrià-St. Gervasi, Barcelona"
Hotel Balmoral,1308.0,8.4,"Sarrià-St. Gervasi, Barcelona"
Mesón Castilla Atiram Hotels,1128.0,8.2,"Ciutat Vella, Barcelona"
The Moods Oasis,1217.0,8.6,"Sarrià-St. Gervasi, Barcelona"
